date,open,high,low,close,volume,amount
2026-08-10,917.99,919.8,835,864.58,525921,45764386519
2026-08-07,981.09,999.88,902,919.87,571892,54670640000
2026-08-06,901.02,995,882.55,955,422951,39767150000
2026-08-05,880,983.17,880,947.74,723230,67510520000
2026-08-04,940,1033.89,934.44,1021.99,505913,49789580000
2026-08-03,891,933.61,875.87,902.5,321852,29143950000
2026-07-31,960,986.89,901,902.01,569420,54044350000
2026-07-30,919.01,933,793.03,864,693702,59772680000
2026-07-29,915,965,889.5,951,468715,43510020000
2026-07-28,1001.06,1018,899.99,908,541051,51600160000
2026-07-27,1021.02,1080,1003.33,1076.94,255903,26708790000
2026-07-24,1050.53,1082.54,1039.01,1046.51,216877,22937320000
2026-07-23,1089.54,1115,1060,1072.52,272541,29558230000
2026-07-22,1110,1138.88,1060.5,1060.8,367980,40560130000
2026-07-21,1020.01,1136.8,988.82,1136.55,481157,51302200000
2026-07-20,1028.43,1057.77,967.68,1004,453665,46094380000
2026-07-17,1057.36,1072,950.55,979.46,561861,56485630000
2026-07-16,1122.22,1163,1098,1113,306634,34474190000
2026-07-15,1190,1207.98,1160,1169.31,247946,29281920000
2026-07-14,1108.53,1198.66,1098,1184.05,400476,46249950000
2026-07-13,1100.01,1148.48,1076.8,1108,344521,38390820000
2026-07-10,1210,1218,1093.98,1093.98,423262,49028020000
2026-07-09,1153,1199.99,1117.01,1194.9,358884,41608730000
2026-07-08,1134.8,1179.3,1114.56,1128.35,317328,36323450000
2026-07-07,1098,1138.2,1089,1121.9,292864,32709220000
2026-07-06,1136.54,1141,1060.34,1098.92,315566,34704120000
2026-07-03,1130,1188.01,1115,1116,328618,37702360000
2026-07-02,1160,1198,1127.4,1143,317620,36721290000
2026-07-01,1263.5,1315.57,1208,1223.17,271557,34256250000
2026-06-30,1223.01,1295.6,1218.21,1270,276783,34960560000
2026-06-29,1239,1264.21,1169.49,1220,352899,42631770000
2026-06-26,1296,1296.94,1235.13,1253.89,352811,44480810000
2026-06-25,1326,1345.09,1280.02,1323.4,376090,49655190000
2026-06-24,1313.61,1344.88,1282.15,1312.18,262257,34437450000
2026-06-23,1395,1395,1300,1310.01,291773,38963680000
2026-06-22,1367.78,1416.88,1343.38,1382.33,280333,38643680000
2026-06-18,1270,1368.5,1268.73,1367.88,285516,38176550000
2026-06-17,1228,1276.13,1220.05,1276.11,217562,27272020000
2026-06-16,1240,1273.68,1232.46,1248.09,232822,29091730000
2026-06-15,1175,1245,1122,1245,342237,40751490000
2026-06-12,1182,1188.5,1128.18,1149,346851,40003010000
2026-06-11,1136,1174.9,1093,1124,305924,34558720000
2026-06-10,1150,1174,1128.8,1147,228965,26382500000
2026-06-09,1140.97,1196.16,1126.9,1180,398930,46676010000
2026-06-08,1132.79,1179.45,1132,1154.99,336120,38923880000
2026-06-05,1273.2,1301.51,1160,1179.99,474741,58324830000
2026-06-04,1250,1290,1241.36,1280,217142,27594720000
2026-06-03,1220,1320,1220,1275,345251,43881190000
2026-06-02,1153.6,1205.58,1140.01,1191.81,290063,34167020000
2026-06-01,1161,1183.61,1113.9,1130,269782,30968400000
2026-05-29,1190,1209.99,1155,1161.16,287268,33891960000
2026-05-28,1100,1199.79,1085.56,1197.99,287465,32911840000
2026-05-27,1090,1147,1088.67,1111.37,250688,28064030000
2026-05-26,1079,1110,1076,1103,234391,25717380000
2026-05-25,1054.99,1094.98,1025.55,1093,250761,26633290000
2026-05-22,1010.04,1044.87,1006.18,1037.98,209338,21509320000
2026-05-21,1060,1065,993.34,993.34,237726,24395400000
2026-05-20,1019.11,1071,1019.11,1037,225973,23581070000
2026-05-19,1026,1037.38,988.88,1030,272749,27528010000
2026-05-18,1030.03,1075,1030.03,1045,243132,25546320000
2026-05-15,1068.99,1099.87,1034,1049.87,276253,29275320000
2026-05-14,1065,1088.88,1025.1,1078,300571,31835260000
2026-05-13,999.68,1052.2,991.12,1049.2,260005,26467950000
2026-05-12,961,1022.9,960,1017.99,345421,34442620000
2026-05-11,889.06,946.79,870,940.13,322655,29399330000
2026-05-08,864.95,898.95,861.56,886,197641,17406540000
2026-05-07,858,889.15,835,877.47,277190,23995590000
2026-05-06,888.5,889,840.45,856,309386,26756820000
2026-04-30,863.66,874.65,845,857.5,212710,18256410000
2026-04-29,815.23,862,815.23,845,251731,21221970000
2026-04-28,853,853,820,824,295109,24518220000
2026-04-27,898,899,853,856.03,318149,27543690000
2026-04-24,899.25,914,853.53,885.99,383884,33962430000
2026-04-23,889,918.99,876.78,896,309869,27877940000
2026-04-22,858.3,892.2,853,885.62,294383,25705230000
2026-04-21,848.75,867,838,863.86,251138,21433790000
2026-04-20,848,877.98,839.58,849,272631,23357060000
2026-04-17,840,864,819.24,850,398572,33630030000
2026-04-16,771.37,809.11,761.35,808.61,286570,22749930000
2026-04-15,786,807.83,765,778.98,323452,25441090000
2026-04-14,749,785.22,747.78,772,292668,22476000000
2026-04-13,737.8,743,713.23,737,228876,16730510000
