date,ukey,value,factor
2022-04-29,603058,23.28,risk_fac_growth_np_yoy
2022-04-29,603059,-43.78,risk_fac_growth_np_yoy
2022-04-29,603060,-22.6,risk_fac_growth_np_yoy
2022-04-29,603063,-27.97,risk_fac_growth_np_yoy
2022-04-29,603068,-14.65,risk_fac_growth_np_yoy
2022-04-29,603066,9.86,risk_fac_growth_np_yoy
2022-04-29,603067,95.29,risk_fac_growth_np_yoy
2022-04-29,603070,7.7943114383,risk_fac_growth_np_yoy
2022-04-29,603071,121.03,risk_fac_growth_np_yoy
2022-04-29,603069,49.38,risk_fac_growth_np_yoy
2022-04-29,603076,-13.44,risk_fac_growth_np_yoy
2022-04-29,603078,-34.8,risk_fac_growth_np_yoy
2022-04-29,603077,1109.7260140117,risk_fac_growth_np_yoy
2022-04-29,603079,-68.08,risk_fac_growth_np_yoy
2022-04-29,603081,15.1,risk_fac_growth_np_yoy
2022-04-29,603083,132.3095004149,risk_fac_growth_np_yoy
2022-04-29,603080,152.89,risk_fac_growth_np_yoy
2022-04-29,603085,19.62,risk_fac_growth_np_yoy
2022-04-29,603086,-31.55,risk_fac_growth_np_yoy
2022-04-29,603087,26.99,risk_fac_growth_np_yoy
2022-04-29,603088,44.01,risk_fac_growth_np_yoy
2022-04-29,603089,63.97,risk_fac_growth_np_yoy
2022-04-29,603090,-4.28,risk_fac_growth_np_yoy
2022-04-29,603093,153.76,risk_fac_growth_np_yoy
2022-04-29,603095,86.68,risk_fac_growth_np_yoy
2022-04-29,603096,-24.12,risk_fac_growth_np_yoy
2022-04-29,603098,-39.03,risk_fac_growth_np_yoy
2022-04-29,603099,32.7231883326,risk_fac_growth_np_yoy
2022-04-29,603100,111.71,risk_fac_growth_np_yoy
2022-04-29,603102,28.09,risk_fac_growth_np_yoy
2022-04-29,603105,27.08,risk_fac_growth_np_yoy
2022-04-29,603101,1999.4934157221,risk_fac_growth_np_yoy
2022-04-29,603103,114.32,risk_fac_growth_np_yoy
2022-04-29,603106,65.26,risk_fac_growth_np_yoy
2022-04-29,603108,38.05,risk_fac_growth_np_yoy
2022-04-29,603109,52.68,risk_fac_growth_np_yoy
2022-04-29,603110,39.82,risk_fac_growth_np_yoy
2022-04-29,603111,-15.75,risk_fac_growth_np_yoy
2022-04-29,603112,78.1,risk_fac_growth_np_yoy
2022-04-29,603115,74.94,risk_fac_growth_np_yoy
2022-04-29,603113,76.5,risk_fac_growth_np_yoy
2022-04-29,603116,-34.48,risk_fac_growth_np_yoy
2022-04-29,603117,-6.79,risk_fac_growth_np_yoy
2022-04-29,603118,-2.4,risk_fac_growth_np_yoy
2022-04-29,603122,21.9764646376,risk_fac_growth_np_yoy
2022-04-29,603121,24.26,risk_fac_growth_np_yoy
2022-04-29,603123,743.59,risk_fac_growth_np_yoy
2022-04-29,603126,118.73,risk_fac_growth_np_yoy
2022-04-29,603128,65.92,risk_fac_growth_np_yoy
2022-04-29,603127,72.76,risk_fac_growth_np_yoy
2022-04-29,603129,7.9,risk_fac_growth_np_yoy
2022-04-29,603132,124.6664359173,risk_fac_growth_np_yoy
2022-04-29,603131,66.0,risk_fac_growth_np_yoy
2022-04-29,603136,58.2,risk_fac_growth_np_yoy
2022-04-29,603150,-3.5,risk_fac_growth_np_yoy
2022-04-29,603138,-58.81,risk_fac_growth_np_yoy
2022-04-29,603139,-26.82,risk_fac_growth_np_yoy
2022-04-29,603155,87.65,risk_fac_growth_np_yoy
2022-04-29,603156,39.54,risk_fac_growth_np_yoy
2022-04-29,603159,0.84,risk_fac_growth_np_yoy
2022-04-29,603158,2.26,risk_fac_growth_np_yoy
2022-04-29,603160,-44.06,risk_fac_growth_np_yoy
2022-04-29,603161,326.6276286666,risk_fac_growth_np_yoy
2022-04-29,603166,20.23,risk_fac_growth_np_yoy
2022-04-29,603165,4.32,risk_fac_growth_np_yoy
2022-04-29,603167,81.14,risk_fac_growth_np_yoy
2022-04-29,603168,228.8364486766,risk_fac_growth_np_yoy
2022-04-29,603171,-28.31,risk_fac_growth_np_yoy
2022-04-29,603169,237.8507969622,risk_fac_growth_np_yoy
2022-04-29,603176,3.2918204656,risk_fac_growth_np_yoy
2022-04-29,603178,109.32,risk_fac_growth_np_yoy
2022-04-29,603179,30.71,risk_fac_growth_np_yoy
2022-04-29,603177,67.0722773213,risk_fac_growth_np_yoy
2022-04-29,603180,6.38,risk_fac_growth_np_yoy
2022-04-29,603181,54.44,risk_fac_growth_np_yoy
2022-04-29,603183,15.38,risk_fac_growth_np_yoy
2022-04-29,603185,310.28,risk_fac_growth_np_yoy
2022-04-29,603187,-10.08,risk_fac_growth_np_yoy
2022-04-29,603186,133.25,risk_fac_growth_np_yoy
2022-04-29,603188,48.5437026952,risk_fac_growth_np_yoy
2022-04-29,603191,30.644145801,risk_fac_growth_np_yoy
2022-04-29,603189,16.69,risk_fac_growth_np_yoy
2022-04-29,603192,28.7,risk_fac_growth_np_yoy
2022-04-29,603195,37.98,risk_fac_growth_np_yoy
2022-04-29,603197,59.66,risk_fac_growth_np_yoy
2022-04-29,603196,179.631046481,risk_fac_growth_np_yoy
2022-04-29,603198,80.84,risk_fac_growth_np_yoy
2022-04-29,603199,303.83,risk_fac_growth_np_yoy
2022-04-29,603200,-33.46,risk_fac_growth_np_yoy
2022-04-29,603209,42.2543500118,risk_fac_growth_np_yoy
2022-04-29,603203,70.13,risk_fac_growth_np_yoy
2022-04-29,603208,-6.85,risk_fac_growth_np_yoy
2022-04-29,603213,308.4,risk_fac_growth_np_yoy
2022-04-29,603212,-1.06,risk_fac_growth_np_yoy
2022-04-29,603215,22.6429656231,risk_fac_growth_np_yoy
2022-04-29,603216,61.7089138992,risk_fac_growth_np_yoy
2022-04-29,603214,-47.51,risk_fac_growth_np_yoy
2022-04-29,603217,147.04,risk_fac_growth_np_yoy
2022-04-29,603219,78.4,risk_fac_growth_np_yoy
2022-04-29,603218,-18.68,risk_fac_growth_np_yoy
2022-04-29,603220,394.57,risk_fac_growth_np_yoy
2022-04-29,603221,-93.49,risk_fac_growth_np_yoy
2022-04-29,603223,9.14,risk_fac_growth_np_yoy
2022-04-29,603225,644.84,risk_fac_growth_np_yoy
2022-04-29,603226,45.57,risk_fac_growth_np_yoy
2022-04-29,603222,316.37,risk_fac_growth_np_yoy
2022-04-29,603230,6.97,risk_fac_growth_np_yoy
2022-04-29,603227,27.9,risk_fac_growth_np_yoy
2022-04-29,603228,3.58,risk_fac_growth_np_yoy
2022-04-29,603229,66.66,risk_fac_growth_np_yoy
2022-04-29,603232,32.2760688146,risk_fac_growth_np_yoy
2022-04-29,603233,-5.62,risk_fac_growth_np_yoy
2022-04-29,603236,89.53,risk_fac_growth_np_yoy
2022-04-29,603238,-54.96,risk_fac_growth_np_yoy
2022-04-29,603256,17.49,risk_fac_growth_np_yoy
2022-04-29,603239,50.27,risk_fac_growth_np_yoy
2022-04-29,603261,1.7037274896,risk_fac_growth_np_yoy
2022-04-29,603259,50.41,risk_fac_growth_np_yoy
2022-04-29,603258,-7.95,risk_fac_growth_np_yoy
2022-04-29,603260,596.08,risk_fac_growth_np_yoy
2022-04-29,603267,105.21,risk_fac_growth_np_yoy
2022-04-29,603268,-410.23,risk_fac_growth_np_yoy
2022-04-29,603266,13.58,risk_fac_growth_np_yoy
2022-04-29,603269,856.6,risk_fac_growth_np_yoy
2022-04-29,603279,44.12,risk_fac_growth_np_yoy
2022-04-29,603277,37.11,risk_fac_growth_np_yoy
2022-04-29,603278,93.8,risk_fac_growth_np_yoy
2022-04-29,603283,4.42,risk_fac_growth_np_yoy
2022-04-29,603286,50.93,risk_fac_growth_np_yoy
2022-04-29,603288,2.98,risk_fac_growth_np_yoy
2022-04-29,603289,97.23,risk_fac_growth_np_yoy
2022-04-29,603290,98.71,risk_fac_growth_np_yoy
2022-04-29,603297,130.6,risk_fac_growth_np_yoy
2022-04-29,603298,17.86,risk_fac_growth_np_yoy
2022-04-29,603299,40.94,risk_fac_growth_np_yoy
2022-04-29,603300,109.16,risk_fac_growth_np_yoy
2022-04-29,603301,-77.0,risk_fac_growth_np_yoy
2022-04-29,603305,43.67,risk_fac_growth_np_yoy
2022-04-29,603303,-1.63,risk_fac_growth_np_yoy
2022-04-29,603306,-1.92,risk_fac_growth_np_yoy
2022-04-29,603308,14.55,risk_fac_growth_np_yoy
2022-04-29,603309,-41.42,risk_fac_growth_np_yoy
2022-04-29,603311,-3.42,risk_fac_growth_np_yoy
2022-04-29,603313,-152.12,risk_fac_growth_np_yoy
2022-04-29,603315,-30.84,risk_fac_growth_np_yoy
2022-04-29,603316,-30.69,risk_fac_growth_np_yoy
2022-04-29,603317,-74.96,risk_fac_growth_np_yoy
2022-04-29,603318,129.52,risk_fac_growth_np_yoy
2022-04-29,603319,0.73,risk_fac_growth_np_yoy
2022-04-29,603320,100.45,risk_fac_growth_np_yoy
2022-04-29,603321,-11.34,risk_fac_growth_np_yoy
2022-04-29,603324,76.03,risk_fac_growth_np_yoy
2022-04-29,603322,-93.99,risk_fac_growth_np_yoy
2022-04-29,603323,17.51,risk_fac_growth_np_yoy
2022-04-29,603327,-13.25,risk_fac_growth_np_yoy
2022-04-29,603326,-16.55,risk_fac_growth_np_yoy
2022-04-29,603328,-40.27,risk_fac_growth_np_yoy
2022-04-29,603329,78.74,risk_fac_growth_np_yoy
2022-04-29,603330,178.15,risk_fac_growth_np_yoy
2022-04-29,603332,297.89,risk_fac_growth_np_yoy
2022-04-29,603331,69.27,risk_fac_growth_np_yoy
2022-04-29,603333,-64.81,risk_fac_growth_np_yoy
2022-04-29,603335,-25.75,risk_fac_growth_np_yoy
2022-04-29,603337,41.09,risk_fac_growth_np_yoy
2022-04-29,603336,-36.19,risk_fac_growth_np_yoy
2022-04-29,603339,35.58,risk_fac_growth_np_yoy
2022-04-29,603338,17.67,risk_fac_growth_np_yoy
2022-04-29,603348,-7.17,risk_fac_growth_np_yoy
2022-04-29,603345,30.25,risk_fac_growth_np_yoy
2022-04-29,603353,-31.53,risk_fac_growth_np_yoy
2022-04-29,603351,10.9,risk_fac_growth_np_yoy
2022-04-29,603355,14.8,risk_fac_growth_np_yoy
2022-04-29,603356,-110.7,risk_fac_growth_np_yoy
2022-04-29,603357,8.74,risk_fac_growth_np_yoy
2022-04-29,603358,94.56,risk_fac_growth_np_yoy
2022-04-29,603359,3.28,risk_fac_growth_np_yoy
2022-04-29,603360,-10.44,risk_fac_growth_np_yoy
2022-04-29,603363,-200.12,risk_fac_growth_np_yoy
2022-04-29,603365,44.43,risk_fac_growth_np_yoy
2022-04-29,603366,-14.62,risk_fac_growth_np_yoy
2022-04-29,603367,-12.34,risk_fac_growth_np_yoy
2022-04-29,603369,29.33,risk_fac_growth_np_yoy
2022-04-29,603368,-18.09,risk_fac_growth_np_yoy
2022-04-29,603377,103.26,risk_fac_growth_np_yoy
2022-04-29,603380,43.19,risk_fac_growth_np_yoy
2022-04-29,603379,13.99,risk_fac_growth_np_yoy
2022-04-29,603378,-46.17,risk_fac_growth_np_yoy
2022-04-29,603385,-1.54,risk_fac_growth_np_yoy
2022-04-29,603386,113.06,risk_fac_growth_np_yoy
2022-04-29,603387,28.4,risk_fac_growth_np_yoy
2022-04-29,603383,23.08,risk_fac_growth_np_yoy
2022-04-29,603389,-13.1866898744,risk_fac_growth_np_yoy
2022-04-29,603390,-54.96,risk_fac_growth_np_yoy
2022-04-29,603392,154.59,risk_fac_growth_np_yoy
2022-04-29,603393,287.75,risk_fac_growth_np_yoy
2022-04-29,603396,21.7,risk_fac_growth_np_yoy
2022-04-29,603398,-11.27,risk_fac_growth_np_yoy
2022-04-29,603399,132.7513441234,risk_fac_growth_np_yoy
2022-04-29,603408,15.52,risk_fac_growth_np_yoy
2022-04-29,603416,-6.66,risk_fac_growth_np_yoy
2022-04-29,603429,168.35,risk_fac_growth_np_yoy
2022-04-29,603439,130.06,risk_fac_growth_np_yoy
2022-04-29,603421,-138.26,risk_fac_growth_np_yoy
2022-04-29,603444,51.7,risk_fac_growth_np_yoy
2022-04-29,603456,97.65,risk_fac_growth_np_yoy
2022-04-29,603458,1.16,risk_fac_growth_np_yoy
2022-04-29,603466,42.27,risk_fac_growth_np_yoy
2022-04-29,603486,432.05,risk_fac_growth_np_yoy
2022-04-29,603489,41.72,risk_fac_growth_np_yoy
2022-04-29,603488,-23.21,risk_fac_growth_np_yoy
2022-04-29,603477,483.32,risk_fac_growth_np_yoy
2022-04-29,603496,578.89,risk_fac_growth_np_yoy
2022-04-29,603499,-213.76,risk_fac_growth_np_yoy
2022-04-29,603500,23.88,risk_fac_growth_np_yoy
2022-04-29,603501,103.78,risk_fac_growth_np_yoy
2022-04-29,603505,1.23,risk_fac_growth_np_yoy
2022-04-29,603507,120.66,risk_fac_growth_np_yoy
2022-04-29,603506,28.54,risk_fac_growth_np_yoy
2022-04-29,603511,-15.47,risk_fac_growth_np_yoy
2022-04-29,603508,46.7,risk_fac_growth_np_yoy
2022-04-29,603516,-39.4,risk_fac_growth_np_yoy
2022-04-29,603515,22.5,risk_fac_growth_np_yoy
2022-04-29,603518,115.3170012509,risk_fac_growth_np_yoy
2022-04-29,603517,85.39,risk_fac_growth_np_yoy
2022-04-29,603519,-6.91,risk_fac_growth_np_yoy
2022-04-29,603520,10.61,risk_fac_growth_np_yoy
2022-04-29,603527,109.4,risk_fac_growth_np_yoy
2022-04-29,603528,-72.94,risk_fac_growth_np_yoy
2022-04-29,603529,-2.29,risk_fac_growth_np_yoy
2022-04-29,603530,-33.62,risk_fac_growth_np_yoy
2022-04-29,603533,-10.46,risk_fac_growth_np_yoy
2022-04-29,603535,21.1,risk_fac_growth_np_yoy
2022-04-29,603536,-762.54,risk_fac_growth_np_yoy
2022-04-29,603538,-4.04,risk_fac_growth_np_yoy
2022-04-29,603551,10.87,risk_fac_growth_np_yoy
2022-04-29,603556,-54.42,risk_fac_growth_np_yoy
2022-04-29,603557,-132.04,risk_fac_growth_np_yoy
2022-04-29,603558,210.67,risk_fac_growth_np_yoy
2022-04-29,603559,-1095.5264082052,risk_fac_growth_np_yoy
2022-04-29,603565,213.72,risk_fac_growth_np_yoy
2022-04-29,603566,43.72,risk_fac_growth_np_yoy
2022-04-29,603567,0.66,risk_fac_growth_np_yoy
2022-04-29,603569,-44.08,risk_fac_growth_np_yoy
2022-04-29,603568,31.9,risk_fac_growth_np_yoy
2022-04-29,603577,-22.46,risk_fac_growth_np_yoy
2022-04-29,603578,23.6,risk_fac_growth_np_yoy
2022-04-29,603579,18.13,risk_fac_growth_np_yoy
2022-04-29,603580,22.12,risk_fac_growth_np_yoy
2022-04-29,603583,-41.27,risk_fac_growth_np_yoy
2022-04-29,603585,7.13,risk_fac_growth_np_yoy
2022-04-29,603586,-135.7,risk_fac_growth_np_yoy
2022-04-29,603587,16.99,risk_fac_growth_np_yoy
2022-04-29,603588,41.17,risk_fac_growth_np_yoy
2022-04-29,603590,-3.2,risk_fac_growth_np_yoy
2022-04-29,603589,33.2,risk_fac_growth_np_yoy
2022-04-29,603595,-25.12,risk_fac_growth_np_yoy
2022-04-29,603596,22.84,risk_fac_growth_np_yoy
2022-04-29,603598,-67.89,risk_fac_growth_np_yoy
2022-04-29,603599,137.2,risk_fac_growth_np_yoy
2022-04-29,603600,-22.46,risk_fac_growth_np_yoy
2022-04-29,603602,120.9506848483,risk_fac_growth_np_yoy
2022-04-29,603606,56.76,risk_fac_growth_np_yoy
2022-04-29,603605,27.82,risk_fac_growth_np_yoy
2022-04-29,603601,-41.07,risk_fac_growth_np_yoy
2022-04-29,603608,-40.94,risk_fac_growth_np_yoy
2022-04-29,603607,26.36,risk_fac_growth_np_yoy
2022-04-29,603610,32.13,risk_fac_growth_np_yoy
2022-04-29,603609,-94.81,risk_fac_growth_np_yoy
2022-04-29,603611,19.0,risk_fac_growth_np_yoy
2022-04-29,603612,305.13,risk_fac_growth_np_yoy
2022-04-29,603613,89.48,risk_fac_growth_np_yoy
2022-04-29,603615,-96.25,risk_fac_growth_np_yoy
2022-04-29,603616,175.3321923332,risk_fac_growth_np_yoy
2022-04-29,603618,16.4767710753,risk_fac_growth_np_yoy
2022-04-29,603617,14.5,risk_fac_growth_np_yoy
2022-04-29,603619,115.8169714138,risk_fac_growth_np_yoy
2022-04-29,603626,385.1,risk_fac_growth_np_yoy
2022-04-29,603629,-0.43,risk_fac_growth_np_yoy
2022-04-29,603628,-6.52,risk_fac_growth_np_yoy
2022-04-29,603630,-24.18,risk_fac_growth_np_yoy
2022-04-29,603633,26.51,risk_fac_growth_np_yoy
2022-04-29,603636,-70.57,risk_fac_growth_np_yoy
2022-04-29,603637,26.15,risk_fac_growth_np_yoy
2022-04-29,603638,-8.4,risk_fac_growth_np_yoy
2022-04-29,603639,-6.57,risk_fac_growth_np_yoy
2022-04-29,603650,-16.2,risk_fac_growth_np_yoy
2022-04-29,603648,29.36,risk_fac_growth_np_yoy
2022-04-29,603655,30.08,risk_fac_growth_np_yoy
2022-04-29,603657,-4.53,risk_fac_growth_np_yoy
2022-04-29,603656,-58.1,risk_fac_growth_np_yoy
2022-04-29,603658,39.33,risk_fac_growth_np_yoy
2022-04-29,603659,196.38,risk_fac_growth_np_yoy
2022-04-29,603660,0.1516447889,risk_fac_growth_np_yoy
2022-04-29,603662,21.27,risk_fac_growth_np_yoy
2022-04-29,603661,-12.15,risk_fac_growth_np_yoy
2022-04-29,603663,58.83,risk_fac_growth_np_yoy
2022-04-29,603666,39.98,risk_fac_growth_np_yoy
2022-04-29,603667,145.42,risk_fac_growth_np_yoy
2022-04-29,603665,-52.77,risk_fac_growth_np_yoy
2022-04-29,603668,3.61,risk_fac_growth_np_yoy
2022-04-29,603669,-48.22,risk_fac_growth_np_yoy
2022-04-29,603677,48.02,risk_fac_growth_np_yoy
2022-04-29,603676,82.24,risk_fac_growth_np_yoy
2022-04-29,603678,83.81,risk_fac_growth_np_yoy
2022-04-29,603680,-19.4,risk_fac_growth_np_yoy
2022-04-29,603681,40.24,risk_fac_growth_np_yoy
2022-04-29,603679,-80.77,risk_fac_growth_np_yoy
2022-04-29,603682,-18.7,risk_fac_growth_np_yoy
2022-04-29,603683,-8.53,risk_fac_growth_np_yoy
2022-04-29,603685,75.05,risk_fac_growth_np_yoy
2022-04-29,603686,-7.02,risk_fac_growth_np_yoy
2022-04-29,603687,-59.63,risk_fac_growth_np_yoy
2022-04-29,603688,17.77,risk_fac_growth_np_yoy
2022-04-29,603693,11.43,risk_fac_growth_np_yoy
2022-04-29,603690,127.96,risk_fac_growth_np_yoy
2022-04-29,603689,10.44,risk_fac_growth_np_yoy
2022-04-29,603697,-1.21,risk_fac_growth_np_yoy
2022-04-29,603696,-8.67,risk_fac_growth_np_yoy
2022-04-29,603698,25.78,risk_fac_growth_np_yoy
2022-04-29,603699,-27.99,risk_fac_growth_np_yoy
2022-04-29,603700,-9.99,risk_fac_growth_np_yoy
2022-04-29,603701,-41.81,risk_fac_growth_np_yoy
2022-04-29,603706,21.72,risk_fac_growth_np_yoy
2022-04-29,603703,214.9,risk_fac_growth_np_yoy
2022-04-29,603707,37.77,risk_fac_growth_np_yoy
2022-04-29,603708,-50.61,risk_fac_growth_np_yoy
2022-04-29,603709,-73.27,risk_fac_growth_np_yoy
2022-04-29,603711,-11.45,risk_fac_growth_np_yoy
2022-04-29,603713,42.64,risk_fac_growth_np_yoy
2022-04-29,603712,42.04,risk_fac_growth_np_yoy
2022-04-29,603716,-97.0,risk_fac_growth_np_yoy
2022-04-29,603717,-270.99,risk_fac_growth_np_yoy
2022-04-29,603719,19.57,risk_fac_growth_np_yoy
2022-04-29,603718,438.39,risk_fac_growth_np_yoy
2022-04-29,603721,199.32,risk_fac_growth_np_yoy
2022-04-29,603722,129.23,risk_fac_growth_np_yoy
2022-04-29,603725,107.72,risk_fac_growth_np_yoy
2022-04-29,603726,56.98,risk_fac_growth_np_yoy
2022-04-29,603727,134.15,risk_fac_growth_np_yoy
2022-04-29,603729,-608.7141729313,risk_fac_growth_np_yoy
2022-04-29,603728,43.51,risk_fac_growth_np_yoy
2022-04-29,603730,10.22,risk_fac_growth_np_yoy
2022-04-29,603733,82.65,risk_fac_growth_np_yoy
2022-04-29,603737,-80.3,risk_fac_growth_np_yoy
2022-04-29,603739,29.34,risk_fac_growth_np_yoy
2022-04-29,603738,1443.15,risk_fac_growth_np_yoy
2022-04-29,603755,-4.87,risk_fac_growth_np_yoy
2022-04-29,603759,18.9,risk_fac_growth_np_yoy
2022-04-29,603757,-33.91,risk_fac_growth_np_yoy
2022-04-29,603766,44.19,risk_fac_growth_np_yoy
2022-04-29,603758,-69.17,risk_fac_growth_np_yoy
2022-04-29,603767,0.16,risk_fac_growth_np_yoy
2022-04-29,603768,4.09,risk_fac_growth_np_yoy
2022-04-29,603773,-145.01,risk_fac_growth_np_yoy
2022-04-29,603776,0.46,risk_fac_growth_np_yoy
2022-04-29,603777,134.02,risk_fac_growth_np_yoy
2022-04-29,603778,-194.6407513788,risk_fac_growth_np_yoy
2022-04-29,603779,101.823513484,risk_fac_growth_np_yoy
2022-04-29,603786,-15.16,risk_fac_growth_np_yoy
2022-04-29,603787,-73.41,risk_fac_growth_np_yoy
2022-04-29,603788,-3.35,risk_fac_growth_np_yoy
2022-04-29,603789,9.9723579779,risk_fac_growth_np_yoy
2022-04-29,603790,18.71,risk_fac_growth_np_yoy
2022-04-29,603797,4.16,risk_fac_growth_np_yoy
2022-04-29,603798,6.67,risk_fac_growth_np_yoy
2022-04-29,603799,244.95,risk_fac_growth_np_yoy
2022-04-29,603800,-236.93,risk_fac_growth_np_yoy
2022-04-29,603801,51.75,risk_fac_growth_np_yoy
2022-04-29,603803,-1362.18,risk_fac_growth_np_yoy
2022-04-29,603806,53.37,risk_fac_growth_np_yoy
2022-04-29,603808,-28.65,risk_fac_growth_np_yoy
2022-04-29,603810,-50.24,risk_fac_growth_np_yoy
2022-04-29,603809,26.88,risk_fac_growth_np_yoy
2022-04-29,603811,14.96,risk_fac_growth_np_yoy
2022-04-29,603813,-12.16,risk_fac_growth_np_yoy
2022-04-29,603815,45.44,risk_fac_growth_np_yoy
2022-04-29,603816,22.58,risk_fac_growth_np_yoy
2022-04-29,603817,3.24,risk_fac_growth_np_yoy
2022-04-29,603818,481.68,risk_fac_growth_np_yoy
2022-04-29,603819,0.66,risk_fac_growth_np_yoy
2022-04-29,603823,25.17,risk_fac_growth_np_yoy
2022-04-29,603822,119.31,risk_fac_growth_np_yoy
2022-04-29,603825,14.55,risk_fac_growth_np_yoy
2022-04-29,603826,10.06,risk_fac_growth_np_yoy
2022-04-29,603828,5.19,risk_fac_growth_np_yoy
2022-04-29,603829,7.44,risk_fac_growth_np_yoy
2022-04-29,603836,177.66,risk_fac_growth_np_yoy
2022-04-29,603833,45.73,risk_fac_growth_np_yoy
2022-04-29,603838,1119.4939621011,risk_fac_growth_np_yoy
2022-04-29,603839,-10.39,risk_fac_growth_np_yoy
2022-04-29,603843,18.34,risk_fac_growth_np_yoy
2022-04-29,603848,44.17,risk_fac_growth_np_yoy
2022-04-29,603855,47.17,risk_fac_growth_np_yoy
2022-04-29,603856,-31.83,risk_fac_growth_np_yoy
2022-04-29,603858,-8.73,risk_fac_growth_np_yoy
2022-04-29,603859,31.67,risk_fac_growth_np_yoy
2022-04-29,603860,-0.8508339501,risk_fac_growth_np_yoy
2022-04-29,603861,129.8957437146,risk_fac_growth_np_yoy
2022-04-29,603863,-72.04,risk_fac_growth_np_yoy
2022-04-29,603866,-17.16,risk_fac_growth_np_yoy
2022-04-29,603867,-29.64,risk_fac_growth_np_yoy
2022-04-29,603868,6.75,risk_fac_growth_np_yoy
2022-04-29,603869,101.81,risk_fac_growth_np_yoy
2022-04-29,603871,-12.14,risk_fac_growth_np_yoy
2022-04-29,603876,2299.0641053604,risk_fac_growth_np_yoy
2022-04-29,603877,78.54,risk_fac_growth_np_yoy
2022-04-29,603879,718.01,risk_fac_growth_np_yoy
2022-04-29,603880,-83.96,risk_fac_growth_np_yoy
2022-04-29,603878,-17.68,risk_fac_growth_np_yoy
2022-04-29,603881,-6.0,risk_fac_growth_np_yoy
2022-04-29,603882,58.52,risk_fac_growth_np_yoy
2022-04-29,603883,9.29,risk_fac_growth_np_yoy
2022-04-29,603885,89.616224588,risk_fac_growth_np_yoy
2022-04-29,603886,13.4,risk_fac_growth_np_yoy
2022-04-29,603887,-76.24,risk_fac_growth_np_yoy
2022-04-29,603889,148.62,risk_fac_growth_np_yoy
2022-04-29,603888,2395.6,risk_fac_growth_np_yoy
2022-04-29,603893,116.16,risk_fac_growth_np_yoy
2022-04-29,603890,17.21,risk_fac_growth_np_yoy
2022-04-29,603895,-23.17,risk_fac_growth_np_yoy
2022-04-29,603896,29.92,risk_fac_growth_np_yoy
2022-04-29,603897,134.69,risk_fac_growth_np_yoy
2022-04-29,603898,30.05,risk_fac_growth_np_yoy
2022-04-29,603899,22.38,risk_fac_growth_np_yoy
2022-04-29,603900,9.91,risk_fac_growth_np_yoy
2022-04-29,603901,60.23,risk_fac_growth_np_yoy
2022-04-29,603903,17.63,risk_fac_growth_np_yoy
2022-04-29,603906,34.92,risk_fac_growth_np_yoy
2022-04-29,603909,-29.4,risk_fac_growth_np_yoy
2022-04-29,603908,44.21,risk_fac_growth_np_yoy
2022-04-29,603912,-11.45,risk_fac_growth_np_yoy
2022-04-29,603917,-19.32,risk_fac_growth_np_yoy
2022-04-29,603915,45.67,risk_fac_growth_np_yoy
2022-04-29,603916,21.38,risk_fac_growth_np_yoy
2022-04-29,603918,16.45,risk_fac_growth_np_yoy
2022-04-29,603919,53.08,risk_fac_growth_np_yoy
2022-04-29,603920,-27.41,risk_fac_growth_np_yoy
2022-04-29,603922,10.04,risk_fac_growth_np_yoy
2022-04-29,603926,69.2,risk_fac_growth_np_yoy
2022-04-29,603927,38.68,risk_fac_growth_np_yoy
2022-04-29,603928,-19.19,risk_fac_growth_np_yoy
2022-04-29,603931,24.36,risk_fac_growth_np_yoy
2022-04-29,603929,286.5899539858,risk_fac_growth_np_yoy
2022-04-29,603933,408.58,risk_fac_growth_np_yoy
2022-04-29,603936,30.67,risk_fac_growth_np_yoy
2022-04-29,603937,24.09,risk_fac_growth_np_yoy
2022-04-29,603938,268.37,risk_fac_growth_np_yoy
2022-04-29,603939,21.49,risk_fac_growth_np_yoy
2022-04-29,603949,4.86,risk_fac_growth_np_yoy
2022-04-29,603950,0.89,risk_fac_growth_np_yoy
2022-04-29,603948,63.54,risk_fac_growth_np_yoy
2022-04-29,603956,68.73,risk_fac_growth_np_yoy
2022-04-29,603955,-40.36,risk_fac_growth_np_yoy
2022-04-29,603958,60.6380940399,risk_fac_growth_np_yoy
2022-04-29,603959,-3.16,risk_fac_growth_np_yoy
2022-04-29,603960,-48.47,risk_fac_growth_np_yoy
2022-04-29,603966,31.12,risk_fac_growth_np_yoy
2022-04-29,603967,20.04,risk_fac_growth_np_yoy
2022-04-29,603968,-49.15,risk_fac_growth_np_yoy
2022-04-29,603969,38.49,risk_fac_growth_np_yoy
2022-04-29,603970,27.32,risk_fac_growth_np_yoy
2022-04-29,603977,8.77,risk_fac_growth_np_yoy
2022-04-29,603976,66.66,risk_fac_growth_np_yoy
2022-04-29,603978,8.49,risk_fac_growth_np_yoy
2022-04-29,603982,76.6,risk_fac_growth_np_yoy
2022-04-29,603979,27.79,risk_fac_growth_np_yoy
2022-04-29,603980,3.78,risk_fac_growth_np_yoy
2022-04-29,603983,-57.98,risk_fac_growth_np_yoy
2022-04-29,603985,8.86,risk_fac_growth_np_yoy
2022-04-29,603986,144.92,risk_fac_growth_np_yoy
2022-04-29,603987,40.0,risk_fac_growth_np_yoy
2022-04-29,603988,-93.76,risk_fac_growth_np_yoy
