date,ukey,value,factor
2023-07-31,2128,6.96,risk_fac_growth_np_yoy
2023-07-31,2126,80.73,risk_fac_growth_np_yoy
2023-07-31,2129,69.21,risk_fac_growth_np_yoy
2023-07-31,2130,11.18,risk_fac_growth_np_yoy
2023-07-31,2131,56.53,risk_fac_growth_np_yoy
2023-07-31,2132,33.5,risk_fac_growth_np_yoy
2023-07-31,2133,-65.35,risk_fac_growth_np_yoy
2023-07-31,2134,-40.71,risk_fac_growth_np_yoy
2023-07-31,2135,-41.03,risk_fac_growth_np_yoy
2023-07-31,2136,44.76,risk_fac_growth_np_yoy
2023-07-31,2137,251.26,risk_fac_growth_np_yoy
2023-07-31,2139,3.13,risk_fac_growth_np_yoy
2023-07-31,2138,-44.81,risk_fac_growth_np_yoy
2023-07-31,2140,7.1,risk_fac_growth_np_yoy
2023-07-31,2141,695.8,risk_fac_growth_np_yoy
2023-07-31,2142,18.05,risk_fac_growth_np_yoy
2023-07-31,2144,22.84,risk_fac_growth_np_yoy
2023-07-31,2145,-47.14,risk_fac_growth_np_yoy
2023-07-31,2146,-229.16,risk_fac_growth_np_yoy
2023-07-31,2149,38.97,risk_fac_growth_np_yoy
2023-07-31,2148,-69.66,risk_fac_growth_np_yoy
2023-07-31,2150,3.59,risk_fac_growth_np_yoy
2023-07-31,2151,-28.31,risk_fac_growth_np_yoy
2023-07-31,2153,-62.83,risk_fac_growth_np_yoy
2023-07-31,2152,0.37,risk_fac_growth_np_yoy
2023-07-31,2155,13.66,risk_fac_growth_np_yoy
2023-07-31,2154,-1.2,risk_fac_growth_np_yoy
2023-07-31,2156,-97.24,risk_fac_growth_np_yoy
2023-07-31,2157,51.56,risk_fac_growth_np_yoy
2023-07-31,2158,32.27,risk_fac_growth_np_yoy
2023-07-31,2159,56.14,risk_fac_growth_np_yoy
2023-07-31,2161,54.6,risk_fac_growth_np_yoy
2023-07-31,2160,-461.2,risk_fac_growth_np_yoy
2023-07-31,2162,-703.03,risk_fac_growth_np_yoy
2023-07-31,2163,-238.73,risk_fac_growth_np_yoy
2023-07-31,2166,50.92,risk_fac_growth_np_yoy
2023-07-31,2164,-1.36,risk_fac_growth_np_yoy
2023-07-31,2165,-363.3,risk_fac_growth_np_yoy
2023-07-31,2167,-34.22,risk_fac_growth_np_yoy
2023-07-31,2168,48.45,risk_fac_growth_np_yoy
2023-07-31,2169,-87.41,risk_fac_growth_np_yoy
2023-07-31,2171,-76.43,risk_fac_growth_np_yoy
2023-07-31,2170,50.05,risk_fac_growth_np_yoy
2023-07-31,2172,98.52,risk_fac_growth_np_yoy
2023-07-31,2173,28.77,risk_fac_growth_np_yoy
2023-07-31,2174,-478.16,risk_fac_growth_np_yoy
2023-07-31,2175,-73.76,risk_fac_growth_np_yoy
2023-07-31,2177,185.72,risk_fac_growth_np_yoy
2023-07-31,2176,503.05,risk_fac_growth_np_yoy
2023-07-31,2178,-1725.07,risk_fac_growth_np_yoy
2023-07-31,2179,36.47,risk_fac_growth_np_yoy
2023-07-31,2180,60.15,risk_fac_growth_np_yoy
2023-07-31,2182,24.03,risk_fac_growth_np_yoy
2023-07-31,2183,-47.12,risk_fac_growth_np_yoy
2023-07-31,2181,-50.54,risk_fac_growth_np_yoy
2023-07-31,2184,5.44,risk_fac_growth_np_yoy
2023-07-31,2186,-76.86,risk_fac_growth_np_yoy
2023-07-31,2185,-46.74,risk_fac_growth_np_yoy
2023-07-31,2187,-155.01,risk_fac_growth_np_yoy
2023-07-31,2188,-58.75,risk_fac_growth_np_yoy
2023-07-31,2190,4.82,risk_fac_growth_np_yoy
2023-07-31,2189,-226.27,risk_fac_growth_np_yoy
2023-07-31,2191,-80.65,risk_fac_growth_np_yoy
2023-07-31,2192,3472.94,risk_fac_growth_np_yoy
2023-07-31,2193,-83745.68,risk_fac_growth_np_yoy
2023-07-31,2194,21.32,risk_fac_growth_np_yoy
2023-07-31,2195,-46.66,risk_fac_growth_np_yoy
2023-07-31,2196,36.98,risk_fac_growth_np_yoy
2023-07-31,2198,380.58,risk_fac_growth_np_yoy
2023-07-31,2197,34.65,risk_fac_growth_np_yoy
2023-07-31,2199,-323.37,risk_fac_growth_np_yoy
2023-07-31,2200,114.53,risk_fac_growth_np_yoy
2023-07-31,2201,-12.39,risk_fac_growth_np_yoy
2023-07-31,2202,-36.12,risk_fac_growth_np_yoy
2023-07-31,2203,9.13,risk_fac_growth_np_yoy
2023-07-31,2204,149.74,risk_fac_growth_np_yoy
2023-07-31,2205,-1293.99,risk_fac_growth_np_yoy
2023-07-31,2206,-42.24,risk_fac_growth_np_yoy
2023-07-31,2207,-226.61,risk_fac_growth_np_yoy
2023-07-31,2208,-61.88,risk_fac_growth_np_yoy
2023-07-31,2209,143.37,risk_fac_growth_np_yoy
2023-07-31,2210,109.79,risk_fac_growth_np_yoy
2023-07-31,2211,67.44,risk_fac_growth_np_yoy
2023-07-31,2213,3.23,risk_fac_growth_np_yoy
2023-07-31,2212,-10.83,risk_fac_growth_np_yoy
2023-07-31,2214,-188.1,risk_fac_growth_np_yoy
2023-07-31,2215,7.57,risk_fac_growth_np_yoy
2023-07-31,2217,-122.51,risk_fac_growth_np_yoy
2023-07-31,2216,24.98,risk_fac_growth_np_yoy
2023-07-31,2218,-50.76,risk_fac_growth_np_yoy
2023-07-31,2219,141.9,risk_fac_growth_np_yoy
2023-07-31,2221,-96.7,risk_fac_growth_np_yoy
2023-07-31,2222,18.3,risk_fac_growth_np_yoy
2023-07-31,2223,7.6,risk_fac_growth_np_yoy
2023-07-31,2226,-57.04,risk_fac_growth_np_yoy
2023-07-31,2224,-40.83,risk_fac_growth_np_yoy
2023-07-31,2225,174.18,risk_fac_growth_np_yoy
2023-07-31,2227,-23.31,risk_fac_growth_np_yoy
2023-07-31,2231,,risk_fac_growth_np_yoy
2023-07-31,2230,-63.94,risk_fac_growth_np_yoy
2023-07-31,2229,-921.42,risk_fac_growth_np_yoy
2023-07-31,2228,-39.46,risk_fac_growth_np_yoy
2023-07-31,2233,-85.5,risk_fac_growth_np_yoy
2023-07-31,2234,-1049.51,risk_fac_growth_np_yoy
2023-07-31,2232,81.07,risk_fac_growth_np_yoy
2023-07-31,2235,-708.31,risk_fac_growth_np_yoy
2023-07-31,2236,-31.2,risk_fac_growth_np_yoy
2023-07-31,2237,9.74,risk_fac_growth_np_yoy
2023-07-31,2238,-22.67,risk_fac_growth_np_yoy
2023-07-31,2239,154.2,risk_fac_growth_np_yoy
2023-07-31,2241,-88.22,risk_fac_growth_np_yoy
2023-07-31,2242,-28.98,risk_fac_growth_np_yoy
2023-07-31,2240,-56.67,risk_fac_growth_np_yoy
2023-07-31,2243,-33.94,risk_fac_growth_np_yoy
2023-07-31,2245,-43.54,risk_fac_growth_np_yoy
2023-07-31,2244,23.58,risk_fac_growth_np_yoy
2023-07-31,2246,-23.45,risk_fac_growth_np_yoy
2023-07-31,2248,-17.83,risk_fac_growth_np_yoy
2023-07-31,2247,-34.45,risk_fac_growth_np_yoy
2023-07-31,2250,120.93,risk_fac_growth_np_yoy
2023-07-31,2249,70.57,risk_fac_growth_np_yoy
2023-07-31,2251,-1281.4,risk_fac_growth_np_yoy
2023-07-31,2252,45.24,risk_fac_growth_np_yoy
2023-07-31,2254,-54.86,risk_fac_growth_np_yoy
2023-07-31,2253,-329.83,risk_fac_growth_np_yoy
2023-07-31,2255,2.12,risk_fac_growth_np_yoy
2023-07-31,2258,69.01,risk_fac_growth_np_yoy
2023-07-31,2259,-225.71,risk_fac_growth_np_yoy
2023-07-31,2256,95.44,risk_fac_growth_np_yoy
2023-07-31,2262,12.93,risk_fac_growth_np_yoy
2023-07-31,2261,-1337.39,risk_fac_growth_np_yoy
2023-07-31,2263,-72.16,risk_fac_growth_np_yoy
2023-07-31,2264,973.11,risk_fac_growth_np_yoy
2023-07-31,2265,-22.13,risk_fac_growth_np_yoy
2023-07-31,2266,-36.53,risk_fac_growth_np_yoy
2023-07-31,2267,46.31,risk_fac_growth_np_yoy
2023-07-31,2268,-2.49,risk_fac_growth_np_yoy
2023-07-31,2269,128.96,risk_fac_growth_np_yoy
2023-07-31,2270,78.48,risk_fac_growth_np_yoy
2023-07-31,2271,-49.57,risk_fac_growth_np_yoy
2023-07-31,2272,-76.69,risk_fac_growth_np_yoy
2023-07-31,2273,30.3,risk_fac_growth_np_yoy
2023-07-31,2274,-46.61,risk_fac_growth_np_yoy
2023-07-31,2275,-4.13,risk_fac_growth_np_yoy
2023-07-31,2276,51.44,risk_fac_growth_np_yoy
2023-07-31,2277,-74.71,risk_fac_growth_np_yoy
2023-07-31,2278,-164.98,risk_fac_growth_np_yoy
2023-07-31,2281,7.25,risk_fac_growth_np_yoy
2023-07-31,2279,139.4031523217,risk_fac_growth_np_yoy
2023-07-31,2282,-37.63,risk_fac_growth_np_yoy
2023-07-31,2283,11.85,risk_fac_growth_np_yoy
2023-07-31,2284,54.71,risk_fac_growth_np_yoy
2023-07-31,2285,69.6,risk_fac_growth_np_yoy
2023-07-31,2286,-33.94,risk_fac_growth_np_yoy
2023-07-31,2287,-34.01,risk_fac_growth_np_yoy
2023-07-31,2289,2.05,risk_fac_growth_np_yoy
2023-07-31,2290,-19.57,risk_fac_growth_np_yoy
2023-07-31,2291,62.13,risk_fac_growth_np_yoy
2023-07-31,2293,-19.59,risk_fac_growth_np_yoy
2023-07-31,2292,58.86,risk_fac_growth_np_yoy
2023-07-31,2295,-50.65,risk_fac_growth_np_yoy
2023-07-31,2294,19.34,risk_fac_growth_np_yoy
2023-07-31,2296,-13.43,risk_fac_growth_np_yoy
2023-07-31,2297,-26.08,risk_fac_growth_np_yoy
2023-07-31,2298,-139.47,risk_fac_growth_np_yoy
2023-07-31,2299,236.91,risk_fac_growth_np_yoy
2023-07-31,2301,122.53,risk_fac_growth_np_yoy
2023-07-31,2300,34.53,risk_fac_growth_np_yoy
2023-07-31,2302,-34.82,risk_fac_growth_np_yoy
2023-07-31,2303,36.12,risk_fac_growth_np_yoy
2023-07-31,2304,24.91,risk_fac_growth_np_yoy
2023-07-31,2306,-558.48,risk_fac_growth_np_yoy
2023-07-31,2305,22.27,risk_fac_growth_np_yoy
2023-07-31,2307,-18.43,risk_fac_growth_np_yoy
2023-07-31,2310,-402.17,risk_fac_growth_np_yoy
2023-07-31,2309,88.42,risk_fac_growth_np_yoy
2023-07-31,2311,80.54,risk_fac_growth_np_yoy
2023-07-31,2312,-47.56,risk_fac_growth_np_yoy
2023-07-31,2313,-48.84,risk_fac_growth_np_yoy
2023-07-31,2314,-30.28,risk_fac_growth_np_yoy
2023-07-31,2315,22.6,risk_fac_growth_np_yoy
2023-07-31,2316,68.3,risk_fac_growth_np_yoy
2023-07-31,2318,62.18,risk_fac_growth_np_yoy
2023-07-31,2317,16.0,risk_fac_growth_np_yoy
2023-07-31,2319,15.39,risk_fac_growth_np_yoy
2023-07-31,2321,76.48,risk_fac_growth_np_yoy
2023-07-31,2320,-42.84,risk_fac_growth_np_yoy
2023-07-31,2322,202.08,risk_fac_growth_np_yoy
2023-07-31,2323,103.21,risk_fac_growth_np_yoy
2023-07-31,2326,-93.51,risk_fac_growth_np_yoy
2023-07-31,2324,750.99,risk_fac_growth_np_yoy
2023-07-31,2327,5.28,risk_fac_growth_np_yoy
2023-07-31,2328,-24.69,risk_fac_growth_np_yoy
2023-07-31,2329,102.55,risk_fac_growth_np_yoy
2023-07-31,2330,-27.67,risk_fac_growth_np_yoy
2023-07-31,2331,-14.1,risk_fac_growth_np_yoy
2023-07-31,2332,21.0,risk_fac_growth_np_yoy
2023-07-31,2333,-246.37,risk_fac_growth_np_yoy
2023-07-31,2334,50.81,risk_fac_growth_np_yoy
2023-07-31,2335,-43.4,risk_fac_growth_np_yoy
2023-07-31,2337,38.66,risk_fac_growth_np_yoy
2023-07-31,2338,75.31,risk_fac_growth_np_yoy
2023-07-31,2339,38.46,risk_fac_growth_np_yoy
2023-07-31,2340,40.36,risk_fac_growth_np_yoy
2023-07-31,2342,-62.08,risk_fac_growth_np_yoy
2023-07-31,2343,121.04,risk_fac_growth_np_yoy
2023-07-31,2344,-17.62,risk_fac_growth_np_yoy
2023-07-31,2345,-43.22,risk_fac_growth_np_yoy
2023-07-31,2346,0.62,risk_fac_growth_np_yoy
2023-07-31,2347,-311.83,risk_fac_growth_np_yoy
2023-07-31,2349,32.07,risk_fac_growth_np_yoy
2023-07-31,2348,23.04,risk_fac_growth_np_yoy
2023-07-31,2350,-85.59,risk_fac_growth_np_yoy
2023-07-31,2352,44.62,risk_fac_growth_np_yoy
2023-07-31,2351,-21.87,risk_fac_growth_np_yoy
2023-07-31,2354,-762.13,risk_fac_growth_np_yoy
2023-07-31,2353,41.54,risk_fac_growth_np_yoy
2023-07-31,2355,4.79,risk_fac_growth_np_yoy
2023-07-31,2356,208.23,risk_fac_growth_np_yoy
2023-07-31,2357,-14.47,risk_fac_growth_np_yoy
2023-07-31,2358,107.79,risk_fac_growth_np_yoy
2023-07-31,2360,53.14,risk_fac_growth_np_yoy
2023-07-31,2361,-68.09,risk_fac_growth_np_yoy
2023-07-31,2362,-350.63,risk_fac_growth_np_yoy
2023-07-31,2363,44.23,risk_fac_growth_np_yoy
2023-07-31,2364,-162.51,risk_fac_growth_np_yoy
2023-07-31,2365,25.97,risk_fac_growth_np_yoy
2023-07-31,2366,149.93,risk_fac_growth_np_yoy
2023-07-31,2367,-32.37,risk_fac_growth_np_yoy
2023-07-31,2368,1.23,risk_fac_growth_np_yoy
2023-07-31,2370,90.93,risk_fac_growth_np_yoy
2023-07-31,2369,20.42,risk_fac_growth_np_yoy
2023-07-31,2372,48.19,risk_fac_growth_np_yoy
2023-07-31,2371,186.58,risk_fac_growth_np_yoy
2023-07-31,2373,-166.65,risk_fac_growth_np_yoy
2023-07-31,2374,-3.73,risk_fac_growth_np_yoy
2023-07-31,2376,-117.6,risk_fac_growth_np_yoy
2023-07-31,2375,120.97,risk_fac_growth_np_yoy
2023-07-31,2378,23.24,risk_fac_growth_np_yoy
2023-07-31,2377,52.0,risk_fac_growth_np_yoy
2023-07-31,2380,-1265.1,risk_fac_growth_np_yoy
2023-07-31,2379,129.4664898939,risk_fac_growth_np_yoy
2023-07-31,2381,-23.64,risk_fac_growth_np_yoy
2023-07-31,2382,-132.22,risk_fac_growth_np_yoy
2023-07-31,2384,29.49,risk_fac_growth_np_yoy
2023-07-31,2383,-159.38,risk_fac_growth_np_yoy
2023-07-31,2386,-14.58,risk_fac_growth_np_yoy
2023-07-31,2385,-31.29,risk_fac_growth_np_yoy
2023-07-31,2387,-36.12,risk_fac_growth_np_yoy
2023-07-31,2388,-90.33,risk_fac_growth_np_yoy
2023-07-31,2389,34.76,risk_fac_growth_np_yoy
2023-07-31,2390,-17.73,risk_fac_growth_np_yoy
2023-07-31,2391,12.94,risk_fac_growth_np_yoy
2023-07-31,2392,-35.58,risk_fac_growth_np_yoy
2023-07-31,2394,-12.3,risk_fac_growth_np_yoy
2023-07-31,2393,-23.34,risk_fac_growth_np_yoy
2023-07-31,2395,-190.03,risk_fac_growth_np_yoy
2023-07-31,2396,6.37,risk_fac_growth_np_yoy
2023-07-31,2397,-187.48,risk_fac_growth_np_yoy
2023-07-31,2398,-22.46,risk_fac_growth_np_yoy
2023-07-31,2399,201.96,risk_fac_growth_np_yoy
2023-07-31,2400,15.75,risk_fac_growth_np_yoy
2023-07-31,2401,16.05,risk_fac_growth_np_yoy
2023-07-31,2402,-20.93,risk_fac_growth_np_yoy
2023-07-31,2404,76.19,risk_fac_growth_np_yoy
2023-07-31,2403,11.05,risk_fac_growth_np_yoy
2023-07-31,2405,-375.48,risk_fac_growth_np_yoy
2023-07-31,2406,-69.0,risk_fac_growth_np_yoy
2023-07-31,2408,-73.51,risk_fac_growth_np_yoy
2023-07-31,2407,54.64,risk_fac_growth_np_yoy
2023-07-31,2409,56.61,risk_fac_growth_np_yoy
2023-07-31,2410,46.26,risk_fac_growth_np_yoy
2023-07-31,2412,6.26,risk_fac_growth_np_yoy
2023-07-31,2413,-36.38,risk_fac_growth_np_yoy
2023-07-31,2414,-79.72,risk_fac_growth_np_yoy
2023-07-31,2415,-23.59,risk_fac_growth_np_yoy
2023-07-31,2416,-20.8,risk_fac_growth_np_yoy
2023-07-31,2418,-52.09,risk_fac_growth_np_yoy
2023-07-31,2419,-48.26,risk_fac_growth_np_yoy
2023-07-31,2420,-42.86,risk_fac_growth_np_yoy
2023-07-31,2421,142.38,risk_fac_growth_np_yoy
2023-07-31,2423,-56.5,risk_fac_growth_np_yoy
2023-07-31,2422,54.98,risk_fac_growth_np_yoy
2023-07-31,2424,16.64,risk_fac_growth_np_yoy
2023-07-31,2425,-1114.03,risk_fac_growth_np_yoy
2023-07-31,2428,-546.95,risk_fac_growth_np_yoy
2023-07-31,2426,-741.36,risk_fac_growth_np_yoy
2023-07-31,2427,95.08,risk_fac_growth_np_yoy
2023-07-31,2429,244.13,risk_fac_growth_np_yoy
2023-07-31,2430,1.37,risk_fac_growth_np_yoy
2023-07-31,2431,8.1,risk_fac_growth_np_yoy
2023-07-31,2432,1664.19,risk_fac_growth_np_yoy
2023-07-31,2434,138.74,risk_fac_growth_np_yoy
2023-07-31,2436,-15.42,risk_fac_growth_np_yoy
2023-07-31,2437,-746.79,risk_fac_growth_np_yoy
2023-07-31,2438,-10.2,risk_fac_growth_np_yoy
2023-07-31,2439,-27.33,risk_fac_growth_np_yoy
2023-07-31,2440,-27.42,risk_fac_growth_np_yoy
2023-07-31,2442,11.62,risk_fac_growth_np_yoy
2023-07-31,2441,-28.93,risk_fac_growth_np_yoy
2023-07-31,2443,30.36,risk_fac_growth_np_yoy
2023-07-31,2444,65.38,risk_fac_growth_np_yoy
2023-07-31,2445,-86.62,risk_fac_growth_np_yoy
2023-07-31,2446,214.85,risk_fac_growth_np_yoy
2023-07-31,2448,-20.82,risk_fac_growth_np_yoy
2023-07-31,2449,-48.22,risk_fac_growth_np_yoy
2023-07-31,2452,-76.92,risk_fac_growth_np_yoy
2023-07-31,2451,14.15,risk_fac_growth_np_yoy
2023-07-31,2453,18.49,risk_fac_growth_np_yoy
2023-07-31,2454,-16.68,risk_fac_growth_np_yoy
2023-07-31,2455,-39.81,risk_fac_growth_np_yoy
2023-07-31,2456,-97.43,risk_fac_growth_np_yoy
2023-07-31,2457,17.6,risk_fac_growth_np_yoy
2023-07-31,2458,-1348.13,risk_fac_growth_np_yoy
2023-07-31,2460,292.16,risk_fac_growth_np_yoy
2023-07-31,2461,-2.11,risk_fac_growth_np_yoy
2023-07-31,2459,171.4,risk_fac_growth_np_yoy
2023-07-31,2462,-16.09,risk_fac_growth_np_yoy
2023-07-31,2466,1060.47,risk_fac_growth_np_yoy
2023-07-31,2463,28.03,risk_fac_growth_np_yoy
2023-07-31,2465,2.23,risk_fac_growth_np_yoy
2023-07-31,2467,-4.07,risk_fac_growth_np_yoy
2023-07-31,2469,-27.48,risk_fac_growth_np_yoy
2023-07-31,2468,131.64,risk_fac_growth_np_yoy
2023-07-31,2470,-71.1,risk_fac_growth_np_yoy
2023-07-31,2472,78.37,risk_fac_growth_np_yoy
2023-07-31,2471,-275.07,risk_fac_growth_np_yoy
2023-07-31,2474,-334.93,risk_fac_growth_np_yoy
2023-07-31,2475,29.6,risk_fac_growth_np_yoy
2023-07-31,2478,246.78,risk_fac_growth_np_yoy
2023-07-31,2479,-21.69,risk_fac_growth_np_yoy
2023-07-31,2476,65.09,risk_fac_growth_np_yoy
2023-07-31,2480,-142.65,risk_fac_growth_np_yoy
2023-07-31,2481,-216.23,risk_fac_growth_np_yoy
2023-07-31,2483,-84.79,risk_fac_growth_np_yoy
2023-07-31,2482,4.96,risk_fac_growth_np_yoy
2023-07-31,2484,52.04,risk_fac_growth_np_yoy
2023-07-31,2485,21.2,risk_fac_growth_np_yoy
2023-07-31,2486,367.61,risk_fac_growth_np_yoy
2023-07-31,2487,-22.02,risk_fac_growth_np_yoy
2023-07-31,2488,62.77,risk_fac_growth_np_yoy
2023-07-31,2490,-15.48,risk_fac_growth_np_yoy
2023-07-31,2491,120.57,risk_fac_growth_np_yoy
2023-07-31,2489,73.21,risk_fac_growth_np_yoy
2023-07-31,2492,8.02,risk_fac_growth_np_yoy
2023-07-31,2493,-74.76,risk_fac_growth_np_yoy
2023-07-31,2494,-1913.96,risk_fac_growth_np_yoy
2023-07-31,2495,-305.01,risk_fac_growth_np_yoy
2023-07-31,2497,384.53,risk_fac_growth_np_yoy
2023-07-31,2496,-247.84,risk_fac_growth_np_yoy
2023-07-31,2498,1.1,risk_fac_growth_np_yoy
2023-07-31,2500,-28.51,risk_fac_growth_np_yoy
2023-07-31,2501,9.61,risk_fac_growth_np_yoy
2023-07-31,2506,102.99,risk_fac_growth_np_yoy
2023-07-31,2507,22.02,risk_fac_growth_np_yoy
2023-07-31,2508,18.07,risk_fac_growth_np_yoy
2023-07-31,2510,137.84,risk_fac_growth_np_yoy
2023-07-31,2511,-39.77,risk_fac_growth_np_yoy
2023-07-31,2512,36.47,risk_fac_growth_np_yoy
2023-07-31,2513,34.71,risk_fac_growth_np_yoy
2023-07-31,2514,146.15,risk_fac_growth_np_yoy
2023-07-31,2515,14.41,risk_fac_growth_np_yoy
2023-07-31,2516,5.39,risk_fac_growth_np_yoy
2023-07-31,2517,77.76,risk_fac_growth_np_yoy
2023-07-31,2518,75.9,risk_fac_growth_np_yoy
2023-07-31,2520,-3098.56,risk_fac_growth_np_yoy
2023-07-31,2519,1263.97,risk_fac_growth_np_yoy
2023-07-31,2521,-94.87,risk_fac_growth_np_yoy
2023-07-31,2522,-13.63,risk_fac_growth_np_yoy
2023-07-31,2523,-32.23,risk_fac_growth_np_yoy
2023-07-31,2524,-311.82,risk_fac_growth_np_yoy
2023-07-31,2526,88.93,risk_fac_growth_np_yoy
2023-07-31,2527,-803.81,risk_fac_growth_np_yoy
2023-07-31,2528,23.38,risk_fac_growth_np_yoy
2023-07-31,2529,-31.76,risk_fac_growth_np_yoy
2023-07-31,2530,14.23,risk_fac_growth_np_yoy
2023-07-31,2531,-52.03,risk_fac_growth_np_yoy
2023-07-31,2532,-30.85,risk_fac_growth_np_yoy
2023-07-31,2534,-51.5,risk_fac_growth_np_yoy
2023-07-31,2533,11.85,risk_fac_growth_np_yoy
2023-07-31,2535,104.4079473736,risk_fac_growth_np_yoy
2023-07-31,2536,678.11,risk_fac_growth_np_yoy
2023-07-31,2537,-63.0,risk_fac_growth_np_yoy
2023-07-31,2538,16.2,risk_fac_growth_np_yoy
2023-07-31,2539,21.13,risk_fac_growth_np_yoy
2023-07-31,2541,1.09,risk_fac_growth_np_yoy
2023-07-31,2540,47.61,risk_fac_growth_np_yoy
2023-07-31,2542,-124.44,risk_fac_growth_np_yoy
2023-07-31,2543,53.53,risk_fac_growth_np_yoy
2023-07-31,2544,50.73,risk_fac_growth_np_yoy
2023-07-31,2545,104.12,risk_fac_growth_np_yoy
2023-07-31,2546,-95.0,risk_fac_growth_np_yoy
2023-07-31,2547,86.13,risk_fac_growth_np_yoy
2023-07-31,2549,-115.86,risk_fac_growth_np_yoy
2023-07-31,2548,102.0,risk_fac_growth_np_yoy
2023-07-31,2550,-32.98,risk_fac_growth_np_yoy
2023-07-31,2551,-32.73,risk_fac_growth_np_yoy
2023-07-31,2552,-641.48,risk_fac_growth_np_yoy
2023-07-31,2553,-75.29,risk_fac_growth_np_yoy
2023-07-31,2554,78.5,risk_fac_growth_np_yoy
2023-07-31,2555,2.74,risk_fac_growth_np_yoy
2023-07-31,2556,0.88,risk_fac_growth_np_yoy
2023-07-31,2557,5.1,risk_fac_growth_np_yoy
2023-07-31,2558,-14.43,risk_fac_growth_np_yoy
2023-07-31,2559,-94.22,risk_fac_growth_np_yoy
2023-07-31,2560,398.96,risk_fac_growth_np_yoy
2023-07-31,2561,-76.3,risk_fac_growth_np_yoy
2023-07-31,2562,978.35,risk_fac_growth_np_yoy
2023-07-31,2563,48.85,risk_fac_growth_np_yoy
2023-07-31,2564,-12666.15,risk_fac_growth_np_yoy
2023-07-31,2565,-111.22,risk_fac_growth_np_yoy
2023-07-31,2566,-13.46,risk_fac_growth_np_yoy
2023-07-31,2567,111.77,risk_fac_growth_np_yoy
2023-07-31,2569,-295.97,risk_fac_growth_np_yoy
2023-07-31,2568,-21.74,risk_fac_growth_np_yoy
2023-07-31,2570,-39.13,risk_fac_growth_np_yoy
2023-07-31,2571,-1364.33,risk_fac_growth_np_yoy
2023-07-31,2573,-21.43,risk_fac_growth_np_yoy
2023-07-31,2572,768.28,risk_fac_growth_np_yoy
2023-07-31,2574,-218.66,risk_fac_growth_np_yoy
2023-07-31,2575,-42.6,risk_fac_growth_np_yoy
2023-07-31,2576,-34.22,risk_fac_growth_np_yoy
2023-07-31,2577,-13.32,risk_fac_growth_np_yoy
2023-07-31,2578,-14.28,risk_fac_growth_np_yoy
2023-07-31,2580,301.31,risk_fac_growth_np_yoy
2023-07-31,2579,-220.97,risk_fac_growth_np_yoy
2023-07-31,2581,-105.42,risk_fac_growth_np_yoy
2023-07-31,2582,-407.82,risk_fac_growth_np_yoy
2023-07-31,2583,161.58,risk_fac_growth_np_yoy
2023-07-31,2584,-52.93,risk_fac_growth_np_yoy
2023-07-31,2585,-49.58,risk_fac_growth_np_yoy
2023-07-31,2586,-589.14,risk_fac_growth_np_yoy
2023-07-31,2587,-38.16,risk_fac_growth_np_yoy
2023-07-31,2588,3.69,risk_fac_growth_np_yoy
2023-07-31,2590,143.68,risk_fac_growth_np_yoy
2023-07-31,2589,-1496.31,risk_fac_growth_np_yoy
2023-07-31,2591,19.48,risk_fac_growth_np_yoy
2023-07-31,2592,125.75,risk_fac_growth_np_yoy
2023-07-31,2594,445.86,risk_fac_growth_np_yoy
2023-07-31,2593,-72.64,risk_fac_growth_np_yoy
2023-07-31,2595,13.96,risk_fac_growth_np_yoy
2023-07-31,2596,56.72,risk_fac_growth_np_yoy
2023-07-31,2598,5.03,risk_fac_growth_np_yoy
2023-07-31,2597,44.0,risk_fac_growth_np_yoy
2023-07-31,2599,-92.85,risk_fac_growth_np_yoy
2023-07-31,2600,35.25,risk_fac_growth_np_yoy
2023-07-31,2601,-26.88,risk_fac_growth_np_yoy
2023-07-31,2602,-404.81,risk_fac_growth_np_yoy
2023-07-31,2603,75.75,risk_fac_growth_np_yoy
2023-07-31,2605,116.02,risk_fac_growth_np_yoy
2023-07-31,2607,53.49,risk_fac_growth_np_yoy
2023-07-31,2606,-64.26,risk_fac_growth_np_yoy
2023-07-31,2608,120.49,risk_fac_growth_np_yoy
2023-07-31,2609,-88.76,risk_fac_growth_np_yoy
2023-07-31,2611,-4.31,risk_fac_growth_np_yoy
2023-07-31,2612,-90.73,risk_fac_growth_np_yoy
2023-07-31,2613,-35.29,risk_fac_growth_np_yoy
2023-07-31,2615,51.96,risk_fac_growth_np_yoy
2023-07-31,2617,-475.32,risk_fac_growth_np_yoy
2023-07-31,2616,139.7,risk_fac_growth_np_yoy
2023-07-31,2614,-77.74,risk_fac_growth_np_yoy
2023-07-31,2620,100.52,risk_fac_growth_np_yoy
2023-07-31,2623,41.68,risk_fac_growth_np_yoy
2023-07-31,2622,97.21,risk_fac_growth_np_yoy
2023-07-31,2624,-71.28,risk_fac_growth_np_yoy
2023-07-31,2625,38.84,risk_fac_growth_np_yoy
2023-07-31,2626,-67.44,risk_fac_growth_np_yoy
2023-07-31,2627,-95.88,risk_fac_growth_np_yoy
2023-07-31,2628,-88.43,risk_fac_growth_np_yoy
2023-07-31,2629,153.27,risk_fac_growth_np_yoy
2023-07-31,2631,-125.24,risk_fac_growth_np_yoy
2023-07-31,2630,-11.0,risk_fac_growth_np_yoy
2023-07-31,2632,471.38,risk_fac_growth_np_yoy
