entry_date,exit_date,side,size,entry_price,exit_price,pnl,pnl_pct,holding_bars,symbol,symbol_name,display_symbol
2016-01-05,2016-02-03,long,28885,1.731,1.42,-8983.24,-17.97,29,000294,000294,000294
2016-01-05,2016-02-03,long,26256,1.9043,1.254,-17074.28,-34.15,29,519698,519698,519698
2016-01-05,2016-02-03,long,48030,1.041,0.884,-7540.71,-15.08,29,001071,001071,001071
2016-01-05,2016-02-03,long,39308,1.272,1.077,-7665.06,-15.33,29,163209,163209,163209
2016-01-05,2016-02-03,long,53078,0.942,0.823,-6316.28,-12.63,29,001227,001227,001227
2016-01-05,2016-02-03,long,51813,0.965,0.816,-7720.14,-15.44,29,001072,001072,001072
2016-01-05,2016-02-03,long,43029,1.162,0.933,-9853.64,-19.71,29,160634,160634,160634
2016-01-05,2016-02-03,long,40387,1.238,1.005,-9410.17,-18.82,29,164304,164304,164304
2016-01-05,2016-02-03,long,38850,1.287,1.12,-6487.95,-12.98,29,519975,519975,519975
2016-01-05,2016-02-03,long,39001,1.282,1.058,-8736.22,-17.47,29,165511,165511,165511
2016-01-05,2016-02-03,long,21978,2.275,1.791,-10637.35,-21.27,29,519113,519113,519113
2016-01-05,2016-02-03,long,42767,1.1691,0.9564,-9096.54,-18.19,29,162107,162107,162107
2016-01-05,2016-02-03,long,18443,2.711,2.122,-10862.93,-21.73,29,519120,519120,519120
2016-01-05,2016-02-03,long,17692,2.826,2.133,-12260.56,-24.52,29,000404,000404,000404
2016-01-05,2016-02-03,long,22036,2.269,1.659,-13441.96,-26.88,29,519983,519983,519983
2016-01-05,2016-02-03,long,41226,1.2128,1.0209,-7911.27,-15.82,29,160224,160224,160224
2016-01-05,2016-02-03,long,24874,2.0101,1.6974,-7778.1,-15.56,29,710001,710001,710001
2016-01-05,2016-02-03,long,30084,1.662,1.348,-9446.38,-18.89,29,200015,200015,200015
2016-01-05,2016-02-03,long,8847,5.651,4.983,-5909.8,-11.82,29,590008,590008,590008
2016-01-05,2016-03-10,long,30799,1.6234,1.4268,-6055.08,-12.11,65,001518,001518,001518
2016-02-03,2016-03-10,long,34838,1.171,1.176,174.19,0.43,36,001379,001379,001379
2016-02-03,2016-03-10,long,24195,1.6861,1.681,-123.39,-0.3,36,510680,510680,510680
2016-02-03,2016-03-10,long,22867,1.784,1.657,-2904.11,-7.12,36,160212,160212,160212
2016-02-03,2016-03-10,long,48034,0.8493,0.7711,-3756.26,-9.21,36,160420,160420,160420
2016-03-10,2016-04-11,long,32059,1.261,1.29,929.71,2.3,32,001115,001115,001115
2016-02-03,2016-04-11,long,43124,0.946,0.984,1638.71,4.02,68,000767,000767,000767
2016-03-10,2016-04-11,long,35153,1.15,1.145,-175.76,-0.43,32,001474,001474,001474
2016-03-10,2016-04-11,long,35430,1.141,1.15,318.87,0.79,32,001547,001547,001547
2016-02-03,2016-05-11,long,35107,1.162,1.158,-140.43,-0.34,98,001314,001314,001314
2016-02-03,2016-05-11,long,31429,1.298,1.364,2074.31,5.08,98,001272,001272,001272
2016-02-03,2016-05-11,long,32428,1.258,1.263,162.14,0.4,98,001289,001289,001289
2016-04-11,2016-05-11,long,45978,0.922,0.816,-4873.67,-11.5,30,160420,160420,160420
2016-02-03,2016-06-13,long,40034,1.019,1.027,320.27,0.79,131,161024,161024,161024
2016-02-03,2016-06-13,long,39695,1.0277,1.0809,2111.77,5.18,131,502010,502010,502010
2016-02-03,2016-06-13,long,40034,1.019,1.0403,852.72,2.09,131,502003,502003,502003
2016-02-03,2016-06-13,long,47107,0.866,0.912,2166.92,5.31,131,160633,160633,160633
2016-02-03,2016-06-13,long,39680,1.0281,1.0563,1118.98,2.74,131,502056,502056,502056
2016-02-03,2016-06-13,long,45971,0.8874,0.9513,2937.55,7.2,131,163116,163116,163116
2016-02-03,2016-06-13,long,40795,1.0,1.041,1672.59,4.1,131,165515,165515,165515
2016-02-03,2016-06-13,long,39607,1.03,1.021,-356.46,-0.87,131,162412,162412,162412
2016-02-03,2016-06-13,long,42717,0.955,0.964,384.45,0.94,131,160637,160637,160637
2016-02-03,2016-06-13,long,29476,1.384,1.4,471.62,1.16,131,001342,001342,001342
2016-06-13,2016-07-12,long,78197,0.533,0.588,4300.83,10.32,29,378546,378546,378546
2016-03-10,2016-07-12,long,26132,1.547,1.582,914.62,2.26,124,001315,001315,001315
2016-05-11,2016-07-12,long,471571,0.086,0.0896,1697.66,4.19,62,001481,001481,001481
2016-06-13,2016-07-12,long,19567,2.13,2.378,4852.62,11.64,29,001887,001887,001887
2016-05-11,2016-07-12,long,72290,0.561,0.6,2819.31,6.95,62,162411,162411,162411
2016-03-10,2016-07-12,long,27651,1.462,1.4975,981.61,2.43,124,001380,001380,001380
2016-06-13,2016-07-12,long,48017,0.868,0.921,2544.9,6.11,29,160416,160416,160416
2016-04-11,2016-07-12,long,35326,1.2,1.192,-282.61,-0.67,92,160629,160629,160629
2016-06-13,2016-07-12,long,49975,0.834,0.881,2348.83,5.64,29,163208,163208,163208
2016-04-11,2016-07-12,long,26796,1.582,1.609,723.49,1.71,92,001903,001903,001903
2016-04-11,2016-07-12,long,30541,1.388,1.405,519.2,1.22,92,002186,002186,002186
2016-07-12,2016-08-10,long,56191,0.7883,0.7379,-2832.03,-6.39,29,398021,398021,398021
2016-07-12,2016-08-10,long,18817,2.354,2.165,-3556.41,-8.03,29,100060,100060,100060
2016-07-12,2016-08-10,long,15353,2.885,2.659,-3469.78,-7.83,29,630011,630011,630011
2016-07-12,2016-08-10,long,79726,0.5556,0.5262,-2343.94,-5.29,29,100022,100022,100022
2016-07-12,2016-08-10,long,17640,2.511,2.334,-3122.28,-7.05,29,398061,398061,398061
2016-07-12,2016-08-10,long,26351,1.681,1.582,-2608.75,-5.89,29,519125,519125,519125
2016-07-12,2016-08-10,long,40608,1.0908,0.9989,-3731.88,-8.43,29,377020,377020,377020
2016-07-12,2016-08-10,long,54331,0.8153,0.7719,-2357.97,-5.32,29,580003,580003,580003
2016-07-12,2016-08-10,long,24432,1.813,1.707,-2589.79,-5.85,29,000586,000586,000586
2016-06-13,2016-08-10,long,33968,1.227,1.333,3600.61,8.64,58,000866,000866,000866
2016-06-13,2016-08-10,long,39283,1.061,1.075,549.96,1.32,58,160225,160225,160225
2016-07-12,2016-08-10,long,25530,1.735,1.673,-1582.86,-3.57,29,210009,210009,210009
2016-08-10,2016-09-08,long,70098,0.598,0.603,350.49,0.84,29,378546,378546,378546
2016-07-12,2016-09-08,long,29695,1.4917,1.5004,258.35,0.58,58,002441,002441,002441
2016-05-11,2016-09-08,long,34632,1.171,1.397,7826.83,19.3,120,168101,168101,168101
2016-08-10,2016-09-08,long,17642,2.376,2.379,52.93,0.13,29,001887,001887,001887
2016-08-10,2016-09-08,long,22557,1.8583,1.8252,-746.64,-1.78,29,180012,180012,180012
2016-08-10,2016-09-08,long,14260,2.9395,2.9583,268.09,0.64,29,110011,110011,110011
2016-08-10,2016-09-08,long,30006,1.397,1.377,-600.12,-1.43,29,110022,110022,110022
2016-06-13,2016-09-08,long,34907,1.194,1.294,3490.7,8.38,87,001302,001302,001302
2016-08-10,2016-09-08,long,72274,0.58,0.649,4986.91,11.9,29,162411,162411,162411
2016-06-13,2016-09-08,long,46989,0.887,0.965,3665.14,8.79,87,161725,161725,161725
2016-08-10,2016-09-08,long,39771,1.054,1.076,874.96,2.09,29,050018,050018,050018
2016-06-13,2016-09-08,long,34878,1.195,1.282,3034.39,7.28,87,002207,002207,002207
2016-05-11,2016-09-08,long,16947,2.393,2.487,1593.02,3.93,120,002059,002059,002059
