entry_date,exit_date,side,size,entry_price,exit_price,pnl,pnl_pct,holding_bars,symbol,symbol_name,display_symbol
2016-01-05,2016-02-03,long,78616,1.272,1.077,-15330.12,-15.33,29,163209,163209,163209
2016-01-05,2016-02-03,long,35385,2.826,2.133,-24521.81,-24.52,29,000404,000404,000404
2016-01-05,2016-02-03,long,61599,1.6234,1.4046,-13477.86,-13.48,29,001518,001518,001518
2016-01-05,2016-02-03,long,86058,1.162,0.933,-19707.28,-19.71,29,160634,160634,160634
2016-01-05,2016-02-03,long,80775,1.238,1.005,-18820.58,-18.82,29,164304,164304,164304
2016-01-05,2016-02-03,long,60168,1.662,1.348,-18892.75,-18.89,29,200015,200015,200015
2016-01-05,2016-02-03,long,96061,1.041,0.884,-15081.58,-15.08,29,001071,001071,001071
2016-01-05,2016-02-03,long,78003,1.282,1.058,-17472.67,-17.47,29,165511,165511,165511
2016-01-05,2016-02-03,long,82453,1.2128,1.0209,-15822.73,-15.82,29,160224,160224,160224
2016-01-05,2016-02-03,long,85535,1.1691,0.9564,-18193.29,-18.19,29,162107,162107,162107
2016-02-03,2016-03-10,long,80733,1.019,0.984,-2825.65,-3.43,36,161024,161024,161024
2016-02-03,2016-03-10,long,79871,1.03,0.9553,-5966.36,-7.25,36,162412,162412,162412
2016-02-03,2016-03-10,long,96865,0.8493,0.7711,-7574.84,-9.21,36,160420,160420,160420
2016-02-03,2016-04-11,long,80733,1.019,1.1305,9001.73,10.94,68,502003,502003,502003
2016-02-03,2016-04-11,long,92706,0.8874,0.985,9048.11,11.0,68,163116,163116,163116
2016-02-03,2016-04-11,long,86144,0.955,1.051,8269.82,10.05,68,160637,160637,160637
2016-02-03,2016-05-11,long,80050,1.0277,1.0547,2161.35,2.63,98,502010,502010,502010
2016-04-11,2016-05-11,long,71512,1.2,1.085,-8223.88,-9.58,30,160629,160629,160629
2016-02-03,2016-06-13,long,94997,0.866,0.912,4369.86,5.31,131,160633,160633,160633
2016-02-03,2016-06-13,long,82267,1.0,1.041,3372.95,4.1,131,165515,165515,165515
2016-05-11,2016-06-13,long,89160,0.935,0.964,2585.64,3.1,33,160637,160637,160637
2016-02-03,2016-06-13,long,59442,1.384,1.4,951.07,1.16,131,001342,001342,001342
2016-06-13,2016-07-12,long,157834,0.533,0.588,8680.87,10.32,29,378546,378546,378546
2016-03-10,2016-07-12,long,52146,1.547,1.582,1825.11,2.26,124,001315,001315,001315
2016-06-13,2016-07-12,long,959244,0.0877,0.0896,1822.56,2.17,29,001481,001481,001481
2016-06-13,2016-07-12,long,145798,0.577,0.6,3353.35,3.99,29,162411,162411,162411
