entry_date,exit_date,side,size,entry_price,exit_price,pnl,pnl_pct,holding_bars,symbol,symbol_name,display_symbol
2021-01-08,2021-02-08,long,69356,2.2868,2.2205,-4598.3,-2.9,31,515700,515700,515700
2021-01-08,2021-02-08,long,46397,3.4184,3.0732,-16016.24,-10.1,31,540008,540008,540008
2021-01-08,2021-02-08,long,61819,2.5656,2.4028,-10064.13,-6.35,31,002084,002084,002084
2021-03-16,2021-04-15,long,354740,0.4181,0.3871,-10996.94,-7.41,30,007844,007844,007844
2021-03-16,2021-04-15,long,903269,0.1642,0.157,-6503.54,-4.38,30,006679,006679,006679
2021-03-16,2021-04-15,long,899434,0.1649,0.1576,-6565.87,-4.43,30,006680,006680,006680
2021-03-16,2021-04-15,long,353135,0.42,0.389,-10947.18,-7.38,30,162411,162411,162411
2021-03-16,2021-04-15,long,2295925,0.0646,0.0596,-11479.63,-7.74,30,001481,001481,001481
2021-04-15,2021-05-19,long,88315,1.5741,1.6098,3152.85,2.27,34,515210,515210,515210
2021-04-15,2021-06-18,long,68414,2.032,2.3918,24615.36,17.71,64,005296,005296,005296
2021-04-15,2021-06-18,long,92187,1.508,1.4663,-3844.2,-2.77,64,008189,008189,008189
2021-04-15,2021-06-18,long,70714,1.9659,2.3124,24502.4,17.63,64,005297,005297,005297
2021-04-15,2021-06-18,long,84602,1.6432,1.7193,6438.21,4.63,64,008099,008099,008099
2021-07-19,2021-08-17,long,67041,2.2373,2.4552,14608.23,9.74,29,002296,002296,002296
2021-07-19,2021-08-17,long,46066,3.256,3.411,7140.23,4.76,29,000828,000828,000828
2021-07-19,2021-09-15,long,32957,4.551,6.0865,50605.47,33.74,58,000209,000209,000209
2021-07-19,2021-09-15,long,55511,2.702,3.3519,36076.6,24.05,58,000689,000689,000689
2021-08-17,2021-09-15,long,79055,2.0736,2.5914,40934.68,24.97,29,009644,009644,009644
2021-09-15,2021-10-25,long,33316,5.6315,4.7939,-27905.48,-14.87,40,006736,006736,006736
