date,code,g,F1,F2,limit,p1430,p1445,p1500,pc,pass
2021-01-04,002017,-0.0010941294252859723,False,True,False,9.13,9.14,9.15,9.140000343322754,False
2021-01-11,002761,0.07217849379279406,False,True,False,8.17,8.17,8.12,7.619999885559082,False
2021-01-15,603007,0.04835160440501096,False,True,False,4.77,4.8,4.8,4.550000190734863,False
2021-01-15,605255,0.05376345526805926,False,True,False,14.7,14.81,14.81,13.949999809265137,False
2021-01-15,605500,0.09999995258568561,False,True,True,19.47,19.47,19.47,17.700000762939453,False
2021-01-22,000030,0.008849526303089439,False,False,False,6.84,6.79,6.82,6.78000020980835,False
2021-01-22,002907,-0.026380883052091075,False,True,False,11.81,11.82,11.76,12.130000114440918,False
2021-01-25,000030,-0.007331403284876581,False,False,False,6.77,6.75,6.78,6.820000171661377,False
2021-02-02,002024,0.05446291364811073,False,True,False,6.97,6.99,6.99,6.610000133514404,False
2021-02-05,600529,0.06417994992555798,False,False,False,38.8,38.63,38.64,36.459999084472656,False
2021-02-09,002550,-0.00552483043959906,False,False,False,3.6,3.59,3.6,3.619999885559082,False
2021-02-09,600121,0.026694069300988055,True,True,False,5.0,5.36,5.36,4.869999885559082,True
2021-02-09,600316,0.09994831243000157,False,True,False,42.59,42.59,42.59,38.720001220703125,False
2021-02-10,002550,0.011111137896409051,True,False,False,3.64,3.62,3.65,3.5999999046325684,False
2021-02-10,600198,0.06759438886874425,False,False,False,5.37,5.32,5.3,5.03000020980835,False
2021-03-03,603179,0.015405714811081772,True,True,False,29.66,29.82,29.7,29.209999084472656,True
2021-03-11,600989,0.07084466438720316,False,True,False,15.72,15.69,15.79,14.680000305175781,False
2021-03-15,600531,0.023489926335059863,True,True,False,6.1,6.14,6.16,5.960000038146973,True
2021-04-27,002893,0.09976519912763426,False,True,False,9.37,9.37,9.37,8.520000457763672,False
2021-04-27,603416,-0.02148634310247699,False,True,False,66.49,66.9,67.15,67.94999694824219,False
2021-05-07,603324,0.05343511450381677,False,True,False,34.5,34.6,34.47,32.75,False
2021-05-17,000868,0.009756121048255517,False,False,False,4.14,4.11,4.1,4.099999904632568,False
2021-05-18,600918,-0.0009009352365808576,False,True,False,11.09,11.15,11.11,11.100000381469727,False
2021-05-20,603218,0.09583152120189675,False,True,False,25.5,25.59,25.6,23.270000457763672,False
2021-05-21,603218,-0.016406264656688818,False,True,False,25.18,25.24,25.21,25.600000381469727,False
2021-06-01,000923,0.05507746305886685,False,True,False,24.52,24.54,24.66,23.239999771118164,False
2021-07-08,601689,0.07656392312809457,False,False,False,34.59,34.09,34.13,32.130001068115234,False
2021-07-20,603882,0.08202460957334212,False,False,False,139.17,138.36,138.49,128.6199951171875,False
2021-07-30,600732,0.06776713775912224,False,True,False,12.29,12.43,12.46,11.510000228881836,False
2021-07-30,603351,0.06025491062148958,False,True,False,18.3,18.32,18.36,17.260000228881836,False
2021-07-30,603836,0.04905236564914128,False,True,False,18.82,18.81,18.84,17.940000534057617,False
2021-08-02,002833,0.0658328141699307,False,False,False,32.38,32.31,32.31,30.3799991607666,False
2021-08-09,002816,0.09999997472188626,False,True,True,18.26,18.26,17.98,16.600000381469727,False
2021-08-24,603259,0.06065007069758033,False,False,False,131.51,131.02,130.87,123.98999786376953,False
2021-09-01,600298,0.07237335481064067,False,True,False,42.97,43.09,42.78,40.06999969482422,False
2021-09-06,002900,0.06710068766749577,False,True,False,21.31,21.32,21.35,19.969999313354492,False
2021-10-08,002163,0.06917291699785344,False,True,False,14.22,14.2,14.17,13.300000190734863,False
2021-10-08,002674,0.058191577373893466,False,False,False,11.82,11.75,11.79,11.170000076293945,False
2021-10-12,000422,0.0743066114230917,False,False,False,20.53,20.2,21.02,19.110000610351562,False
2021-10-14,000837,0.09961313657759674,False,True,False,11.37,11.37,11.37,10.34000015258789,False
2021-10-14,000933,0.06800770576186488,False,False,False,11.15,11.07,11.04,10.4399995803833,False
2021-10-14,002006,0.06962418297197126,False,True,False,17.36,17.37,17.4,16.229999542236328,False
2021-10-14,002080,0.05791380867717488,False,False,False,32.15,32.04,31.99,30.389999389648438,False
2021-10-14,002114,0.09962171358922811,False,True,False,8.72,8.72,8.72,7.929999828338623,False
2021-10-14,002171,0.029804776095294416,True,True,False,10.02,10.2,10.25,9.729999542236328,True
2021-10-14,002455,0.10006761608953685,False,True,True,16.27,16.27,16.27,14.789999961853027,False
2021-10-14,002617,0.059390044910712314,False,True,False,13.2,13.19,13.22,12.460000038146973,False
2021-10-14,600869,0.06864566654537829,False,False,False,5.76,5.72,5.73,5.389999866485596,False
2021-10-14,600961,0.10011244345403436,False,True,True,9.78,9.78,9.78,8.890000343322754,False
2021-10-27,000531,0.011508929202427742,True,True,False,7.91,7.95,8.0,7.820000171661377,True
2021-10-29,002558,0.05650318540435029,False,True,False,9.91,9.92,9.94,9.380000114440918,False
2021-10-29,600539,0.05537461578301528,False,True,False,6.48,6.48,6.48,6.139999866485596,False
2021-11-01,600289,0.00294982147090761,False,True,False,3.4,3.41,3.4,3.390000104904175,False
2021-11-01,605162,0.05928856949300565,False,True,False,13.4,13.5,13.5,12.649999618530273,False
2021-11-01,605169,0.0646578578212309,False,True,False,16.96,16.96,16.96,15.930000305175781,False
2021-11-03,605555,0.10003093815087016,False,True,True,35.52,35.52,35.52,32.290000915527344,False
2021-11-04,600238,0.1003057847257891,False,True,True,17.99,17.99,17.99,16.350000381469727,False
2021-11-09,600165,0.09079447506270899,False,True,False,8.65,8.72,8.72,7.929999828338623,False
2021-11-17,601865,0.052422051836345185,False,False,False,47.58,47.47,47.72,45.209999084472656,False
2021-12-09,600057,0.016624018604209923,True,True,False,7.95,7.98,7.96,7.820000171661377,True
2021-12-16,003008,0.0016699888126423534,False,True,False,29.99,29.94,30.04,29.940000534057617,False
2021-12-28,000422,0.06112465478856399,False,False,False,21.7,21.63,21.66,20.450000762939453,False
2021-12-28,002460,0.0508232897702785,False,True,False,139.77,140.73,140.38,133.00999450683594,False
