di,date,code,rank,comp,g1430_ok,budget_eq,g1430,pull,p1430,p1445,prev_close,note,limit,has_minute,V1_强,V2_不弱,V3_反向,V4_排带,j,fwd20
170,2021-09-13,603059,18,0.9247459087975276,1,8500.0,-0.0056206266663056,-0.0009420631182288,21.23,21.21,21.350000381469727,,0.1,1,0,1,0,1,2531,0.04198381734412633
170,2021-09-13,603716,19,0.9121799367147042,1,8500.0,0.0080357314524603,0.0,11.29,11.29,11.199999809265137,,0.1,1,0,1,0,1,2945,0.11538547412758689
170,2021-09-13,603839,20,0.9119832182903748,1,8500.0,0.0035503185102998,-0.0023584905660376,8.48,8.46,8.449999809265137,,0.1,1,0,0,1,1,3004,-0.06868268382837055
190,2021-10-20,603680,1,0.8244795646136436,0,8500.0,-0.003575726113841,-0.0011961722488037,8.36,8.35,8.390000343322754,,0.1,1,0,1,0,1,2920,0.01595098503647614
190,2021-10-20,600356,2,0.7764920942212391,0,8500.0,0.0054944765163273,-0.0013661202185792,7.32,7.31,7.28000020980835,,0.1,1,0,1,0,1,1764,-0.023512000831672753
190,2021-10-20,603266,3,0.7102983651777975,0,8500.0,-0.0106383124723996,0.0,10.23,10.23,10.34000015258789,,0.1,1,0,1,0,1,2694,0.1043974476349659
190,2021-10-20,002715,4,0.6948235078688119,0,8500.0,-0.008271311110487,0.0,11.99,11.99,12.09000015258789,,0.1,1,0,1,0,1,1200,-0.001483235073563561
190,2021-10-20,605298,5,0.688050413918557,0,8500.0,-0.0086300381675463,-0.002176278563656,18.38,18.34,18.540000915527344,,0.1,1,0,0,1,1,3172,-0.001772336180224366
190,2021-10-20,603928,6,0.6753859681638952,0,8500.0,-0.0103286030488566,0.0,10.54,10.54,10.649999618530272,,0.1,1,0,1,0,1,3055,0.07647123088274717
190,2021-10-20,603878,7,0.6748239557724369,0,8500.0,-0.0074183639193015,-0.0014947683109118,6.69,6.68,6.739999771118164,,0.1,1,0,1,0,1,3021,-0.048537058840289735
190,2021-10-20,600706,8,0.6519065094591252,0,8500.0,-0.0060331996607048,-0.0045523520485584,6.59,6.56,6.630000114440918,,0.1,1,0,0,1,1,2030,0.017287887873618967
190,2021-10-20,603208,9,0.6303223996826542,0,8500.0,-0.0371678291036128,0.0013973799126636,57.25,57.33,59.459999084472656,,0.1,1,0,1,0,1,2655,0.02748303791628055
190,2021-10-20,600512,10,0.6265648999622857,0,8500.0,-0.0064934818835935,0.0,3.06,3.06,3.0799999237060547,,0.1,1,0,1,0,1,1872,-0.008232087076192874
210,2021-11-17,002016,1,1.032008035353873,1,8500.0,-1.5506899209150052e-08,-0.0020325203252031,4.92,4.91,4.920000076293945,,0.1,1,0,0,1,1,548,0.17012401979648623
210,2021-11-17,002394,2,1.0040421824095207,1,8500.0,-1.4998809527710932e-08,0.001310615989515,7.63,7.64,7.630000114440918,,0.1,1,0,1,0,1,907,0.02183337427389793
210,2021-11-17,002133,3,0.9950588890202734,1,8500.0,0.0035714456621485,0.0,2.81,2.81,2.799999952316284,,0.1,1,0,1,0,1,658,0.05917131480914335
210,2021-11-17,600665,4,0.9850284631031264,1,8500.0,0.0035842431124375,-0.0035714285714284,2.8,2.79,2.789999961853028,,0.1,1,0,0,1,1,1999,0.04173188608125085
210,2021-11-17,000900,5,0.9762238893760216,1,8500.0,-0.0049628309595797,0.0,4.01,4.01,4.03000020980835,,0.1,1,0,1,0,1,345,0.01536571795522541
210,2021-11-17,000419,6,0.9634706017170506,1,8500.0,0.0071429028803009,0.0,4.23,4.23,4.199999809265137,,0.1,1,0,1,0,1,77,0.02382605262610611
210,2021-11-17,603518,7,0.9616638323819526,1,8500.0,0.0008453149922602,0.0008445945945945,11.84,11.85,11.829999923706056,,0.1,1,0,1,0,1,2838,0.05315156400613981
210,2021-11-17,600716,8,0.9570757550866096,1,8500.0,-1.6986565154475386e-08,-0.0025445292620865,3.93,3.92,3.930000066757202,,0.1,1,0,0,1,1,2039,0.008908143405366453
210,2021-11-17,000863,9,0.9562800601989117,1,8500.0,1.0291449470400948e-08,0.0,2.78,2.78,2.7799999713897705,,0.1,1,0,1,0,1,322,0.2078308184457625
210,2021-11-17,000042,10,0.9416435127307352,1,8500.0,0.0128939800401979,0.0,7.07,7.07,6.980000019073486,,0.1,1,0,1,0,0,29,0.018287238647589698
210,2021-11-17,000797,11,0.9374965097956578,1,8500.0,-0.0080645237579305,-0.0040650406504064,2.46,2.45,2.4800000190734863,,0.1,1,0,0,1,1,283,0.017425591337169543
210,2021-11-17,600533,12,0.932721588722488,1,8500.0,0.0070175775567298,-0.0034843205574913,2.87,2.86,2.8499999046325684,,0.1,1,0,0,1,1,1890,0.03718909075193107
210,2021-11-17,600697,13,0.9268125058954,1,8500.0,0.002497899296123,0.0008305647840531,12.04,12.05,12.010000228881836,,0.1,1,0,1,0,1,2024,0.0012388850080485396
210,2021-11-17,000759,14,0.9223151915869676,1,8500.0,0.0021277002427,-0.0021231422505307,4.71,4.7,4.699999809265137,,0.1,1,0,0,1,1,261,0.028839714582085185
210,2021-11-17,000514,15,0.9155773833154216,1,8500.0,-0.0032573073160412,-0.0032679738562092,3.06,3.05,3.069999933242798,,0.1,1,0,0,1,1,98,0.22691060700581162
210,2021-11-17,600603,16,0.897771841867957,1,8500.0,-0.0052770348428311,-0.0053050397877983,3.77,3.75,3.7899999618530273,,0.1,1,0,0,1,1,1949,0.03889789341690249
210,2021-11-17,000548,17,0.8942256495053555,1,8500.0,0.0053619251539525,-0.0026666666666665,3.75,3.74,3.7300000190734863,,0.1,1,0,0,1,1,126,0.05572689468476828
210,2021-11-17,000006,18,0.8914646954696568,1,8500.0,3.667978276666872e-08,0.0,4.16,4.16,4.159999847412109,,0.1,1,0,1,0,1,3,0.011170003405722339
210,2021-11-17,603958,19,0.8907341576385304,1,8500.0,0.0063999999999999,0.0,6.29,6.29,6.25,,0.1,1,0,1,0,1,3068,0.05537891487659759
210,2021-11-17,600569,20,0.8887558285170669,1,8500.0,0.0038022376897151,0.0037878787878786,2.64,2.65,2.630000114440918,,0.1,1,0,1,0,1,1917,0.0758015993156252
230,2021-12-15,000608,1,1.1266464236053595,1,8500.0,0.0138407936483972,-0.0034129692832765,2.93,2.92,2.890000104904175,,0.1,1,0,0,1,0,167,0.14496259496398328
230,2021-12-15,600593,2,0.9869747553816414,1,8500.0,0.00164337909455,-0.003281378178835,12.19,12.15,12.170000076293944,,0.1,1,0,0,1,1,1939,0.03384214225439959
230,2021-12-15,002394,3,0.9642638999493812,1,8500.0,0.0154241371408145,-0.0025316455696202,7.9,7.88,7.78000020980835,,0.1,1,0,0,1,0,907,0.03835332363531403
230,2021-12-15,002887,4,0.9591115455821396,1,8500.0,0.0127253118707064,-0.0020942408376964,9.55,9.53,9.43000030517578,,0.1,1,0,0,1,0,1354,0.03707829638278322
230,2021-12-15,603955,5,0.9466853882180026,1,8500.0,0.0047505847201441,-0.0031520882584711,12.69,12.65,12.630000114440918,,0.1,1,0,0,1,1,3066,0.05643053876121169
230,2021-12-15,002314,6,0.9300390477600168,1,8500.0,0.0101694751970731,0.0033557046979866,2.98,2.99,2.950000047683716,,0.1,1,0,1,0,0,831,0.20205927655560646
230,2021-12-15,000900,7,0.9197453664822486,1,8500.0,0.0122549208894415,-0.0024213075060531,4.13,4.12,4.079999923706055,,0.1,1,0,0,1,0,345,0.029197634929319326
230,2021-12-15,605178,8,0.915307286852066,1,8500.0,-0.0008561904892545,-0.0008568980291345,35.01,34.98,35.040000915527344,,0.1,1,0,1,0,1,3147,0.0033656507881255175
230,2021-12-15,600133,9,0.9109074112477552,1,8500.0,0.0115384986414726,-0.0019011406844106,5.26,5.25,5.199999809265137,,0.1,1,0,1,0,0,1598,0.03299153548340435
230,2021-12-15,002718,10,0.9065908652707336,1,8500.0,-0.0007861844983391,-0.0015735641227381,12.71,12.69,12.720000267028809,,0.1,1,0,1,0,1,1203,0.05720860338974372
230,2021-12-15,000797,11,0.8997581174875824,1,8500.0,0.0161943202131364,-0.0039840637450198,2.51,2.5,2.470000028610229,,0.1,1,0,0,1,0,283,0.11701402892256725
230,2021-12-15,000668,12,0.8821925943677982,1,8500.0,-0.0058522367115914,0.0,13.59,13.59,13.670000076293944,,0.1,1,0,1,0,1,199,0.11896703178231068
230,2021-12-15,603368,13,0.8785991317602443,1,8500.0,0.0050314706534013,-0.0012515644555693,15.98,15.96,15.899999618530272,,0.1,1,0,1,0,1,2778,0.3129443822790075
230,2021-12-15,002716,14,0.8763338298464288,1,8500.0,-0.0031055989196825,-0.0031152647975076,3.21,3.2,3.220000028610229,,0.1,1,0,0,1,1,1201,0.010306832526770403
230,2021-12-15,600785,15,0.8761142904051659,1,8500.0,3.7429573884750766e-08,-0.0016353229762877,12.23,12.21,12.229999542236328,,0.1,1,0,1,0,1,2100,0.0962481071412656
230,2021-12-15,600858,16,0.8749949288337443,1,8500.0,0.0100604048126973,-0.0019920318725099,5.02,5.01,4.96999979019165,,0.1,1,0,1,0,0,2157,0.08586309042332026
230,2021-12-15,600665,17,0.8741802192167534,1,8500.0,0.0314685693025731,-0.0033898305084746,2.95,2.94,2.859999895095825,,0.1,1,0,0,1,1,1999,0.16539531152012749
230,2021-12-15,000501,18,0.8723069603964039,1,8500.0,-3.0732706157721175e-08,0.0,9.93,9.93,9.93000030517578,,0.1,1,0,1,0,1,89,0.11664896622436578
230,2021-12-15,000042,19,0.86713737842862,1,8500.0,0.0210970272389365,-0.0013774104683195,7.26,7.25,7.110000133514404,,0.1,1,0,1,0,0,29,0.16618593955701694
230,2021-12-15,600231,20,0.8622962984296484,1,8500.0,0.0156250227009882,0.0,2.6,2.6,2.559999942779541,,0.1,1,0,1,0,0,1672,0.056500030517578084
250,2022-01-13,600193,1,0.7767088730747003,0,8500.0,,,,,,none,0.1,0,-1,-1,-1,-1,1644,-0.06211348537905374
250,2022-01-13,600683,2,0.7296188049922524,0,8500.0,0.0018903663930216,0.0,5.3,5.3,5.289999961853027,,0.1,1,0,1,0,1,2012,-0.05846677919463421
250,2022-01-13,002992,3,0.7000613475951538,0,8500.0,-0.0014587919833205,-0.0029218407596784,13.69,13.65,13.710000038146973,,0.1,1,0,0,1,1,1450,-0.10761154868801208
250,2022-01-13,600615,4,0.696474167992813,0,8500.0,0.0070921940404824,-0.0058685446009388,8.52,8.47,8.460000038146973,,0.1,1,0,0,1,1,1959,0.015488644637783166
250,2022-01-13,000635,5,0.6950035251261601,0,8500.0,-0.0176767771395598,0.0008568980291345,11.67,11.68,11.880000114440918,,0.1,1,0,1,0,1,184,-0.1894879341749885
250,2022-01-13,603518,6,0.6781608349705055,0,8500.0,-0.0121065649044628,0.0057189542483659,12.24,12.31,12.390000343322754,,0.1,1,0,1,0,1,2838,-0.13835331841274628
250,2022-01-13,002622,7,0.6466831462866472,0,8500.0,-0.0090909305682846,-0.0022935779816515,4.36,4.35,4.400000095367432,,0.1,1,0,0,1,1,1114,-0.1471321671503915
250,2022-01-13,002090,8,0.6147252871552693,0,8500.0,-0.0076923492895966,-0.0011074197120708,9.03,9.02,9.100000381469728,,0.1,1,0,1,0,1,617,-0.051363261781326816
250,2022-01-13,002272,9,0.6110595841347116,0,8500.0,-0.0123647284058537,0.0,6.39,6.39,6.46999979019165,,0.1,1,0,1,0,1,792,-0.0594233514003321
250,2022-01-13,601015,10,0.6028510193475579,0,8500.0,0.0045045275188029,-0.0014947683109118,6.69,6.68,6.659999847412109,,0.1,1,0,1,0,1,2265,-0.07484842670351326
270,2022-02-17,603518,1,0.8604830480985293,0,8500.0,-0.0167597555823246,-0.0018939393939395,10.56,10.54,10.739999771118164,,0.1,1,0,1,0,1,2838,-0.1247075792558489
270,2022-02-17,600067,2,0.8549145439094331,0,8500.0,-0.0148809216240761,0.0030211480362536,3.31,3.32,3.359999895095825,,0.1,1,0,1,0,1,1548,-0.004985348090744846
270,2022-02-17,603161,3,0.7830607257820441,0,8500.0,-0.00543059282066,-0.0039001560062402,12.82,12.77,12.890000343322754,,0.1,1,0,0,1,1,2612,-0.054473275297652154
270,2022-02-17,603139,4,0.7591005772773128,0,8500.0,-0.0123525812767756,-0.0017055144968732,17.59,17.56,17.809999465942383,,0.1,1,0,1,0,1,2603,-0.02115906489472157
270,2022-02-17,000635,5,0.7397092992173004,0,8500.0,-0.0082730171316198,-0.0020855057351407,9.59,9.57,9.670000076293944,,0.1,1,0,0,1,1,184,-0.10250426789189208
270,2022-02-17,603226,6,0.7374885993268165,0,8500.0,-0.0144299900166947,-0.0029282576866764,6.83,6.81,6.929999828338623,,0.1,1,0,0,1,1,2672,0.01350002292486414
270,2022-02-17,000833,7,0.7228567262741985,0,8500.0,-0.013490696569048,0.0,5.85,5.85,5.929999828338623,,0.1,1,0,1,0,1,310,0.1012982572378139
270,2022-02-17,600508,8,0.7182273245750368,0,8500.0,-1.5122684660084932e-08,0.0,10.09,10.09,10.09000015258789,,0.1,1,0,1,0,1,1868,-0.07356893438913263
270,2022-02-17,603776,9,0.7168202955105565,0,8500.0,-2.9027498960054743e-08,0.0006341154090043,15.77,15.78,15.770000457763672,,0.1,1,0,1,0,1,2969,-0.07843710437265798
270,2022-02-17,002882,10,0.7122395473143134,0,8500.0,0.0010373087470036,-0.0031088082901555,9.65,9.62,9.640000343322754,,0.1,1,0,0,1,1,1349,-0.02475965558342579
290,2022-03-17,000042,1,0.7908524745404636,0,8500.0,0.0357634139966465,-0.0039840637450199,7.53,7.5,7.269999980926514,,0.1,1,0,0,1,1,29,0.13924029451850967
290,2022-03-17,603988,2,0.6911223227966095,0,8500.0,-0.0019267932774965,0.0,10.36,10.36,10.380000114440918,,0.1,1,0,1,0,1,3086,-0.05341617336389663
290,2022-03-17,002989,3,0.6317301278009293,0,8500.0,0.0455043990842636,-0.0010487676979549,19.07,19.05,18.239999771118164,,0.1,1,0,1,0,1,1447,-0.01202717459846241
290,2022-03-17,603776,4,0.6284811021680937,0,8500.0,0.0453900426393862,-0.0061058344640434,14.74,14.65,14.100000381469728,,0.1,1,0,0,1,1,2969,-0.06657247959257932
290,2022-03-17,603810,5,0.6279477355786048,0,8500.0,0.0191029932621007,-0.0073349633251833,12.27,12.18,12.039999961853027,,0.1,1,0,0,1,0,2987,0.16581098134372546
290,2022-03-17,603022,6,0.6221190407221828,0,8500.0,0.0083945718017208,0.0,9.61,9.61,9.529999732971191,,0.1,1,0,1,0,1,2500,-0.1316298359494355
290,2022-03-17,000608,7,0.6080060826738841,0,8500.0,0.030100331162608,0.0,3.08,3.08,2.990000009536743,,0.1,1,0,1,0,1,167,0.12575492946004424
290,2022-03-17,003016,8,0.5920413077746,0,8500.0,0.0110619511691318,-0.00218818380744,9.14,9.12,9.039999961853027,,0.1,1,0,0,1,0,1472,-0.021550241623450806
290,2022-03-17,603109,9,0.5704111342661438,0,8500.0,0.0124172249371941,0.0028618152085035,24.46,24.53,24.15999984741211,,0.1,1,0,1,0,0,2576,-0.05254476682484925
290,2022-03-17,002718,10,0.5651361622673525,0,8500.0,0.0338982883728433,-0.0032786885245901,12.2,12.16,11.800000190734863,,0.1,1,0,0,1,1,1203,0.031865135436230776
310,2022-04-18,605288,1,0.8356116076660969,0,8500.0,0.027349030232276,0.0,37.94,37.94,36.93000030517578,,0.1,1,0,1,0,0,3169,-0.11517505863160098
310,2022-04-18,003011,2,0.7647303892968199,0,8500.0,0.0301921029835607,0.0,22.52,22.52,21.86000061035156,,0.1,1,0,1,0,1,1468,-0.06761731910105444
310,2022-04-18,002576,3,0.7602306200612268,0,8500.0,0.0140449148443868,-0.0009233610341643,10.83,10.82,10.68000030517578,,0.1,1,0,1,0,0,1073,-0.06309476534780482
310,2022-04-18,003041,4,0.7395203586440368,0,8500.0,0.0075675675675674,-0.0010729613733905,18.64,18.62,18.5,,0.1,1,0,1,0,1,1495,-0.03023929451819223
310,2022-04-18,001210,5,0.7323209746233037,0,8500.0,-0.0023942325307677,-0.0015999999999999,25.0,24.96,25.059999465942383,,0.1,1,0,1,0,1,422,0.03129747919387234
310,2022-04-18,001207,6,0.7124015346994268,0,8500.0,0.0129869810511562,-0.0017482517482517,17.16,17.13,16.940000534057617,,0.1,1,0,1,0,0,419,-0.07643504885015444
310,2022-04-18,605069,7,0.7049451912052002,0,8500.0,0.00625,0.0012422360248447,16.1,16.12,16.0,,0.1,1,0,1,0,1,3116,-0.045757754359948374
310,2022-04-18,603917,8,0.6984304937216057,0,8500.0,0.0346954297383585,0.0007451564828613,13.42,13.43,12.970000267028809,,0.1,1,0,1,0,1,3048,-0.04311139853284156
310,2022-04-18,605001,9,0.6732904055355177,0,8500.0,-0.0029939863551758,0.003003003003003,6.66,6.68,6.679999828338623,,0.1,1,0,1,0,1,3096,-0.08779866912888039
310,2022-04-18,002282,10,0.6683334757551396,0,8500.0,0.0154838709677418,-0.0012706480304954,7.87,7.86,7.75,,0.1,1,0,1,0,0,801,-0.039432934850190546
330,2022-05-19,603385,1,1.0357392846261142,1,8500.0,0.0027893896085413,0.0027816411682892,7.19,7.21,7.170000076293945,,0.1,1,0,1,0,1,2791,0.031021987471208833
330,2022-05-19,605288,2,1.0211478702093628,1,8500.0,0.0008894295336738,0.0056279620853081,33.76,33.95,33.72999954223633,,0.1,1,0,1,0,1,3169,0.20256987777904284
330,2022-05-19,000910,3,0.9799354806165308,1,8500.0,0.0036719612516409,0.0012195121951221,8.2,8.21,8.170000076293945,,0.1,1,0,1,0,1,353,0.0792377889479617
330,2022-05-19,002313,4,0.9798027763033657,1,8500.0,0.0394511285255279,-0.0016501650165016,6.06,6.05,5.829999923706055,,0.1,1,0,1,0,1,830,-0.11085895966354857
330,2022-05-19,002521,5,0.9174045107651092,1,8500.0,-0.0019881131990511,0.0,5.02,5.02,5.03000020980835,,0.1,1,0,1,0,1,1019,0.040293776801314365
330,2022-05-19,002177,6,0.9136108829593536,1,8500.0,0.0159362588401286,-0.0039215686274508,2.55,2.54,2.509999990463257,,0.1,1,0,0,1,0,700,-0.09811418579303093
330,2022-05-19,002394,7,0.910287396558016,1,8500.0,-0.0070721598935447,0.0042735042735042,7.02,7.05,7.070000171661377,,0.1,1,0,1,0,1,907,0.009776535967763577
330,2022-05-19,605081,8,0.9087179082128352,1,8500.0,,,,,,none,0.1,0,-1,-1,-1,-1,3119,-0.015846932626611233
330,2022-05-19,002380,9,0.9017842277246112,1,8500.0,0.0010570784157191,-0.0010559662090813,9.47,9.46,9.460000038146973,,0.1,1,0,1,0,1,893,0.5427553456998518
330,2022-05-19,002022,10,0.8848742791398402,1,8500.0,0.0133819622138469,0.0024009603841537,8.33,8.35,8.220000267028809,,0.1,1,0,1,0,0,553,0.010073613429573646
330,2022-05-19,600894,11,0.8597212527787711,1,8500.0,0.0031745728031167,0.0015822784810126,6.32,6.33,6.300000190734863,,0.1,1,0,1,0,1,2189,0.04894848764943134
330,2022-05-19,605001,12,0.8556580618308647,1,8500.0,0.0032840471118233,-0.0016366612111293,6.11,6.1,6.090000152587891,,0.1,1,0,1,0,1,3096,0.014862055159750986
330,2022-05-19,000004,13,0.8406400370532435,1,8500.0,,,,,,none,0.1,0,-1,-1,-1,-1,2,-0.06990170441920555
330,2022-05-19,603096,14,0.8383736740647587,1,8500.0,-0.0028768218170844,0.0017311021350261,17.33,17.36,17.3799991607666,,0.1,1,0,1,0,1,2564,0.09968882037624523
330,2022-05-19,600671,15,0.8288672964668328,1,8500.0,0.0052151138602571,0.0051880674448767,7.71,7.75,7.670000076293945,,0.1,1,0,1,0,1,2003,-0.06827420093167218
330,2022-05-19,605577,16,0.8234068333662318,1,8500.0,-0.0095419414698741,0.0009633911368014,10.38,10.39,10.479999542236328,,0.1,1,0,1,0,1,3203,0.1259745848700245
330,2022-05-19,601963,17,0.8227205433706651,1,8500.0,-0.0065616648700793,-0.0013210039630119,7.57,7.56,7.619999885559082,,0.1,1,0,1,0,1,2463,0.03508897209780722
330,2022-05-19,003023,18,0.8223284732811748,1,8500.0,2.0826373070548243e-08,-0.0004549590536851,21.98,21.97,21.979999542236328,,0.1,1,0,1,0,1,1479,-0.017340373360094797
330,2022-05-19,000850,19,0.8205180581678004,1,8500.0,-0.0027472814879048,0.0027548209366392,3.63,3.64,3.640000104904175,,0.1,1,0,1,0,1,315,0.027067536104608946
330,2022-05-19,600356,20,0.8185469399858347,1,8500.0,-0.0059346843436951,0.0014925373134329,6.7,6.71,6.739999771118164,,0.1,1,0,1,0,1,1764,0.01460111654568903
350,2022-06-17,603117,1,1.2169031389553109,1,8500.0,-0.0129869885379492,0.0,2.28,2.28,2.309999942779541,,0.1,1,0,1,0,1,2583,-0.029043843138140613
350,2022-06-17,002313,2,1.1841288699768635,1,8500.0,-0.0175438267739221,-0.0035714285714284,5.6,5.58,5.699999809265137,,0.1,1,0,0,1,1,830,-0.06132201755744997
