date,code,g,F1,F2,limit,p1430,p1445,p1500,pc,pass
2024-07-05,002713,0.10169489744647242,False,True,True,3.25,3.25,3.25,2.950000047683716,False
2024-07-05,002689,0.09958502307961004,False,True,False,2.65,2.65,2.65,2.4100000858306885,False
2024-07-08,300120,0.19969273815854427,False,True,False,7.81,7.81,7.81,6.510000228881836,False
2024-07-08,301118,0.20011949072195656,False,True,True,20.09,20.09,20.09,16.739999771118164,False
2024-07-08,600476,-0.036177449305861864,False,False,False,14.12,13.85,13.51,14.649999618530273,False
2024-07-08,603155,0.09968102407890767,False,True,False,13.79,13.79,13.79,12.539999961853027,False
2024-07-09,300807,0.19990522347872908,False,True,False,25.33,25.33,25.33,21.110000610351562,False
2024-07-09,300120,0.020486563174482608,True,False,False,7.97,7.91,7.85,7.809999942779541,False
2024-07-09,603155,0.10007251935927752,False,True,True,15.17,15.17,15.17,13.789999961853027,False
2024-07-09,301300,0.19999996437636902,False,True,True,30.84,30.84,30.84,25.700000762939453,False
2024-07-09,301228,0.03758021616151952,False,False,False,11.32,11.29,11.26,10.90999984741211,False
2024-07-10,300807,0.2001579191300742,False,True,True,30.4,30.4,30.4,25.329999923706055,False
2024-07-10,301300,0.04734111025254295,False,False,False,32.3,31.75,32.75,30.84000015258789,False
2024-07-10,603155,-0.07844430259124058,False,False,False,13.98,13.65,13.65,15.170000076293945,False
2024-07-10,600611,0.09968846045178004,False,True,False,3.53,3.53,3.53,3.2100000381469727,False
2024-07-10,301326,0.06463655667751178,False,True,False,37.06,37.6,38.2,34.810001373291016,False
2024-07-11,300807,0.20000001505801568,False,True,True,36.48,36.48,36.48,30.399999618530273,False
2024-07-11,600611,0.09915015055154042,False,True,False,3.88,3.88,3.88,3.5299999713897705,False
2024-07-11,600650,0.10035009752627766,False,True,True,9.43,9.43,9.43,8.569999694824219,False
2024-07-11,301217,0.0771208155803087,False,False,False,12.57,12.53,12.58,11.670000076293945,False
2024-07-11,600711,0.10042739079078666,False,True,True,5.15,5.15,5.15,4.679999828338623,False
2024-07-12,600650,0.09968183079573034,False,True,False,10.37,10.37,10.37,9.430000305175781,False
2024-07-12,600611,0.10051543145773278,False,False,True,4.27,4.22,4.2,3.880000114440918,False
2024-07-12,300807,0.042489048169232824,False,False,False,38.03,37.21,37.21,36.47999954223633,False
2024-07-12,600711,0.03495143714550286,False,True,False,5.33,5.34,5.34,5.150000095367432,False
2024-07-15,301488,0.20000000000000018,False,True,True,65.4,65.4,65.4,54.5,False
2024-07-15,600650,0.10028930818882542,False,True,True,11.41,11.41,11.41,10.369999885559082,False
2024-07-15,600611,0.05238100017279668,False,False,False,4.42,4.4,4.45,4.199999809265137,False
2024-07-15,300807,0.07336740077122283,False,False,False,39.94,39.82,40.71,37.209999084472656,False
2024-07-15,300218,0.1229838623309607,False,True,False,16.71,17.15,17.64,14.880000114440918,False
2024-07-16,600650,0.09991237229038652,False,True,False,12.55,12.55,12.55,11.40999984741211,False
2024-07-16,002829,0.04864012133609763,False,False,False,20.05,19.99,19.9,19.1200008392334,False
2024-07-16,300566,0.0794701865552554,False,True,False,14.67,14.8,14.82,13.59000015258789,False
2024-07-16,300446,0.12178958925791328,False,True,False,13.54,13.53,13.53,12.069999694824219,False
2024-07-16,600626,0.09863943439977807,False,True,False,3.23,3.23,3.23,2.940000057220459,False
2024-07-17,600650,0.10039838965065062,False,True,True,13.81,13.81,13.81,12.550000190734863,False
2024-07-17,600676,0.09880242344639778,False,True,False,3.67,3.67,3.67,3.3399999141693115,False
2024-07-17,300441,0.20072328175013188,False,True,True,6.64,6.64,6.64,5.53000020980835,False
2024-07-17,000868,0.10022277323407769,False,True,True,4.94,4.94,4.94,4.489999771118164,False
2024-07-18,600676,0.1008174158077102,False,True,True,4.04,4.04,4.04,3.6700000762939453,False
2024-07-18,603336,0.09915015055154042,False,True,False,3.88,3.88,3.88,3.5299999713897705,False
2024-07-18,000637,0.05637985783177468,False,False,False,3.56,3.53,3.47,3.369999885559082,False
2024-07-18,600611,0.10040981025985474,False,True,True,5.37,5.37,5.37,4.880000114440918,False
2024-07-19,300960,0.20010991528708932,False,True,True,21.83,21.83,21.83,18.190000534057617,False
2024-07-19,600676,0.051980207952935675,False,False,False,4.25,4.17,4.15,4.039999961853027,False
2024-07-19,300611,0.19999999999999996,False,True,True,9.0,9.0,9.0,7.5,False
2024-07-19,600611,0.037243969963343115,False,True,False,5.57,5.57,5.58,5.369999885559082,False
2024-07-22,301117,0.20014612882405824,False,True,True,32.86,32.86,32.86,27.3799991607666,False
2024-07-22,600650,0.09453471504824118,False,True,False,14.82,14.88,14.89,13.539999961853027,False
2024-07-22,600611,0.10035843798399391,False,True,True,6.14,6.14,6.14,5.579999923706055,False
2024-07-22,301016,0.15004092611994735,False,True,False,28.13,29.16,28.5,24.459999084472656,False
2024-07-23,300560,0.1381957690175195,False,True,False,11.86,12.02,11.88,10.420000076293945,False
2024-07-23,600611,0.09934855810730747,False,True,False,6.75,6.75,6.75,6.139999866485596,False
2024-07-23,300240,0.19942614801285807,False,True,False,8.36,8.36,8.36,6.96999979019165,False
2024-07-23,300960,0.09236949464682298,False,True,False,27.2,27.88,29.88,24.899999618530273,False
2024-07-23,301016,-0.04105263157894745,False,False,False,27.33,26.9,26.81,28.5,False
2024-07-24,600611,0.0,False,True,False,6.75,6.89,7.11,6.75,False
2024-07-24,300709,0.1999113759229525,False,True,False,27.07,27.07,27.07,22.559999465942383,False
2024-07-24,600817,-0.07532955689075949,False,False,False,9.82,9.65,9.9,10.619999885559082,False
2024-07-24,301016,-0.017903747687579963,False,False,False,26.33,25.75,25.6,26.809999465942383,False
2024-07-24,600187,0.1010638325799369,False,True,True,2.07,2.07,2.07,1.8799999952316284,False
2024-07-25,301079,0.1998626027828032,False,True,False,17.47,17.47,17.47,14.5600004196167,False
2024-07-25,600611,0.09985933237031452,False,True,False,7.82,7.82,7.82,7.110000133514404,False
2024-07-25,300531,0.20042199889341594,False,True,True,11.38,11.38,11.38,9.479999542236328,False
2024-07-25,001379,0.09994054654560536,False,True,False,18.49,18.49,18.49,16.809999465942383,False
2024-07-25,600650,0.10033163667350498,False,True,True,13.27,13.27,13.27,12.0600004196167,False
2024-07-26,600611,0.0997442213831703,False,False,False,8.6,8.47,8.43,7.820000171661377,False
2024-07-26,300923,0.1998183220148393,False,True,False,26.42,26.42,26.42,22.020000457763672,False
2024-07-26,000908,0.04790421854561089,False,False,False,1.75,1.74,1.73,1.6699999570846558,False
2024-07-26,301049,0.19999994899569318,False,True,True,21.54,21.54,21.54,17.950000762939453,False
2024-07-26,600686,0.09976617957174594,False,True,False,14.11,14.11,14.11,12.829999923706055,False
2024-07-29,600611,0.09964408830548699,False,True,False,9.27,9.27,9.27,8.430000305175781,False
2024-07-29,000908,0.05202310978858482,False,True,False,1.82,1.82,1.82,1.7300000190734863,False
2024-07-29,300061,0.2003968344824414,False,True,True,6.05,6.05,6.05,5.039999961853027,False
2024-07-29,300281,0.20075048623076786,False,True,True,6.4,6.4,6.4,5.329999923706055,False
2024-07-29,001379,0.09980333491560134,False,True,False,22.37,22.37,22.37,20.34000015258789,False
2024-07-30,600611,0.10032357026017702,False,True,True,10.2,10.2,10.2,9.270000457763672,False
2024-07-30,000908,0.049450519205565646,False,True,False,1.91,1.91,1.91,1.8200000524520874,False
2024-07-30,300622,0.16522316677558835,False,False,False,17.49,17.16,16.8,15.010000228881836,False
2024-07-30,300061,0.19999996216829263,False,True,True,7.26,7.26,7.26,6.050000190734863,False
2024-07-30,600187,0.10144927916820246,False,True,True,3.04,3.04,3.04,2.759999990463257,False
2024-07-31,600611,-0.037254883957935414,False,True,False,9.82,9.84,9.93,10.199999809265137,False
2024-07-31,000908,0.05235603933307442,False,True,False,2.01,2.01,2.01,1.909999966621399,False
2024-07-31,001379,0.09995933883129204,False,True,False,27.07,27.07,27.07,24.610000610351562,False
2024-07-31,300061,0.199724480083314,False,True,False,8.71,8.71,8.71,7.260000228881836,False
2024-07-31,300192,0.19117641331120905,False,True,False,11.34,11.42,11.42,9.520000457763672,False
2024-08-01,000908,0.04975124876179504,False,True,False,2.11,2.11,2.11,2.009999990463257,False
2024-08-01,600611,-0.009063474562923335,False,False,False,9.84,9.74,10.0,9.930000305175781,False
2024-08-01,300147,0.19950740606807016,False,True,False,4.87,4.87,4.87,4.059999942779541,False
2024-08-01,001379,0.04765424158547105,False,True,False,28.36,29.78,29.78,27.06999969482422,False
2024-08-01,002685,0.09893047848122527,False,True,False,4.11,4.11,4.11,3.740000009536743,False
2024-08-02,600611,0.028999999999999915,True,True,False,10.29,10.44,10.2,10.0,True
2024-08-02,000908,0.05213275373133586,False,True,False,2.22,2.22,2.22,2.109999895095825,False
2024-08-02,001379,0.10006713380268106,False,True,True,32.76,32.76,32.76,29.780000686645508,False
