date,code,rank,g1430,pull,p1430,p1445,prev_close,limit,note
2022-11-14,600081,15,-2.9259422107408284e-08,0.0,10.43,10.43,10.430000305175781,0.1,
2022-11-14,603656,16,-0.012325396495775909,-0.0008319467554076532,12.02,12.01,12.170000076293945,0.1,
2022-11-14,601107,17,-0.0026109461893614183,0.0,3.82,3.82,3.8299999237060547,0.1,
2022-11-14,600368,18,0.002777804342317669,-0.0027700831024930483,3.61,3.6,3.5999999046325684,0.1,
2022-11-14,603980,19,0.010460206693935437,-0.0020703933747411307,4.83,4.82,4.78000020980835,0.1,
2022-11-14,603926,20,-0.0030425616350736595,-0.0020345879959308144,9.83,9.81,9.859999656677246,0.1,
2022-12-12,603332,1,-0.008460211286469566,-0.0034129692832765013,11.72,11.68,11.819999694824219,0.1,
2022-12-12,605069,2,-0.003968246429445266,-0.0009960159362549792,10.04,10.03,10.079999923706055,0.1,
2022-12-12,605178,3,-0.01014708745624504,-0.002050230650948337,19.51,19.47,19.709999084472656,0.1,
2022-12-12,605081,4,,,,,,0.1,none
2022-12-12,603048,5,0.010786787350841598,0.0006277463904582614,15.93,15.94,15.760000228881836,0.1,
2022-12-12,605298,6,-0.003581664613921398,0.005032350826743359,13.91,13.98,13.960000038146973,0.1,
2022-12-12,605303,7,0.006999098222945088,0.0008688097306690512,11.51,11.52,11.430000305175781,0.1,
2022-12-12,603788,8,-0.004436597669277509,-0.0008912655971479166,11.22,11.21,11.270000457763672,0.1,
2022-12-12,001296,9,-0.007826856295062967,-0.00046403712296994026,21.55,21.54,21.719999313354492,0.1,
2022-12-12,600168,10,-0.012820476610983622,0.0,6.16,6.16,6.239999771118164,0.1,
2022-12-12,605122,11,-0.0012523648524979114,0.0,15.95,15.95,15.970000267028809,0.1,
2022-12-12,603768,12,0.007294786109122597,0.0006035003017499374,16.57,16.58,16.450000762939453,0.1,
2022-12-12,600969,13,-0.01662406250737436,0.0,7.69,7.69,7.820000171661377,0.1,
2022-12-12,603656,14,-0.004226536266146663,-0.001697792869269965,11.78,11.76,11.829999923706055,0.1,
2022-12-12,002406,15,-0.01584162132936917,-0.004024144869215207,4.97,4.95,5.050000190734863,0.1,
2022-12-12,603980,16,-0.01606426079660328,0.0020408163265306367,4.9,4.91,4.980000019073486,0.1,
2022-12-12,605488,17,-0.0006988413223936174,0.0006993006993005757,14.3,14.31,14.3100004196167,0.1,
2022-12-12,002521,18,-0.0019011841153402376,-0.0019047619047618536,5.25,5.24,5.260000228881836,0.1,
2022-12-12,603928,19,-2.6699542687858013e-08,-0.002624671916010457,11.43,11.4,11.430000305175781,0.1,
2022-12-12,002921,20,0.002118654866608116,-0.0028188865398167673,14.19,14.15,14.15999984741211,0.1,
2023-01-10,605081,1,,,,,,0.1,none
2023-01-10,605178,2,-0.012325822577324841,0.0016277807921867282,18.43,18.46,18.65999984741211,0.1,
2023-01-10,603332,3,-0.014585256438844563,0.0027752081406104967,10.81,10.84,10.970000267028809,0.1,
2023-01-10,605122,4,-0.006028151596526143,0.0006738544474393926,14.84,14.85,14.930000305175781,0.1,
2023-01-10,600751,5,-0.0043289796654750745,-0.004347826086956386,2.3,2.29,2.309999942779541,0.1,
2023-01-10,605189,6,-0.009042512976565886,-0.0005367686527105731,18.63,18.62,18.799999237060547,0.1,
2023-01-10,605303,7,-0.005474456016253515,-0.0027522935779817903,10.9,10.87,10.960000038146973,0.1,
2023-01-10,001288,8,0.007989316816185754,0.0026420079260236484,15.14,15.18,15.020000457763672,0.1,
2023-01-10,600168,9,-0.009884706748691019,0.0,6.01,6.01,6.070000171661377,0.1,
2023-01-10,000544,10,-0.012480475712399186,-0.003159557661927437,6.33,6.31,6.409999847412109,0.1,
2023-01-10,603706,11,-0.009180780283402967,0.0007127583749109156,14.03,14.04,14.15999984741211,0.1,
2023-01-10,603980,12,-0.012658180172023581,0.0,4.68,4.68,4.739999771118164,0.1,
2023-01-10,603139,13,-0.0010964786934829496,0.0005488474204171645,18.22,18.23,18.239999771118164,0.1,
2023-01-10,600608,14,,,,,,0.1,none
2023-01-10,603458,15,-0.005175967722763963,-0.0010405827263266776,9.61,9.6,9.65999984741211,0.1,
2023-01-10,605180,16,-0.013019167494899064,-0.0037688442211055717,15.92,15.86,16.1299991607666,0.1,
2023-01-10,603656,17,-0.0035273502689293634,0.0,11.3,11.3,11.34000015258789,0.1,
2023-01-10,600854,18,-0.0064654886527653055,-0.002169197396963307,4.61,4.6,4.639999866485596,0.1,
2023-01-10,600382,19,-0.011876493513995334,0.0,4.16,4.16,4.210000038146973,0.1,
2023-01-10,603797,20,-0.007104815919686813,0.0,5.59,5.59,5.630000114440918,0.1,
2023-02-14,000668,1,0.002316617079283656,-0.0007704160246533309,12.98,12.97,12.949999809265137,0.1,
2023-02-14,600052,2,-0.004048594532145011,0.00203252032520318,4.92,4.93,4.940000057220459,0.1,
2023-02-14,600269,3,-0.002915471301041861,0.0,3.42,3.42,3.430000066757202,0.1,
2023-02-14,600333,4,0.0019120422351901478,0.0,5.24,5.24,5.230000019073486,0.1,
2023-02-14,601366,5,-0.009999999999999898,-0.0016835016835018424,5.94,5.93,6.0,0.1,
2023-02-14,601107,6,-2.949508115523969e-08,0.002577319587628857,3.88,3.89,3.880000114440918,0.1,
2023-02-14,002692,7,-0.007537693198421125,0.0,3.95,3.95,3.9800000190734863,0.1,
