code,date,score
002097,2025-08-11,12.889105614863563
603080,2025-08-11,12.370142163035794
688585,2025-08-12,38.30480019035595
300620,2025-08-12,21.936374966691673
688108,2025-08-12,15.760541563093003
002148,2025-08-12,15.614544341630928
000901,2025-08-12,15.154143490638628
688585,2025-08-13,33.25770242832259
300620,2025-08-13,22.761244577130896
688108,2025-08-13,18.557369960224804
688146,2025-08-13,16.352000223065705
601929,2025-08-13,15.550199858719258
688585,2025-08-14,31.249007577804417
688733,2025-08-14,16.846738158851274
603757,2025-08-14,14.890333887574567
002911,2025-08-14,14.375710392889692
605169,2025-08-14,13.401102459941125
688585,2025-08-15,22.95110599009305
688108,2025-08-15,18.17325923063056
603158,2025-08-15,14.670953768643233
600246,2025-08-15,14.055678689934304
002418,2025-08-15,13.985670538822742
688108,2025-08-18,19.98538181088602
688585,2025-08-18,19.461918994017136
688603,2025-08-18,18.4292597032388
300810,2025-08-18,14.940440532156458
301123,2025-08-18,14.78642548462201
688098,2025-08-19,24.849393361814503
688108,2025-08-19,18.396620804716175
300810,2025-08-19,16.089625033601813
603222,2025-08-19,15.19240196039688
603158,2025-08-19,15.102316571467476
300345,2025-08-20,19.563474003134246
603158,2025-08-20,16.408987322514054
688108,2025-08-20,13.149156769674333
600658,2025-08-20,12.180896085207454
603626,2025-08-20,12.083946912669182
688108,2025-08-21,14.52778565486804
300323,2025-08-21,14.365365535915178
688702,2025-08-21,14.232187959667451
603626,2025-08-21,14.141000929710527
600246,2025-08-21,13.982799292063604
300192,2025-08-22,20.341511024045698
688519,2025-08-22,16.45804892484354
605303,2025-08-22,15.905533597462403
605028,2025-08-22,14.275789411674795
600246,2025-08-22,13.844866228131238
300192,2025-08-25,18.10392769936863
688343,2025-08-25,16.479545761555432
300096,2025-08-25,16.262088343683256
688110,2025-08-25,16.130980086226124
688228,2025-08-25,15.966672206588493
688228,2025-08-26,20.05963318008274
301517,2025-08-26,19.448426352066896
300394,2025-08-26,16.34936642433525
688066,2025-08-26,15.26205734098452
600113,2025-08-26,14.206645241818418
300486,2025-08-27,25.719293583385173
688228,2025-08-27,23.045759915055665
301617,2025-08-27,14.904476074744935
603083,2025-08-27,12.176803332832893
002217,2025-08-27,12.028639395289973
688228,2025-08-28,18.83599573150263
300389,2025-08-28,14.067926677083252
603626,2025-08-28,13.22845548549331
002256,2025-08-28,12.014230901726815
300491,2025-08-28,11.858282808661874
301488,2025-08-29,13.931598971794035
688286,2025-08-29,12.930258755185015
002256,2025-08-29,12.471735815715448
300955,2025-08-29,12.003976640664295
601869,2025-08-29,11.902609564182553
300324,2025-09-01,16.74986045106917
688591,2025-09-01,16.33151615880174
688135,2025-09-01,15.51372835032078
300465,2025-09-01,14.385206253815245
301031,2025-09-01,13.760287903425617
688709,2025-09-02,18.76497636566576
002256,2025-09-02,18.41111337299492
603948,2025-09-02,15.66083074794777
600021,2025-09-02,15.306888460631242
603177,2025-09-02,14.83098735730609
605255,2025-09-03,17.183539015130773
601212,2025-09-03,14.245476443708865
600021,2025-09-03,13.611528867663916
603032,2025-09-03,13.229989396082994
603119,2025-09-03,12.83895421339031
002269,2025-09-04,15.574081685273814
600330,2025-09-04,15.09918923752778
300486,2025-09-04,14.529272335596211
603051,2025-09-04,14.521270002939966
688195,2025-09-04,13.647071811961565
300450,2025-09-05,16.454106441600302
600376,2025-09-05,13.776735939567224
002759,2025-09-05,13.575094684926498
300389,2025-09-05,12.732573821716642
603839,2025-09-05,12.68144697440349
688638,2025-09-08,19.124013800380016
300450,2025-09-08,14.75351276085783
002150,2025-09-08,14.379427308094243
600103,2025-09-08,14.333160828346202
600021,2025-09-08,13.478023679644911
605255,2025-09-09,21.24423178171624
002759,2025-09-09,17.313387312308105
600376,2025-09-09,16.087135049845955
603656,2025-09-09,14.261011028690266
