,0
2024-05-08,206468.45169353762
2024-05-09,208976.45216274538
2024-05-10,207401.45111370363
2024-05-13,205241.45193386354
2024-05-14,206906.27583454296
2024-05-15,207231.27652595684
2024-05-16,207990.2773995225
2024-05-17,210185.27726123974
2024-05-20,208645.27582119152
2024-05-21,207451.27686451122
2024-05-22,208329.2766947572
2024-05-23,205407.280244333
2024-05-24,204210.2771181886
2024-05-27,202569.27739570782
2024-05-28,200244.2771811311
2024-05-29,198353.27626655743
2024-05-30,196878.27512214825
2024-05-31,199117.27651546642
2024-06-03,193969.27617977306
2024-06-04,190859.27626083538
2024-06-05,185990.277316076
2024-06-06,176440.2770180528
2024-06-07,178409.27742908642
2024-06-11,179750.27940462276
2024-06-12,180522.2646313571
2024-06-13,179128.26462563506
2024-06-14,179464.26535424223
2024-06-17,178601.26572426787
2024-06-18,179658.26583680144
2024-06-19,179134.26423844328
2024-06-20,176385.26411828032
2024-06-21,176427.26503190032
2024-06-24,173053.2641964816
2024-06-25,174185.26478585234
2024-06-26,176148.264701929
2024-06-27,174019.26518258086
2024-06-28,174016.26487549773
2024-07-01,174897.26591881743
2024-07-02,175136.26585778227
2024-07-03,175200.26579674712
2024-07-04,172391.26487549773
2024-07-05,174115.26485260954
2024-07-08,172375.26465233794
2024-07-09,174420.2651101016
2024-07-10,175110.130939859
2024-07-11,179083.13144244536
2024-07-12,179834.13139380797
2024-07-15,178197.13159598692
2024-07-16,178409.1312030731
2024-07-17,178135.130939859
2024-07-18,177944.1312889038
2024-07-19,178796.13145388945
2024-07-22,178631.1307052551
2024-07-23,176073.13052214964
2024-07-24,174581.1308244644
2024-07-25,175294.13169421538
2024-07-26,176633.13196696623
2024-07-29,176158.13151397093
2024-07-30,176560.13220347746
2024-07-31,180956.13177813872
2024-08-01,180994.13045443877
2024-08-02,181407.13137187346
2024-08-05,179951.1312107025
2024-08-06,182538.131771463
2024-08-07,181188.17950363658
2024-08-08,180469.18011780284
2024-08-09,179387.1797668507
2024-08-12,178259.18069954417
2024-08-13,178620.17923470042
2024-08-14,177868.1796180775
2024-08-15,178475.18097038768
2024-08-16,177200.17911072276
2024-08-19,177149.17846794627
2024-08-20,175263.18031425975
2024-08-21,175211.18022079967
2024-08-22,173601.17980118297
2024-08-23,173893.18009491466
2024-08-26,174668.17957039378
2024-08-27,172762.1798145344
2024-08-28,172994.1800224354
2024-08-29,174403.17927475474
2024-08-30,176882.1797477772
2024-09-02,174757.18070145152
2024-09-03,176693.18042870067
2024-09-04,175735.69626759048
2024-09-05,176600.69665859695
2024-09-06,174789.6968836641
2024-09-09,174523.69570682998
2024-09-10,174085.69707821365
2024-09-11,173947.69754360672
2024-09-12,172881.69588993545
2024-09-13,171192.69547413345
2024-09-18,170571.69585178848
2024-09-19,172474.6970171785
2024-09-20,171467.69604633804
2024-09-23,171321.69628094192
2024-09-24,175076.69606159683
2024-09-25,176077.696084485
2024-09-26,180104.69689320083
2024-09-27,185179.69670246597
2024-09-30,193270.69563816543
2024-10-08,196181.6972250795
2024-10-09,188185.6963152742
2024-10-10,188045.6961150026
2024-10-11,184712.72140844722
2024-10-14,189086.72098024745
2024-10-15,187366.72245367427
2024-10-16,189750.720299324
2024-10-17,188725.72130068202
2024-10-18,190554.72101076503
2024-10-21,191410.72057588954
2024-10-22,195953.71962889095
2024-10-23,198488.72240885158
2024-10-24,200098.72173174281
2024-10-25,204949.7199426498
2024-10-28,211565.7196412887
2024-10-29,207599.72120626827
2024-10-30,211633.7218175735
2024-10-31,214250.71998937984
2024-11-01,209986.7226014938
2024-11-04,216174.72127779384
2024-11-05,220119.71982820888
2024-11-06,222687.72314890285
2024-11-07,229216.72071321864
2024-11-08,228244.50755318452
2024-11-11,229329.50887879182
2024-11-12,228652.50845154573
2024-11-13,230682.50704010774
2024-11-14,228129.50988014985
2024-11-15,227310.50930222322
2024-11-18,227539.50767716218
2024-11-19,227394.5068856125
2024-11-20,228666.5079136734
2024-11-21,227916.51015480806
2024-11-22,221406.50882920076
2024-11-25,221941.50948723604
2024-11-26,221138.50903710176
2024-11-27,223828.50775917817
2024-11-28,222217.50993927766
2024-11-29,225373.5080738907
2024-12-02,227695.5093403702
2024-12-03,229041.50920113374
2024-12-04,228565.5053635483
2024-12-05,228918.50686272432
2024-12-06,230294.14725311977
2024-12-09,231828.1483174203
2024-12-10,232011.1455441354
2024-12-11,233649.14727219325
2024-12-12,235873.14648636561
2024-12-13,231317.1451092599
2024-12-16,230072.14446076137
2024-12-17,229021.14920624477
2024-12-18,229048.14848908168
2024-12-19,229734.14616593104
2024-12-20,228954.1480542062
2024-12-23,227640.14611252528
2024-12-24,230486.14573487025
2024-12-25,230059.1451168893
2024-12-26,231992.14615830165
2024-12-27,231906.14714630824
2024-12-30,231446.14796646815
2024-12-31,227597.1469403146
2025-01-02,225691.14670761806
2025-01-03,225040.14716156703
2025-01-06,223370.25069799687
2025-01-07,225828.24945059087
2025-01-08,225821.24881353643
2025-01-09,227386.24977674749
2025-01-10,222532.24939909246
2025-01-13,223220.24957742955
2025-01-14,227372.25052919652
2025-01-15,228233.2498988178
2025-01-16,228596.24940958287
2025-01-17,228174.24947824742
2025-01-20,229646.24955263402
2025-01-21,228508.25099554326
2025-01-22,226244.24955454137
2025-01-23,226708.25030412938
2025-01-24,226652.2490223911
2025-01-27,225663.250299361
2025-02-05,227738.24858274724
2025-02-06,230745.24948206212
2025-02-07,232917.24807825353
2025-02-10,237337.24844064977
2025-02-11,236824.31480824595
2025-02-12,238010.315727588
2025-02-13,239454.31327759867
2025-02-14,238424.3155235017
2025-02-17,239064.31248128062
2025-02-18,235608.31384598857
2025-02-19,236038.3158200944
2025-02-20,235955.3149217332
2025-02-21,234978.31587731486
2025-02-24,235357.3159688676
2025-02-25,232323.31423699504
2025-02-26,234159.31482255107
2025-02-27,235914.31500851756
2025-02-28,235102.31394707804
2025-03-03,236188.31438958293
2025-03-04,235185.31451165324
2025-03-05,233719.31376397258
2025-03-06,236454.31368291026
