,0
2024-12-18,401473.6009553485
2024-12-19,397740.5960277133
2024-12-20,403550.59949908784
2024-12-23,391066.60208259156
2024-12-24,394395.6016496234
2024-12-25,387315.6016543918
2024-12-26,390958.60197101167
2024-12-27,395018.6045840793
2024-12-30,393611.60139594605
2024-12-31,387949.6043876224
2025-01-02,383288.6025384479
2025-01-03,370850.60131106904
2025-01-06,369535.26687854214
2025-01-07,374715.2653717367
2025-01-08,375029.2668365805
2025-01-09,374282.2680973379
2025-01-10,369777.26788752957
2025-01-13,371594.2674898474
2025-01-14,381065.26711219235
2025-01-15,383461.26728290005
2025-01-16,384822.26488822384
2025-01-17,382427.26743453427
2025-01-20,384986.2681173651
2025-01-21,382073.26574557705
2025-01-22,380543.2686590521
2025-01-23,381237.27023833676
2025-01-24,381234.2647814123
2025-01-27,383559.26800006314
2025-02-05,386211.26733058377
2025-02-06,389440.2694486944
2025-02-07,389539.2687105505
2025-02-10,391488.26816314145
2025-02-11,390365.3511100516
2025-02-12,391501.3516717658
2025-02-13,390040.35261208867
2025-02-14,391072.34824235295
2025-02-17,392620.34769589757
2025-02-18,389854.3482118354
2025-02-19,394427.34892899846
2025-02-20,394903.3479982123
2025-02-21,393623.3480506644
2025-02-24,396038.3491092429
2025-02-25,393302.3524575934
2025-02-26,397728.3478313193
2025-02-27,398698.35012490605
2025-02-28,392542.34936768864
2025-03-03,394340.3494172797
2025-03-04,395527.35176617955
2025-03-05,392459.35230786656
2025-03-06,396036.35232980107
2025-03-07,394908.35149819707
2025-03-10,397943.3515125022
2025-03-11,398726.91939553304
2025-03-12,401164.919263926
2025-03-13,401311.91874226613
2025-03-14,409752.9192753701
2025-03-17,416540.91816624685
2025-03-18,416348.9189215569
2025-03-19,416038.9226981072
2025-03-20,419235.92048367544
2025-03-21,414734.91876801534
2025-03-24,409605.91757973714
2025-03-25,411520.9180184273
2025-03-26,416414.9173804192
2025-03-27,416631.9177933602
2025-03-28,409773.9206858544
2025-03-31,404379.91936883016
2025-04-01,410853.92082413717
2025-04-02,410799.92209157033
2025-04-03,413583.922798243
2025-04-07,377215.91511448903
2025-04-08,381540.9150191216
2025-04-09,383776.0196142387
2025-04-10,390213.0190544319
2025-04-11,391840.02012540813
2025-04-14,398275.02199937816
2025-04-15,398418.0224352073
2025-04-16,396206.02022935863
2025-04-17,402856.0208254051
2025-04-18,403207.0182733726
2025-04-21,399878.0205421638
2025-04-22,397002.0225696754
2025-04-23,398186.01738740917
2025-04-24,394239.0199117851
2025-04-25,393559.0194397163
2025-04-28,386595.02081205364
2025-04-29,388373.0193548393
2025-04-30,390485.0198917579
2025-05-06,396085.022562046
2025-05-07,402038.02122404095
2025-05-08,407371.0181884956
2025-05-09,405166.0211734962
2025-05-12,406730.9860626763
2025-05-13,407977.9796043938
2025-05-14,411370.98006406485
2025-05-15,415004.98465696035
2025-05-16,414091.98545613943
2025-05-19,421692.9844776696
2025-05-20,424877.9827753609
2025-05-21,429375.98091760336
2025-05-22,426887.9808346337
2025-05-23,425163.9827171868
2025-05-26,429445.98266282736
2025-05-27,436054.98284497915
2025-05-28,436486.9857946938
2025-05-29,440370.9828535622
2025-05-30,441713.9791409081
2025-06-03,444509.9809090203
2025-06-04,451103.97848287283
2025-06-05,449646.98018232046
2025-06-06,449731.9833675927
2025-06-09,456257.9813400811
2025-06-10,451231.2097603488
2025-06-11,454022.21396509884
2025-06-12,456038.2163578677
2025-06-13,450780.21054808376
2025-06-16,453547.21208159206
2025-06-17,454830.21474425076
2025-06-18,450473.2070976901
2025-06-19,444591.2099892306
2025-06-20,442066.2073427844
2025-06-23,448683.2110697436
2025-06-24,456102.2094065356
2025-06-25,458970.20950857876
2025-06-26,456359.20773092983
2025-06-27,458171.20986525295
