code,buy,gap,f_aro,f_mom,f_m200,f_r20,f_vpc,f_amt20,f_adx,f_dh,amt20_T1,rp,amt_c,base_net,base_why,base_sell,tp4_tp_t2,tp4_tp_t1,tp5_tp_t2,tp5_tp_t1,tp6_tp_t2,tp6_tp_t1,tp7_tp_t2,tp7_tp_t1,tp8_tp_t2,tp8_tp_t1,tp9_tp_t2,tp9_tp_t1,tp10_tp_t2,tp10_tp_t1,tp12_tp_t2,tp12_tp_t1,s_zt,s_lb,s_zpl,s_gate,E0_sell,year
sh600076,2026-07-29,-0.020000000000000018,52.0,0.303030303030303,-0.1177767975297751,-0.09365558912386707,0,110793727.7,17.228090694680123,0.31818181818181823,110793727.7,0.1954022988505746,51081890.0,-0.01819190051020403,ts,2026-07-30,0.02807412500000006,0.02807412500000006,0.03795945312500004,0.03795945312500004,-0.01819190051020403,-0.01819190051020403,-0.01819190051020403,-0.01819190051020403,-0.01819190051020403,-0.01819190051020403,-0.01819190051020403,-0.01819190051020403,-0.01819190051020403,-0.01819190051020403,-0.01819190051020403,-0.01819190051020403,1.0,1.0,0.0,0.0,2026-07-30,2026
sh600078,2025-01-09,-0.026153846153846194,64.0,-0.12549537648612952,0.028399651926271474,-0.010654490106544956,0,60288220.45,19.445688553431705,0.12398921832884097,60288220.45,0.4424242424242426,308696789.0,-0.09267367446682473,ts,2025-01-10,-0.09267367446682473,-0.09267367446682473,-0.09267367446682473,-0.09267367446682473,-0.09267367446682473,-0.09267367446682473,-0.09267367446682473,-0.09267367446682473,-0.09267367446682473,-0.09267367446682473,-0.09267367446682473,-0.09267367446682473,-0.09267367446682473,-0.09267367446682473,-0.09267367446682473,-0.09267367446682473,1.0,1.0,0.5,0.0,2025-01-10,2025
sh600078,2026-08-06,-0.029011786038077858,56.0,1.1016042780748658,-0.061508223502284576,0.013786764705882248,0,206705876.65,30.695237970848392,0.3199753390875462,206705876.65,0.28610729023383774,308999418.0,0.019914806547618902,ts,2026-08-07,0.02807412500000006,0.02807412500000006,0.03795945312500004,0.03795945312500004,0.047844781250000024,0.047844781250000024,0.019914806547618902,0.019914806547618902,0.019914806547618902,0.019914806547618902,0.019914806547618902,0.019914806547618902,0.019914806547618902,0.019914806547618902,0.019914806547618902,0.019914806547618902,1.0,1.0,0.0,0.0,2026-08-07,2026
sh600085,2022-05-06,-0.02030456852791873,60.0,0.7943051423714407,0.048441762883536965,-0.1379548595117458,0,507897741.0,19.61466109872333,0.13914443422263104,507897741.0,0.47573656845753903,448847503.0,0.0033594568107444545,ts,2022-05-09,0.0033594568107444545,0.0033594568107444545,0.0033594568107444545,0.0033594568107444545,0.0033594568107444545,0.0033594568107444545,0.0033594568107444545,0.0033594568107444545,0.0033594568107444545,0.0033594568107444545,0.0033594568107444545,0.0033594568107444545,0.0033594568107444545,0.0033594568107444545,0.0033594568107444545,0.0033594568107444545,2.0,1.0,0.0,0.0,2022-05-09,2022
sh600088,2023-07-26,-0.021359223300970842,60.0,0.5162738496071828,0.38106731027084995,0.12037708484408993,1,248935488.75,15.356757414676022,0.22400803616273235,248935488.75,0.49831271091113605,640428213.0,-0.0421953900049602,ts,2023-07-27,-0.0421953900049602,-0.0421953900049602,-0.0421953900049602,-0.0421953900049602,-0.0421953900049602,-0.0421953900049602,-0.0421953900049602,-0.0421953900049602,-0.0421953900049602,-0.0421953900049602,-0.0421953900049602,-0.0421953900049602,-0.0421953900049602,-0.0421953900049602,-0.0421953900049602,-0.0421953900049602,1.0,1.0,0.0,1.0,2023-07-27,2023
sh600089,2020-12-16,-0.02409638554216864,52.0,0.33333333333333326,0.1115256215264826,0.028318584070796238,1,415200457.7,16.598863497871385,0.08791208791208799,415200457.7,0.48148148148148107,2020386310.0,0.0408361359126983,ts,2020-12-17,0.02807412500000006,0.02807412500000006,0.03795945312500004,0.03795945312500004,0.047844781250000024,0.047844781250000024,0.057730109375000005,0.057730109375000005,0.0408361359126983,0.0408361359126983,0.0408361359126983,0.0408361359126983,0.0408361359126983,0.0408361359126983,0.0408361359126983,0.0408361359126983,3.0,2.0,0.0,0.0,2020-12-17,2020
sh600097,2024-01-25,-0.02515090543259557,92.0,0.07733050847457634,0.03991212010252654,-0.02929687500000011,0,30924756.5,29.014434096056203,0.09306569343065706,30924756.5,0.4687499999999998,100778436.0,0.06761543749999999,tp,2024-01-26,0.02807412500000006,0.02807412500000006,0.03795945312500004,0.03795945312500004,0.047844781250000024,0.047844781250000024,0.057730109375000005,0.057730109375000005,0.06761543749999999,0.06761543749999999,0.07750076562499997,0.07750076562499997,0.08738609374999995,0.08738609374999995,0.10715675000000013,0.10715675000000013,2.0,2.0,0.0,1.0,2024-01-26,2024
sh600105,2026-08-05,-0.03732866724992712,84.0,5.637931034482758,0.05020558486405369,-0.30091743119266057,0,5385311940.5,39.294452429438266,0.530016447368421,5385311940.5,0.08473372781065086,7010825031.0,0.06761543749999999,tp,2026-08-06,0.02807412500000006,0.02807412500000006,0.03795945312500004,0.03795945312500004,0.047844781250000024,0.047844781250000024,0.057730109375000005,0.057730109375000005,0.06761543749999999,0.06761543749999999,0.07750076562499997,0.07750076562499997,0.08738609374999995,0.08738609374999995,0.10715675000000013,0.10715675000000013,1.0,1.0,0.0,0.0,2026-08-06,2026
sh600111,2022-04-28,-0.024406552992310315,100.0,0.8035961272475793,-0.3047363239821802,-0.22109374999999998,0,2269974596.0,44.55789803287255,0.37505223568742163,2269974596.0,0.13117134559535337,3947034657.0,0.04375243156699793,ts,2022-04-29,0.02807412500000006,0.02807412500000006,0.03795945312500004,0.03795945312500004,0.047844781250000024,0.047844781250000024,0.04375243156699793,0.04375243156699793,0.04375243156699793,0.04375243156699793,0.04375243156699793,0.04375243156699793,0.04375243156699793,0.04375243156699793,0.04375243156699793,0.04375243156699793,5.0,1.0,0.0,0.0,2022-04-29,2022
sh600115,2026-04-09,-0.027896995708154515,56.0,0.3125,-0.016151166473134082,-0.04115226337448563,0,1050984125.75,30.66427193945912,0.270735524256651,1050984125.75,0.2669491525423729,1087363894.0,-0.028924720612582666,ts,2026-04-10,0.02807412500000006,0.02807412500000006,-0.028924720612582666,-0.028924720612582666,-0.028924720612582666,-0.028924720612582666,-0.028924720612582666,-0.028924720612582666,-0.028924720612582666,-0.028924720612582666,-0.028924720612582666,-0.028924720612582666,-0.028924720612582666,-0.028924720612582666,-0.028924720612582666,-0.028924720612582666,3.0,1.0,0.25,1.0,2026-04-10,2026
sh600121,2021-02-10,-0.04850746268656725,92.0,2.562770562770563,0.7153921239178789,-0.31016731016731014,0,761201898.6,19.015608425410342,0.4248927038626609,761201898.6,0.4326647564469914,535078042.0,-0.017282086397058638,ts,2021-02-18,-0.017282086397058638,-0.017282086397058638,-0.017282086397058638,-0.017282086397058638,-0.017282086397058638,-0.017282086397058638,-0.017282086397058638,-0.017282086397058638,-0.017282086397058638,-0.017282086397058638,-0.017282086397058638,-0.017282086397058638,-0.017282086397058638,-0.017282086397058638,-0.017282086397058638,-0.017282086397058638,4.0,1.0,0.3333333333333333,1.0,2021-02-18,2021
sh600121,2022-11-28,-0.024822695035460973,-92.0,-0.0959147424511545,0.11014880718053699,0.09941520467836251,1,160071667.8,14.1607427611691,0.12558139534883728,160071667.8,0.4671052631578946,727318684.0,0.06761543749999999,tp,2022-11-29,0.02807412500000006,0.02807412500000006,0.03795945312500004,0.03795945312500004,0.047844781250000024,0.047844781250000024,0.057730109375000005,0.057730109375000005,0.06761543749999999,0.06761543749999999,0.07750076562499997,0.07750076562499997,0.08738609374999995,0.08738609374999995,0.10715675000000013,0.10715675000000013,4.0,1.0,0.0,0.0,2022-11-29,2022
sh600128,2019-05-24,-0.039735099337748325,36.0,0.1478696741854637,0.03358819382174394,-0.19164882226980728,0,93196351.05,23.9178501686706,0.27053140096618356,93196351.05,0.21568627450980385,148820621.0,0.06761543749999999,tp,2019-05-27,0.02807412500000006,0.02807412500000006,0.03795945312500004,0.03795945312500004,0.047844781250000024,0.047844781250000024,0.057730109375000005,0.057730109375000005,0.06761543749999999,0.06761543749999999,0.07750076562499997,0.07750076562499997,0.05943447629310361,0.05943447629310361,0.05943447629310361,0.05943447629310361,2.0,2.0,0.0,0.0,2019-05-27,2019
sh600148,2017-06-12,-0.03286004056795122,80.0,0.1523947750362844,-0.1282112947034857,0.07407407407407396,1,91857386.95,42.783180599691995,0.28983002016709886,91857386.95,0.3420536298234138,405806720.0,0.005533586540478197,ts,2017-06-13,0.005533586540478197,0.005533586540478197,0.005533586540478197,0.005533586540478197,0.005533586540478197,0.005533586540478197,0.005533586540478197,0.005533586540478197,0.005533586540478197,0.005533586540478197,0.005533586540478197,0.005533586540478197,0.005533586540478197,0.005533586540478197,0.005533586540478197,0.005533586540478197,2.0,1.0,0.0,1.0,2017-06-13,2017
