sym,close,amt20_wan,volbr,ret20_pct,comp_prov,rank_prov
sh601788,13.96,24790.8,0.482,-3.06,1.314,1333
sz002221,5.7,11163.9,0.529,2.52,1.3133,1334
sz300035,12.55,13012.4,0.69,-5.5,1.3132,1335
sh601279,3.5,5380.0,0.68,3.55,1.313,1336
sz300119,17.14,8255.9,0.618,1.72,1.3094,1337
sh688737,17.58,2142.9,1.278,-2.82,1.3091,1338
sh600579,7.16,4503.7,0.775,2.14,1.309,1339
sz300019,14.39,4534.3,0.883,-1.1,1.3061,1340
sh600841,5.72,7808.1,0.684,-0.17,1.3054,1341
sz300633,19.75,8064.2,0.63,1.54,1.3052,1342
sz000507,4.95,5081.7,0.869,-1.79,1.3041,1343
sh603117,3.87,3432.4,0.996,-1.28,1.3036,1344
sz300927,27.35,50733.2,0.542,-12.87,1.3027,1345
sh600787,4.57,7940.2,0.75,-2.56,1.3025,1346
sz000608,7.0,19005.6,0.557,-3.85,1.3024,1347
sh688349,13.2,10498.3,0.774,-6.05,1.301,1348
sh603530,46.01,22603.7,0.497,-2.73,1.301,1349
sz002424,4.44,3376.2,1.099,-3.48,1.2999,1350
sh600557,12.38,6665.2,0.701,0.9,1.2981,1351
sz001965,9.86,14493.4,0.521,0.51,1.2976,1352
sz301179,20.59,10453.0,0.453,7.18,1.2962,1353
sh688215,47.79,6045.0,0.577,6.63,1.2961,1354
sz002673,6.74,18417.8,0.517,-1.61,1.2952,1355
sh603958,18.93,40505.8,0.798,-20.03,1.2941,1356
sh601139,6.23,10617.6,0.632,-1.11,1.293,1357
sz300888,29.63,7164.2,0.709,0.0,1.29,1358
sh600149,5.05,4025.2,0.894,0.0,1.2886,1359
sh603126,6.35,4649.0,0.735,3.42,1.2862,1360
sz300847,14.0,5266.0,0.804,0.0,1.2861,1361
sh600463,8.26,2706.4,1.092,-0.96,1.2859,1362
sz300867,17.46,9826.9,0.642,-0.63,1.2857,1363
sz002228,3.17,7065.4,0.733,-0.63,1.2853,1364
sz000683,5.62,42405.9,0.513,-9.5,1.2851,1365
sz300134,8.47,8471.5,0.636,1.07,1.285,1366
sh603368,15.24,5075.9,0.966,-4.15,1.2848,1367
sz300514,10.4,2625.9,0.994,1.66,1.2846,1368
sz002256,3.17,11896.8,0.773,-7.04,1.2841,1369
sh688450,33.88,4126.4,0.833,1.56,1.2839,1370
sz300039,5.2,13395.9,0.796,-8.93,1.2838,1371
sz300875,32.0,18186.9,0.477,0.63,1.2836,1372
sz002868,22.88,11314.7,0.498,4.24,1.2834,1373
sz301320,14.18,2274.9,0.963,3.88,1.2811,1374
sh600017,2.79,11988.1,0.554,1.09,1.281,1375
sz000908,6.02,6963.7,0.991,-7.81,1.2799,1376
sz300140,5.35,5115.3,0.925,-3.08,1.2788,1377
sz002140,9.4,6232.5,0.681,2.51,1.2784,1378
sz300682,8.93,11421.9,0.755,-6.0,1.2777,1379
sh601375,4.0,16458.8,0.592,-3.61,1.2771,1380
sh688080,38.52,3465.0,0.745,6.09,1.2762,1381
sh688210,29.71,16195.8,0.624,-4.75,1.2759,1382
sz300455,17.0,7626.4,0.763,-2.24,1.2748,1383
sz001380,18.82,3448.1,0.678,8.47,1.2742,1384
sh600461,8.84,9789.2,0.69,-2.21,1.2736,1385
sz300276,5.95,10123.1,0.79,-5.85,1.2734,1386
sz002752,6.12,7993.1,0.644,1.49,1.2733,1387
sz300508,39.54,9073.1,0.679,-1.05,1.2731,1388
sh603278,8.91,6000.5,0.825,-1.76,1.273,1389
sz002003,11.25,18784.7,0.438,2.55,1.2725,1390
sz002262,22.0,13612.1,0.566,-0.59,1.2722,1391
sz300289,5.96,3523.2,0.965,-0.33,1.2707,1392
sz000518,3.68,13494.4,0.699,-5.64,1.2684,1393
sz301303,13.96,3762.5,0.901,0.72,1.2679,1394
sh603298,23.29,10806.0,1.048,-13.36,1.2673,1395
sz002697,4.66,11324.1,0.571,1.08,1.267,1396
sz301023,29.14,3142.5,0.875,3.26,1.265,1397
sz300648,40.51,7323.5,0.642,2.53,1.2646,1398
sz000928,5.36,15207.0,0.461,3.47,1.2636,1399
sz000576,8.34,20094.0,0.261,14.72,1.2604,1400
sh601326,3.5,8056.5,0.647,1.45,1.2602,1401
sz000987,7.41,19425.3,0.565,-3.89,1.2598,1402
sz002076,2.11,5783.5,0.831,-1.4,1.2587,1403
sh688172,46.96,65174.2,0.489,-12.27,1.2587,1404
sz300366,5.53,3643.7,0.7,7.38,1.2558,1405
sh603018,5.19,3537.9,1.067,-2.63,1.2526,1406
sz000788,5.41,7966.5,0.823,-4.25,1.2518,1407
sz000551,12.33,12833.9,0.585,-0.56,1.2517,1408
sz002952,19.63,16076.8,0.505,0.82,1.2509,1409
sh603567,5.31,12750.6,0.743,-6.35,1.2506,1410
sz000949,6.94,38703.5,0.394,-1.7,1.2493,1411
sz300662,20.98,9888.7,0.525,4.69,1.2488,1412
sz002041,10.24,71940.4,0.352,-5.01,1.2486,1413
sz300753,21.35,10468.9,0.705,-3.09,1.2483,1414
sz002530,7.17,7248.2,0.801,-2.58,1.2466,1415
sz000650,5.19,9106.9,0.84,-5.98,1.2461,1416
sz000060,6.13,63098.7,0.433,-8.78,1.245,1417
sh600285,19.08,10514.5,0.706,-3.1,1.2438,1418
sz000028,19.72,3809.6,1.002,-1.69,1.243,1419
sh603628,10.31,8004.1,0.562,5.2,1.2429,1420
sh601156,18.4,15555.0,0.581,-2.18,1.2428,1421
sz300993,9.76,2400.3,1.154,-0.61,1.2424,1422
sz002385,3.14,51427.5,0.387,-3.98,1.242,1423
sh688353,82.1,29281.2,0.59,-8.77,1.2406,1424
sz000554,6.23,13663.0,0.676,-4.59,1.2402,1425
sh600617,3.23,12197.0,0.712,-4.72,1.2397,1426
sz002064,9.83,44489.3,0.56,-11.6,1.2395,1427
sz300435,16.47,10483.8,0.668,-1.67,1.2386,1428
sz002373,7.38,10391.5,0.72,-3.4,1.2376,1429
sh605189,14.15,10513.1,0.75,-4.52,1.2375,1430
sh688118,20.4,4578.3,0.838,0.94,1.237,1431
sh600995,11.99,11088.4,0.681,-2.68,1.2365,1432
sh603348,14.41,3414.9,1.005,-0.62,1.2363,1433
sh600109,8.28,20369.7,0.604,-5.69,1.236,1434
sh688201,7.9,2133.9,0.868,7.63,1.2357,1435
sz000089,6.56,8815.1,0.67,0.0,1.2356,1436
sz300447,14.08,5374.1,0.691,4.14,1.2356,1437
sz301376,22.68,12381.6,0.466,5.59,1.2355,1438
sz000428,4.18,38952.7,0.602,-12.0,1.2343,1439
sz003043,64.82,39244.8,0.655,-14.12,1.2342,1440
sz300600,10.28,12199.8,0.57,0.78,1.2339,1441
sz300382,15.87,45318.7,0.526,-10.14,1.2337,1442
sh600329,35.39,6103.9,0.888,-3.25,1.2336,1443
sh600133,7.97,10408.3,0.707,-2.92,1.2336,1444
sz300890,26.7,11438.1,0.745,-5.12,1.2321,1445
sh601528,5.0,8712.6,0.658,0.6,1.2317,1446
sz002511,7.0,6456.3,0.82,-1.82,1.2313,1447
sh600323,28.9,12747.9,0.682,-3.99,1.2302,1448
sh603759,7.93,4077.4,0.949,-0.88,1.2295,1449
sh600152,7.75,9736.0,0.823,-5.95,1.2294,1450
sh601699,15.38,48427.3,0.499,-9.48,1.2289,1451
sh600735,6.66,3061.2,0.707,9.18,1.2283,1452
sh601990,6.7,12061.1,0.601,-0.3,1.2277,1453
sz300709,38.97,68515.1,0.366,-5.23,1.2264,1454
sz300871,21.55,8474.7,0.804,-3.97,1.2261,1455
sz300830,8.08,21837.4,0.482,-0.74,1.2259,1456
sz002675,12.77,6338.3,0.806,-1.16,1.2255,1457
sh603659,22.04,44740.0,0.499,-8.62,1.2253,1458
sh603808,8.76,2694.1,1.005,1.86,1.2249,1459
sz002390,2.96,8674.1,0.815,-4.52,1.2247,1460
sz001337,48.73,72098.9,0.384,-6.88,1.2244,1461
sh603701,19.29,7413.7,0.746,-0.77,1.2236,1462
sz300717,19.08,4262.4,0.757,4.32,1.2227,1463
sz300428,19.51,13063.5,0.498,3.56,1.2227,1464
sz300011,5.88,2673.7,1.229,-2.97,1.2223,1465
sh600527,2.19,7849.7,0.831,-3.95,1.2201,1466
sh688631,38.07,4601.5,1.12,-6.0,1.2199,1467
sz001323,17.98,2876.4,1.348,-5.91,1.2182,1468
sz002998,8.13,12781.9,0.574,0.37,1.218,1469
sz002057,9.13,12000.0,0.518,3.51,1.2177,1470
sz000983,6.49,53300.3,0.532,-11.82,1.217,1471
sh688108,15.76,12235.6,0.912,-10.56,1.2167,1472
sz301613,35.71,2601.0,1.153,-1.05,1.2163,1473
sh688619,14.84,5814.4,0.579,7.93,1.2162,1474
sz300157,3.69,14143.2,0.782,-8.21,1.2155,1475
sh600783,15.48,22352.5,0.556,-4.33,1.2146,1476
sz300978,8.84,3065.3,1.003,0.8,1.2129,1477
sz300745,27.99,16956.6,0.61,-3.85,1.2128,1478
sz300886,24.33,4650.1,0.912,-0.98,1.2115,1479
sz003035,5.34,27812.6,0.539,-5.65,1.2111,1480
sz002807,4.12,19410.6,0.48,0.73,1.2107,1481
sh603798,13.56,5768.1,0.668,4.55,1.2107,1482
sz300878,31.15,9154.8,0.804,-4.54,1.2104,1483
sz000403,10.11,5781.9,1.11,-7.92,1.2104,1484
sz300081,3.35,3156.5,0.738,8.06,1.2095,1485
sz002823,13.0,4262.8,0.848,1.72,1.2081,1486
sz002392,7.64,8824.3,0.691,-0.39,1.2071,1487
sh603908,19.5,2471.8,1.121,0.26,1.206,1488
sh600819,5.67,5109.9,0.89,-1.22,1.205,1489
sz300557,25.84,6801.5,0.745,0.35,1.2049,1490
sh603822,62.65,4846.8,0.587,9.57,1.2026,1491
sz300246,15.86,12913.1,0.495,4.07,1.2024,1492
sh603077,2.25,56654.8,0.397,-5.06,1.2015,1493
sz000705,7.01,3424.3,1.11,-2.64,1.2007,1494
sz300573,36.68,17019.9,0.742,-8.53,1.1999,1495
sz300411,8.21,9959.0,0.53,4.99,1.1995,1496
sh601061,11.35,20509.2,0.61,-5.57,1.1993,1497
sh600958,8.93,39818.7,0.408,-2.19,1.1978,1498
sh603178,16.02,15758.2,0.601,-2.55,1.1958,1499
sz000045,11.25,5440.1,0.67,5.24,1.1957,1500
sz002404,5.81,4724.4,0.86,0.52,1.1956,1501
sz002370,5.24,10335.4,0.811,-5.76,1.1949,1502
sz002162,4.15,14589.1,0.505,2.47,1.1944,1503
sz300584,31.29,7405.7,0.856,-3.78,1.1938,1504
sh600332,19.67,12081.2,0.667,-2.48,1.1936,1505
sh603366,7.33,28775.7,0.416,0.55,1.1936,1506
sz301336,43.94,5366.7,0.645,6.34,1.1934,1507
sh603926,17.58,9109.8,0.459,9.46,1.1932,1508
sh688217,25.79,2184.9,1.042,3.45,1.192,1509
sz002283,7.99,15292.5,0.714,-6.44,1.1908,1510
sh600956,7.04,5399.6,0.909,-2.09,1.1904,1511
sh600868,2.73,13486.6,0.705,-4.88,1.1901,1512
sh603136,9.19,13556.6,0.595,-0.76,1.1893,1513
sz300286,19.56,6692.2,0.746,0.67,1.1893,1514
sz300146,9.42,10470.3,0.759,-4.17,1.189,1515
sh600061,6.3,21451.0,0.538,-2.78,1.189,1516
sz002476,4.99,4180.7,0.98,-1.38,1.1872,1517
sz002746,6.28,12275.9,0.578,0.96,1.187,1518
sh603168,5.86,4825.0,0.863,0.34,1.1858,1519
sh688190,73.51,5993.0,0.793,0.27,1.1856,1520
sh600751,2.89,8362.0,0.937,-7.07,1.1847,1521
sh600582,4.88,12736.4,0.604,-0.41,1.1815,1522
sh688602,6.9,2777.0,0.91,4.55,1.1806,1523
sz300127,24.15,7589.9,0.83,-3.09,1.1798,1524
sh688325,107.85,9189.5,0.645,1.22,1.1789,1525
sz301577,59.82,6324.3,0.597,6.82,1.1787,1526
sz301202,39.54,5620.2,0.549,10.02,1.1783,1527
sh688015,16.83,2122.7,0.989,5.19,1.1772,1528
sh600300,3.09,11721.9,0.682,-2.52,1.1769,1529
sz301065,20.13,2901.5,1.007,1.67,1.1768,1530
sz002736,9.98,21938.3,0.519,-1.96,1.1766,1531
sz301118,23.95,6641.0,0.633,4.95,1.175,1532
sz002391,5.14,4422.4,0.978,-1.72,1.1747,1533
sz000586,13.62,16369.4,0.459,3.97,1.1744,1534
sh603096,15.92,3409.2,0.777,6.49,1.1743,1535
sz002830,14.99,6029.7,0.662,4.83,1.1733,1536
sz000959,3.47,10123.9,0.775,-4.14,1.1732,1537
sz000009,7.0,9479.6,0.754,-2.78,1.1694,1538
sh603045,49.67,44247.4,0.504,-8.09,1.1686,1539
sh688557,21.42,2963.2,0.918,3.88,1.1651,1540
sz301395,12.54,4259.0,0.694,7.18,1.1642,1541
sh600571,10.3,7064.5,0.947,-5.42,1.1638,1542
sh600566,24.57,12082.8,0.66,-1.84,1.1624,1543
sh601096,4.08,6119.1,0.913,-3.09,1.1621,1544
sh603317,12.8,9804.5,0.763,-3.32,1.1618,1545
sz000906,6.14,7498.5,0.509,9.25,1.1617,1546
sz301558,6.72,5213.3,0.818,1.2,1.1605,1547
sh603868,31.26,4271.5,0.768,4.72,1.1602,1548
sz301391,46.5,6183.6,0.8,0.13,1.1549,1549
sh603323,4.38,18213.6,0.512,0.46,1.1549,1550
sh603030,2.06,7887.7,0.835,-3.29,1.1543,1551
sz300627,26.67,17425.0,0.583,-2.27,1.1541,1552
sz002683,28.6,21162.8,0.542,-2.42,1.154,1553
sz002365,13.84,47286.5,0.491,-7.92,1.154,1554
sz300607,32.4,119855.1,0.365,-9.75,1.1523,1555
sh601228,3.03,6938.3,0.866,-2.88,1.1514,1556
sz300365,4.52,4305.1,1.099,-4.03,1.1512,1557
sz002561,7.37,10204.5,0.506,6.5,1.151,1558
sz002919,16.49,5233.0,1.072,-5.34,1.1508,1559
sh603161,14.95,8301.2,0.866,-4.66,1.1508,1560
sh603927,13.79,10245.2,0.643,0.58,1.1507,1561
sh603489,29.46,6725.2,0.656,4.28,1.148,1562
sz002346,18.52,16733.2,0.838,-10.7,1.1474,1563
sz301268,12.13,3769.2,1.495,-10.21,1.1463,1564
sh600248,2.83,5086.2,1.005,-3.41,1.1447,1565
sz300910,28.32,18014.5,0.451,3.81,1.1442,1566
sz000795,8.32,9513.2,0.835,-5.02,1.1434,1567
sz300073,38.21,37558.9,0.532,-7.48,1.1425,1568
sz300686,14.98,8320.2,0.72,0.0,1.1403,1569
sh603660,9.75,16089.1,0.788,-8.71,1.1387,1570
sz000883,4.36,13249.6,0.746,-5.42,1.1369,1571
sz000830,11.85,39728.5,0.433,-2.87,1.1368,1572
sz301063,18.14,2611.1,1.214,-1.36,1.1357,1573
sz002351,10.03,5842.3,0.879,-1.38,1.1355,1574
sz301136,11.84,10234.7,0.584,3.14,1.135,1575
sh688187,45.77,15323.6,0.656,-3.66,1.1344,1576
sz300232,5.36,6508.5,0.89,-2.72,1.1342,1577
sh600867,7.85,10733.6,0.747,-3.33,1.133,1578
sz002549,13.3,22876.1,0.53,-2.35,1.1321,1579
sh603238,12.54,3267.6,0.894,3.98,1.1321,1580
sz001301,48.63,26393.9,1.144,-22.65,1.1315,1581
sh600198,7.48,19671.2,0.67,-6.62,1.1306,1582
sz300003,11.58,15158.1,0.656,-3.5,1.13,1583
sz002695,10.53,8201.6,0.737,-0.28,1.1279,1584
sh688006,21.2,17187.7,0.734,-7.46,1.1277,1585
sz002348,10.86,14481.9,0.651,-2.86,1.1275,1586
sz300472,6.92,2248.6,1.176,1.02,1.1251,1587
sh603378,4.9,7788.9,2.069,-25.08,1.1249,1588
sz300052,10.25,14401.7,0.684,-3.94,1.1226,1589
sh603076,20.38,2971.9,1.226,-2.72,1.1221,1590
sh600416,8.44,10799.1,0.696,-1.52,1.1214,1591
sz300441,7.09,3249.0,0.88,4.57,1.1208,1592
sz002911,11.06,5658.4,0.845,0.09,1.1205,1593
sz301272,35.68,2488.8,1.054,2.76,1.1196,1594
sz000791,7.13,14246.9,0.638,-2.06,1.1186,1595
sz301059,12.81,3172.2,0.759,8.47,1.1185,1596
sh601177,13.73,8309.6,0.7,0.96,1.1182,1597
sz000968,6.85,20710.9,0.573,-3.11,1.1178,1598
sh601298,9.69,9432.1,0.521,6.95,1.1174,1599
sh603900,6.53,24629.8,0.459,0.62,1.1172,1600
sh603656,17.57,2553.3,1.145,0.51,1.1167,1601
sh600251,10.36,37954.7,0.418,-1.33,1.1157,1602
sh603680,10.21,4683.4,0.959,-1.07,1.1148,1603
sh600558,4.75,5110.1,1.053,-4.23,1.1141,1604
sz002628,5.07,15013.6,0.458,5.62,1.1125,1605
sz300912,19.97,6785.2,0.744,1.53,1.112,1606
sz300020,3.8,7275.2,0.483,11.44,1.112,1607
sh601615,9.72,45543.2,0.581,-11.15,1.1111,1608
sh600501,14.52,8187.0,0.675,2.11,1.1104,1609
sh600056,8.96,7946.8,0.875,-3.97,1.1102,1610
sz002769,6.74,10081.9,0.827,-4.94,1.1091,1611
sz000659,2.71,6913.1,0.962,-4.91,1.1085,1612
sh600829,9.69,16252.1,0.68,-4.81,1.1078,1613
sz002583,8.02,14370.8,0.727,-5.2,1.1052,1614
sz002444,28.0,25260.2,0.636,-7.47,1.105,1615
sz000422,11.97,29078.1,0.515,-3.7,1.1047,1616
sh600623,8.48,12795.4,0.578,1.56,1.1045,1617
sh600718,7.99,6607.4,0.914,-3.15,1.1041,1618
sh600116,6.08,7681.0,0.894,-4.1,1.104,1619
sz002247,2.44,4500.6,0.923,0.41,1.1024,1620
sh688278,53.1,14641.2,0.936,-11.5,1.0987,1621
sz300328,13.51,68884.0,0.773,-22.04,1.0981,1622
sh600908,5.75,12625.3,0.529,3.98,1.0975,1623
sz300096,9.02,3502.5,1.031,0.22,1.0971,1624
sz301005,60.77,33054.7,0.719,-13.0,1.0944,1625
sz300240,6.09,3955.9,1.046,-1.3,1.0942,1626
sz000708,12.96,17166.1,0.716,-6.43,1.0939,1627
sh600123,7.01,16557.1,0.64,-3.31,1.093,1628
sz301017,12.72,6200.9,0.99,-4.36,1.0929,1629
sz000153,6.17,8145.2,0.803,-1.91,1.0928,1630
sh600477,2.42,8308.4,0.827,-2.81,1.0913,1631
sh688787,92.56,18087.9,0.731,-7.42,1.091,1632
sz300269,4.57,5920.6,1.113,-6.73,1.0906,1633
sz002497,16.38,48644.0,0.631,-13.56,1.0904,1634
sz301033,55.96,4649.8,0.802,3.69,1.0898,1635
sh600969,9.8,24649.1,0.42,3.16,1.089,1636
sz000415,4.17,28720.3,0.616,-7.74,1.0884,1637
sz300231,8.28,6971.7,0.805,-0.36,1.087,1638
sz301609,30.94,6289.5,1.08,-6.55,1.0861,1639
sz002970,43.93,21211.3,0.786,-10.71,1.0861,1640
sz301365,36.59,10851.3,0.992,-9.81,1.0838,1641
sz300393,6.11,10076.7,0.766,-2.71,1.0834,1642
sh603496,23.0,16385.2,0.628,-2.62,1.0831,1643
sz300288,9.77,3611.8,1.137,-2.3,1.0825,1644
sh600151,9.36,20121.4,0.67,-6.21,1.0819,1645
sz300735,18.63,24364.6,0.621,-6.24,1.0802,1646
sz301288,17.4,2294.2,1.164,1.64,1.079,1647
sz300183,10.9,7431.3,0.748,0.93,1.0788,1648
sz300440,17.53,21969.0,0.701,-8.12,1.0747,1649
sh603059,25.49,3627.7,0.871,4.3,1.0741,1650
sh688692,206.62,19820.9,0.62,-4.05,1.0723,1651
sh600676,6.66,5191.1,0.967,-1.77,1.0721,1652
sz301238,16.14,11498.8,0.661,-0.25,1.0714,1653
sz001222,15.75,10174.5,0.482,8.7,1.071,1654
sz301413,56.32,15766.9,0.739,-6.09,1.0704,1655
sh603713,67.63,12443.3,0.484,6.64,1.0683,1656
sz001236,7.79,10293.3,0.759,-2.5,1.0679,1657
sz300190,3.84,6482.1,0.675,4.92,1.0672,1658
sh600292,11.38,9971.1,1.003,-9.03,1.0666,1659
sz002659,4.6,5892.0,0.835,0.66,1.0665,1660
sh688408,23.17,9078.2,0.964,-7.13,1.0663,1661
sz000517,2.01,7740.9,1.265,-12.23,1.066,1662
sh600071,16.8,4221.5,0.758,6.33,1.0656,1663
sz002177,5.5,17392.7,0.81,-9.24,1.0655,1664
sh605133,24.75,11970.5,1.006,-10.88,1.0652,1665
sh600455,24.37,3456.4,1.081,-0.41,1.0649,1666
sh688063,41.33,18322.7,0.708,-6.43,1.0638,1667
sz300332,4.84,13207.7,0.725,-3.78,1.0634,1668
sh600692,6.51,4356.7,0.922,1.24,1.063,1669
sh600643,4.03,6500.5,0.92,-2.66,1.0626,1670
sz002235,7.84,18148.4,0.843,-10.6,1.0616,1671
sh600302,7.1,3345.0,0.766,8.4,1.0613,1672
sz301516,19.78,26650.4,0.45,1.02,1.061,1673
sh601808,12.12,18562.1,0.584,-1.78,1.0607,1674
sz300227,10.85,38107.3,0.57,-8.28,1.0599,1675
sz000552,2.46,22006.2,0.66,-6.46,1.0585,1676
sz002512,3.86,9069.2,0.877,-4.69,1.0577,1677
sh600007,19.86,4536.6,0.785,4.86,1.0563,1678
sz002069,3.68,5535.3,0.817,1.94,1.056,1679
sz301557,85.2,5166.7,0.887,0.6,1.0547,1680
sz000919,6.49,7390.7,0.874,-2.55,1.0536,1681
sh688151,17.0,7297.9,0.611,6.38,1.0536,1682
sz002524,4.02,4790.6,0.976,-0.99,1.0533,1683
sz002716,9.56,223106.6,0.379,-15.55,1.0513,1684
sz300769,41.06,35815.6,0.683,-11.96,1.0496,1685
sh600468,6.06,25779.5,0.656,-7.76,1.0496,1686
sz301261,56.09,11427.2,0.63,1.26,1.0491,1687
sz300636,7.01,3341.1,1.024,1.45,1.049,1688
sh688310,16.02,2748.3,0.883,7.01,1.0475,1689
sz300801,22.15,6800.0,0.9,-2.34,1.0447,1690
sz002670,11.7,47905.9,0.291,6.17,1.0447,1691
sh603262,18.61,8592.4,0.768,-0.75,1.0442,1692
sh688160,97.5,10926.1,0.662,0.56,1.0437,1693
sh605300,10.46,10287.8,0.523,6.95,1.0435,1694
sh603282,17.35,3235.2,0.802,7.83,1.043,1695
sz002662,3.1,3643.6,1.347,-6.06,1.0428,1696
sh601700,6.31,87244.8,0.616,-18.05,1.0376,1697
sz300432,13.25,49060.1,0.716,-16.09,1.036,1698
sh603395,26.78,47296.7,0.503,-7.05,1.0359,1699
sh601997,5.52,27525.7,0.49,-1.08,1.0358,1700
sz301000,24.61,7189.0,0.733,2.29,1.0357,1701
sh600678,5.73,4896.5,0.86,2.14,1.0347,1702
sz300195,6.3,7225.2,0.515,10.92,1.0338,1703
sz002676,5.3,5169.1,0.803,3.31,1.0326,1704
sz301279,23.99,5518.7,0.519,13.37,1.0323,1705
sh603315,11.04,8033.7,0.954,-5.24,1.0315,1706
sz002692,4.27,5217.7,0.952,-0.93,1.0307,1707
sh605296,33.6,12444.1,0.535,4.64,1.0304,1708
sh603677,14.41,2692.5,0.941,5.88,1.0302,1709
sh603998,10.45,12824.6,0.528,4.71,1.0298,1710
sz300564,12.61,3471.6,1.14,-1.33,1.0295,1711
sz301277,10.45,2969.8,1.155,-0.1,1.0288,1712
sz300761,20.74,16476.2,0.433,7.13,1.0286,1713
sh603697,9.06,4334.4,1.052,-1.52,1.0286,1714
sz002941,10.44,9233.1,0.892,-4.92,1.0285,1715
sz300885,19.09,5274.6,0.954,-1.04,1.0265,1716
sz002452,11.82,17778.8,0.491,3.32,1.0265,1717
sh603090,39.08,32770.6,0.392,2.84,1.0257,1718
sz301028,13.62,5116.1,0.785,4.05,1.0256,1719
sh601101,13.25,43629.8,0.402,-0.6,1.0243,1720
sz002058,17.34,5365.1,0.722,5.67,1.0239,1721
sz003037,5.84,2635.6,1.127,1.74,1.0232,1722
sh600008,2.73,19912.1,0.674,-5.54,1.0231,1723
sh600533,2.23,4546.7,0.938,0.9,1.0218,1724
sz301001,25.59,3553.2,0.806,7.07,1.0213,1725
sz000049,22.46,10451.7,0.846,-4.75,1.0211,1726
sz300832,48.92,22344.4,0.633,-5.1,1.021,1727
sh600741,14.82,24055.4,0.585,-3.89,1.0208,1728
sh688055,3.8,3032.1,1.038,2.43,1.0206,1729
sz002004,4.37,13610.8,0.675,-1.8,1.0203,1730
sh601000,4.32,19158.0,0.696,-5.88,1.0172,1731
sh601117,7.16,39150.6,0.515,-5.54,1.017,1732
sz000723,3.52,35567.6,0.624,-9.28,1.0167,1733
sz301468,33.15,13464.2,0.74,-3.91,1.0162,1734
sh600706,8.32,18326.7,0.51,2.21,1.0156,1735
sh600517,4.93,10814.7,0.701,-0.4,1.0151,1736
sz000417,5.69,28921.9,0.458,0.35,1.0142,1737
sz000543,7.15,14825.0,0.724,-4.28,1.0136,1738
sh600262,14.83,8610.8,0.856,-3.01,1.012,1739
sz000821,7.57,6049.6,0.759,3.42,1.011,1740
sz301588,26.97,7768.4,1.055,-7.13,1.0106,1741
sh600351,6.73,13530.1,0.727,-3.44,1.0097,1742
sh603486,50.75,22120.3,0.653,-5.63,1.0094,1743
sz002054,7.21,6029.3,0.915,-1.1,1.0084,1744
sz002870,49.36,24132.2,0.403,5.36,1.0082,1745
sz002726,2.48,15938.2,0.781,-6.77,1.0064,1746
sz002133,2.87,7270.2,0.712,3.24,1.0058,1747
sh600765,13.35,26532.0,0.482,0.07,1.0046,1748
sh601022,8.46,9350.4,0.663,2.55,1.004,1749
sz300242,3.89,6072.3,1.017,-3.71,1.0035,1750
sz002459,6.88,21610.5,0.654,-5.36,1.0032,1751
sz002092,4.41,27381.4,0.523,-2.22,1.0031,1752
sz300980,24.14,7924.1,0.627,5.55,1.0021,1753
sz003010,27.89,23728.0,0.665,-6.66,1.0,1754
sz002833,18.68,7713.8,0.644,5.18,0.9998,1755
sh603505,15.22,13173.3,0.672,-1.1,0.9992,1756
sz002901,41.72,6139.9,1.284,-9.48,0.9991,1757
sz002139,9.63,12498.6,0.653,0.1,0.9984,1758
sz000935,20.6,9401.4,1.094,-9.73,0.9974,1759
sh603633,6.37,4010.8,1.139,-2.3,0.9959,1760
sz002537,5.7,23014.5,0.75,-9.24,0.9949,1761
sz000558,3.61,15615.2,0.581,0.84,0.9949,1762
sz002340,6.22,35184.7,0.568,-6.61,0.9947,1763
sh600797,6.62,9446.5,0.805,-2.22,0.9943,1764
sz002933,27.81,4282.6,0.828,4.9,0.9931,1765
sh600688,2.78,19313.1,0.619,-2.8,0.9923,1766
sz300596,40.81,10075.4,0.782,-2.11,0.9915,1767
sz301175,5.59,7033.8,0.829,0.0,0.9915,1768
sz002926,8.35,13515.1,0.668,-1.11,0.9913,1769
sz300436,87.08,25198.1,0.695,-8.24,0.9913,1770
sz300718,53.06,22490.9,0.617,-4.17,0.9912,1771
sz300999,24.86,36667.9,0.493,-3.49,0.9904,1772
sh600970,7.61,10762.0,0.753,-1.81,0.9903,1773
sh600800,3.17,6690.3,1.167,-7.85,0.9884,1774
sz002237,13.33,38624.9,0.648,-10.66,0.988,1775
sh605136,8.43,6543.7,0.729,3.95,0.9862,1776
sz002352,30.89,55122.5,0.476,-6.56,0.9857,1777
sz002657,15.27,14808.0,0.776,-5.62,0.9857,1778
sz301211,12.59,13286.9,0.737,-3.3,0.9849,1779
sz300467,33.45,10523.2,0.68,1.0,0.9846,1780
sz002100,7.74,22904.7,0.415,5.45,0.9845,1781
sh600603,4.66,6983.2,0.791,1.3,0.9843,1782
sh603797,4.94,4357.5,0.819,5.11,0.9839,1783
sz300786,15.0,11196.4,0.825,-4.34,0.9818,1784
sh603014,31.58,3121.1,1.204,-1.03,0.9818,1785
sz301287,40.5,3720.6,1.243,-3.55,0.9818,1786
sz003004,60.62,15011.3,1.008,-12.14,0.9817,1787
sz300700,17.49,15981.2,0.801,-7.12,0.9817,1788
sh600975,5.16,19969.8,0.502,2.18,0.9801,1789
