sym,close,amt20_wan,volbr,ret20_pct,comp_prov,rank_prov
sz300933,6.52,8200.2,0.478,-1.51,1.3799,1151
sz301286,47.15,7704.9,0.499,-1.26,1.3799,1152
sh600271,6.61,6549.4,0.92,-4.34,1.3795,1153
sz002350,13.71,11939.6,0.528,-5.71,1.3795,1154
sh600056,8.86,7665.8,0.855,-5.24,1.3794,1155
sz002563,5.44,8310.8,0.756,-5.06,1.3793,1156
sz301258,26.81,2217.2,1.403,2.48,1.3775,1157
sz002721,2.66,40007.0,0.244,-11.04,1.3769,1158
sz002866,14.3,6523.5,0.898,-4.09,1.3767,1159
sz000889,3.7,17384.4,0.48,-8.42,1.3765,1160
sz300817,16.52,4236.8,0.757,1.16,1.3761,1161
sh600035,3.65,5646.3,0.577,0.55,1.3759,1162
sz300887,7.02,6566.4,0.697,-2.23,1.3739,1163
sh600195,6.64,5328.2,0.883,-2.06,1.3736,1164
sz002448,10.89,17526.7,0.626,-10.44,1.3733,1165
sz300758,11.31,9843.0,0.384,-1.48,1.3731,1166
sz301212,26.3,4041.4,0.467,5.24,1.3728,1167
sh600116,6.05,7574.2,0.755,-4.12,1.3724,1168
sz002121,4.19,17059.9,1.139,-14.66,1.3723,1169
sz002190,23.46,28318.8,0.253,-8.07,1.3721,1170
sh600258,11.09,22464.6,0.456,-10.35,1.3721,1171
sh601865,9.27,11220.7,0.663,-6.74,1.3711,1172
sz300890,26.25,10494.2,0.591,-5.27,1.371,1173
sz301602,16.18,5295.1,0.973,-2.71,1.3707,1174
sz301121,36.19,4311.0,0.744,1.2,1.3697,1175
sz002117,7.94,5845.0,0.746,-1.61,1.3691,1176
sh600969,9.79,23115.7,0.258,-6.32,1.369,1177
sz000899,8.98,11251.4,0.708,-7.23,1.3681,1178
sz300702,21.3,4855.8,0.912,-1.39,1.3679,1179
sz002919,16.48,5275.8,1.095,-3.51,1.3673,1180
sz300272,5.85,3560.3,1.331,-1.35,1.3665,1181
sz301468,32.11,13157.9,0.731,-8.88,1.3658,1182
sz001205,14.61,5175.6,0.579,1.46,1.3651,1183
sz300893,13.73,5025.3,1.349,-4.59,1.3634,1184
sz002182,11.39,13000.4,0.63,-7.62,1.3632,1185
sz002982,12.42,5743.1,0.72,-1.11,1.3631,1186
sz000157,6.04,26237.4,0.694,-14.81,1.3629,1187
sh603030,2.04,7810.9,0.624,-2.86,1.3627,1188
sz300172,4.51,4081.7,1.414,-3.01,1.3621,1189
sz301090,7.08,5391.3,0.535,1.72,1.3601,1190
sh603193,20.18,5680.7,0.667,-0.39,1.3595,1191
sh600829,9.62,14495.5,0.673,-9.07,1.3586,1192
sh603711,11.74,5563.1,0.475,2.35,1.3581,1193
sz300777,21.05,11832.5,0.707,-7.55,1.3575,1194
sz003002,15.4,17665.8,0.439,-7.67,1.3575,1195
sz002863,4.76,4534.1,0.748,0.85,1.3572,1196
sz300735,18.47,22560.7,0.561,-11.75,1.3569,1197
sz300565,9.78,7571.9,0.639,-2.69,1.3565,1198
sz300191,31.11,46749.4,0.463,-17.02,1.3562,1199
sz301418,35.22,3548.4,1.515,-2.17,1.356,1200
sh603261,53.0,15929.1,0.66,-9.76,1.3556,1201
sz300972,155.26,33018.6,0.795,-17.85,1.3555,1202
sh603088,10.15,8210.7,0.486,-1.36,1.3551,1203
sz002132,4.09,22084.5,0.491,-10.5,1.352,1204
sz300069,24.69,12618.0,0.579,-6.58,1.3509,1205
sz002671,4.03,3877.5,0.867,1.26,1.3502,1206
sz300682,8.74,11301.5,0.893,-8.77,1.3477,1207
sz002449,6.59,6265.3,0.607,-0.45,1.347,1208
sz300181,12.95,12630.1,0.791,-8.87,1.3464,1209
sh600249,5.36,6033.4,0.543,0.75,1.3452,1210
sh603214,13.5,7151.6,0.559,-1.03,1.3449,1211
sh603737,21.5,20416.9,0.811,-13.45,1.3436,1212
sh600512,2.05,4825.6,0.846,-0.49,1.3433,1213
sh600868,2.72,13082.9,0.468,-5.23,1.3427,1214
sh600480,7.81,9837.9,0.751,-6.13,1.3413,1215
sz002495,2.4,4792.5,0.803,0.0,1.34,1216
sz300712,20.44,3000.4,0.988,2.77,1.3395,1217
sh603909,9.88,2283.9,1.434,2.49,1.3391,1218
sz002993,34.28,17627.5,0.82,-12.13,1.3389,1219
sz002017,14.2,60604.2,0.272,-15.22,1.3388,1220
sz002112,14.1,14529.0,0.607,-8.08,1.3382,1221
sz300098,4.24,13782.3,0.547,-6.81,1.3381,1222
sz002984,12.93,11344.2,0.869,-8.49,1.3378,1223
sz301219,40.05,21730.3,0.811,-13.94,1.3372,1224
sh603527,9.65,6962.6,0.868,-3.98,1.3371,1225
sh600782,2.63,10276.3,0.927,-8.04,1.336,1226
sz000525,4.47,12636.7,0.436,-4.28,1.3347,1227
sh603969,7.38,7551.6,0.648,-2.51,1.3341,1228
sh600131,14.08,8690.5,0.822,-5.57,1.3327,1229
sz001203,23.11,35959.8,0.596,-16.21,1.3322,1230
sz001335,33.63,2165.1,1.273,3.96,1.3315,1231
sz301033,54.35,4550.6,0.744,1.15,1.3309,1232
sh600854,4.73,2810.6,1.076,2.83,1.3306,1233
sh600459,18.53,27272.8,0.706,-14.92,1.3304,1234
sz300333,11.6,41561.2,0.476,-15.82,1.3292,1235
sz002825,9.43,5839.2,0.355,4.43,1.3285,1236
sh600257,5.48,10908.6,0.51,-4.03,1.3279,1237
sh600273,6.27,9528.8,0.741,-5.57,1.3272,1238
sz000589,4.2,9436.2,0.532,-3.0,1.3269,1239
sz001387,12.18,3130.5,1.325,0.33,1.3263,1240
sz300366,5.45,3546.9,0.546,5.83,1.3259,1241
sh600597,6.69,7204.8,0.606,-1.47,1.3257,1242
sz300640,6.41,7015.9,0.989,-4.9,1.3255,1243
sz002765,6.88,8601.5,0.458,-1.01,1.3255,1244
sz300022,7.87,7294.6,0.995,-5.29,1.3251,1245
sz001388,19.59,12038.5,0.802,-8.29,1.3247,1246
sz002334,6.5,6969.5,0.868,-3.85,1.3243,1247
sz002021,2.57,6368.1,1.16,-5.17,1.3226,1248
sh603797,4.9,4262.0,0.662,2.73,1.3225,1249
sz002420,6.08,4559.7,0.642,2.36,1.321,1250
sz300848,11.23,3432.4,1.765,-2.6,1.3208,1251
sz002380,27.02,10877.5,0.518,-4.01,1.319,1252
sh603787,10.46,2286.0,1.184,4.18,1.3159,1253
sz002628,5.0,13343.1,0.482,-5.3,1.3148,1254
sz300608,9.86,7224.8,0.721,-2.67,1.3135,1255
sh603505,14.91,12453.2,0.59,-6.17,1.3133,1256
sz301137,30.74,9516.6,0.581,-3.58,1.3129,1257
sz301515,20.38,2495.7,1.196,3.35,1.312,1258
sz002722,13.28,3407.2,0.917,2.47,1.3118,1259
sh600300,3.06,11408.9,0.54,-4.67,1.311,1260
sz002923,10.85,5811.5,0.856,-1.9,1.3097,1261
sz000837,9.61,11102.4,0.603,-5.23,1.3096,1262
sz300948,19.63,6104.9,1.36,-5.81,1.3084,1263
sz002058,17.22,5291.1,0.526,2.62,1.3078,1264
sz002406,6.45,7190.6,0.914,-4.3,1.3058,1265
sz002086,2.04,13888.1,0.572,-6.85,1.3055,1266
sh600278,6.55,4098.4,0.659,3.31,1.3055,1267
sz301185,17.35,3036.0,0.716,5.47,1.3045,1268
sh600075,4.53,12256.0,0.422,-3.41,1.3043,1269
sz300405,5.8,4382.3,0.884,0.52,1.3038,1270
sh601228,3.03,6741.9,0.694,-1.62,1.3033,1271
sz002069,3.67,5519.3,0.664,0.55,1.3029,1272
sh603990,19.12,32800.0,0.682,-16.03,1.3025,1273
sh605186,26.11,4602.8,0.77,1.12,1.3022,1274
sz002278,7.96,12920.6,0.39,-3.28,1.302,1275
sz300351,13.88,9111.4,0.552,-2.66,1.3018,1276
sh600269,3.77,6957.0,0.665,-1.57,1.3013,1277
sh600797,6.51,9348.0,0.663,-4.26,1.3011,1278
sz300444,8.64,22392.3,0.539,-10.74,1.3007,1279
sh603331,12.46,6207.4,0.85,-2.35,1.3003,1280
sz300547,24.55,19034.4,0.597,-10.01,1.3002,1281
sz002626,16.19,6637.6,1.011,-4.26,1.3,1282
sh600071,16.67,4183.0,0.691,2.84,1.2998,1283
sz301162,36.73,5390.6,0.987,-2.16,1.2997,1284
sz300500,9.65,3297.7,0.921,2.88,1.2996,1285
sz003015,12.39,4616.8,0.777,1.06,1.2995,1286
sh605388,6.05,5896.8,0.74,-0.82,1.2988,1287
sh600527,2.19,7708.0,0.765,-3.52,1.2984,1288
sz300769,40.06,34055.1,0.549,-14.71,1.2982,1289
sz300084,10.2,8894.0,0.428,-0.49,1.2978,1290
sz000707,4.57,3493.4,1.548,-1.51,1.2973,1291
sz002511,6.91,6315.4,0.846,-2.4,1.2946,1292
sh605155,14.67,2924.8,0.922,4.04,1.2936,1293
sz301501,27.83,2708.7,1.526,0.98,1.2934,1294
sz002875,12.97,7748.6,0.469,0.15,1.293,1295
sz301518,24.7,6128.7,0.659,-0.24,1.2927,1296
sz301328,50.39,12571.1,0.958,-9.63,1.2915,1297
sz300730,11.38,4772.3,1.3,-2.98,1.2894,1298
sz000936,5.45,11061.3,0.611,-5.05,1.2885,1299
sz000688,24.94,46884.9,0.722,-19.57,1.2874,1300
sh603871,12.07,13393.3,1.033,-10.72,1.2868,1301
sz002154,3.84,9660.0,0.834,-6.11,1.2867,1302
sh603927,13.57,9603.8,0.549,-2.93,1.2864,1303
sz300912,19.94,6644.2,0.576,0.1,1.2859,1304
sz300307,7.23,9836.4,0.615,-3.98,1.2853,1305
sz002769,6.73,10217.3,0.633,-4.54,1.2845,1306
sz300937,24.37,8743.5,0.656,-3.37,1.284,1307
sh603279,10.99,8361.1,0.716,-3.6,1.2827,1308
sz002582,9.45,19961.9,0.458,-8.25,1.2827,1309
sz300471,9.97,5065.0,0.67,1.53,1.2813,1310
sh601003,3.49,8836.4,0.829,-5.16,1.2792,1311
sz300810,25.04,10060.8,0.414,-1.14,1.2782,1312
sz001258,10.44,115282.3,0.446,-24.13,1.2775,1313
sz300146,9.31,10532.4,0.682,-5.29,1.2771,1314
sz300605,10.24,5422.6,0.75,0.1,1.277,1315
sz300527,8.18,7227.0,0.544,-0.12,1.2757,1316
sz300556,15.98,9847.6,0.436,-1.3,1.2739,1317
sz301118,23.42,6225.9,0.759,-1.22,1.2738,1318
sz300596,40.68,9754.9,0.762,-5.37,1.2733,1319
sh605133,24.6,11964.7,1.184,-10.55,1.2729,1320
sz300130,17.9,20934.4,0.473,-8.81,1.2723,1321
sh601700,6.25,80738.5,0.306,-17.98,1.2717,1322
sz002524,4.03,4773.1,0.897,0.0,1.2716,1323
sh603906,17.62,23110.2,0.507,-10.24,1.2711,1324
sh600017,2.79,10112.6,0.647,-4.45,1.2706,1325
sz000720,3.62,15905.9,0.552,-7.42,1.269,1326
sh600425,3.61,5632.6,0.981,-2.17,1.2689,1327
sz002675,12.68,6278.7,0.767,-1.32,1.2688,1328
sz301428,27.31,6798.3,0.774,-2.11,1.2687,1329
sz300074,3.83,6271.1,0.792,-1.54,1.268,1330
sz300445,19.05,5046.9,0.686,1.55,1.2672,1331
sh605305,30.73,12410.5,0.553,-5.13,1.2671,1332
sz300332,4.82,12925.6,0.453,-3.98,1.2663,1333
sz000503,6.76,7849.5,0.657,-2.17,1.265,1334
sz300452,13.12,4929.4,0.725,1.39,1.2636,1335
sz000726,6.07,5016.1,0.684,1.68,1.2628,1336
sz300961,11.84,16475.8,0.235,-1.25,1.2621,1337
sh600502,4.16,13152.1,0.965,-9.76,1.262,1338
sz000813,3.2,21979.2,0.295,-5.6,1.2616,1339
sz000702,5.69,8565.4,0.358,1.61,1.2614,1340
sh600198,7.36,18945.4,0.438,-7.19,1.2606,1341
sz002820,9.75,10617.0,0.441,-1.91,1.2601,1342
sz002496,2.13,6576.0,0.788,-1.84,1.2601,1343
sz300141,9.93,5120.0,0.86,-0.2,1.2599,1344
sh600085,23.34,9942.4,0.645,-4.15,1.2598,1345
sh600363,14.55,46241.3,0.822,-20.1,1.2593,1346
sz000014,10.64,7995.5,0.725,-3.01,1.2592,1347
sh600655,4.47,6753.2,0.974,-3.66,1.2587,1348
sz002590,9.6,5968.1,0.668,0.31,1.2574,1349
sz300549,14.95,2629.3,1.07,4.33,1.2573,1350
sz002591,6.37,7062.9,0.603,-0.47,1.2573,1351
sz300561,14.73,29811.5,0.68,-14.61,1.2568,1352
sz002016,4.67,4959.7,0.827,0.43,1.2559,1353
sz300245,6.05,5468.4,0.593,2.02,1.2555,1354
sz002748,12.11,5124.6,0.737,1.0,1.2554,1355
sz002036,6.16,21962.3,0.496,-9.41,1.2552,1356
sz300006,5.45,14976.6,0.903,-10.36,1.2537,1357
sh600579,7.16,4530.0,0.71,2.43,1.2534,1358
sz002783,8.02,6241.0,0.654,0.12,1.252,1359
sh600750,22.14,8832.7,0.94,-5.79,1.2516,1360
sh605166,8.7,4050.8,0.679,3.82,1.2516,1361
sz000428,4.02,37481.6,0.406,-12.8,1.2512,1362
sz002539,12.04,19838.6,0.619,-10.08,1.2501,1363
sh600820,5.23,11428.7,0.471,-2.97,1.2498,1364
sz300654,9.57,9546.0,0.564,-2.64,1.2495,1365
sh605588,47.14,4639.8,1.073,-0.82,1.2485,1366
sh603868,31.0,4267.6,0.785,2.31,1.2464,1367
sz002571,10.97,5766.7,0.541,2.33,1.2464,1368
sz002237,12.84,35651.5,0.706,-16.41,1.2459,1369
sz000679,6.48,8390.2,0.348,2.21,1.2451,1370
sz000929,9.17,3764.4,1.002,1.66,1.2449,1371
sz000686,7.64,12290.5,0.665,-6.14,1.2433,1372
sz002609,7.81,3694.9,1.119,1.03,1.2423,1373
sh603829,15.6,4307.2,0.871,1.5,1.2423,1374
sz002034,14.15,9355.1,0.552,-2.21,1.242,1375
sh603197,29.36,8087.8,0.664,-2.26,1.2418,1376
sz002547,2.45,6369.8,1.891,-7.89,1.2417,1377
sh603933,19.33,4856.5,0.889,0.26,1.2408,1378
sz002064,9.61,43027.4,0.637,-17.3,1.24,1379
sz000680,9.04,18640.2,1.013,-13.08,1.2399,1380
sh600250,9.07,21014.9,0.306,-5.22,1.2395,1381
sz002267,7.12,7664.8,0.344,3.19,1.2392,1382
sh600824,3.66,6882.4,0.58,0.27,1.2383,1383
sz002588,7.54,14598.7,0.476,-5.16,1.2378,1384
sz300783,16.56,9395.8,0.631,-3.21,1.2377,1385
sh601083,12.75,16673.3,0.33,-3.63,1.2369,1386
sh601002,5.22,5848.0,0.816,-0.76,1.2367,1387
sh603218,9.31,8052.2,0.959,-4.9,1.2357,1388
sz300844,24.13,3548.2,1.041,2.03,1.2352,1389
sz000985,17.23,5912.1,0.407,4.36,1.2349,1390
sh600742,7.79,4791.5,0.882,0.52,1.2344,1391
sz301077,21.9,4665.9,0.463,5.59,1.2338,1392
sz002111,9.35,8323.9,0.522,-0.64,1.2338,1393
sh601375,3.95,15072.4,0.577,-6.84,1.2335,1394
sh600568,2.41,2348.1,0.556,10.55,1.2327,1395
sz002707,5.09,12562.0,0.61,-5.57,1.2324,1396
sh601008,4.4,11528.0,0.322,0.0,1.2324,1397
sz000554,6.26,13508.6,0.401,-3.1,1.232,1398
sz002677,6.4,3943.2,2.848,-6.43,1.2317,1399
sz002651,8.13,21824.4,0.284,-4.91,1.2313,1400
sh603889,6.03,6008.1,0.719,0.0,1.2309,1401
sz301632,13.06,5541.1,1.171,-2.9,1.2309,1402
sz301138,29.93,3122.7,0.839,4.91,1.2274,1403
sh603416,46.37,7145.5,0.702,-1.36,1.2268,1404
sz301001,25.55,3558.7,0.562,6.73,1.226,1405
sz000883,4.34,13053.5,0.611,-5.86,1.2258,1406
sz000567,5.9,22607.8,0.382,-7.38,1.225,1407
sz301169,53.2,9672.3,0.694,-4.04,1.2247,1408
sh600928,3.48,10234.1,0.569,-3.06,1.2236,1409
sh600477,2.4,8353.4,0.787,-3.61,1.2235,1410
sz300123,4.36,14709.7,0.461,-4.8,1.2225,1411
sz300119,16.66,8093.7,0.77,-3.14,1.2213,1412
sz000570,5.28,4469.6,0.77,2.33,1.2208,1413
sh603589,17.58,10963.9,1.018,-8.01,1.2198,1414
sz002140,9.22,6196.5,0.675,0.33,1.2197,1415
sz300822,11.5,5161.8,0.532,3.79,1.2186,1416
sh603823,45.42,122127.9,1.535,-33.22,1.217,1417
sz002695,10.53,8188.8,0.661,-2.05,1.2167,1418
sz001311,17.14,6544.5,0.802,-1.44,1.2165,1419
sz300633,19.26,8001.9,0.635,-1.53,1.2165,1420
sz002247,2.45,4526.5,0.936,0.82,1.2145,1421
sz002438,13.76,8171.9,0.542,-0.51,1.2126,1422
sh600126,6.06,23688.2,0.608,-11.14,1.2124,1423
sz000825,3.34,10564.6,0.91,-6.7,1.2095,1424
sh603177,11.11,5397.1,0.648,2.02,1.209,1425
sh601226,6.53,6606.0,0.811,-1.51,1.2085,1426
sh603332,12.03,3928.7,0.821,3.17,1.2083,1427
sz300877,27.45,6460.2,0.576,1.25,1.2082,1428
sz300880,18.98,7564.8,0.721,-1.86,1.2067,1429
sz002322,11.99,8082.6,0.599,-1.07,1.2065,1430
sh600867,7.73,10352.7,0.774,-5.27,1.2059,1431
sz002843,15.71,13587.2,0.607,-5.93,1.2046,1432
sh601666,8.83,27286.6,0.5,-10.9,1.2045,1433
sh600639,9.61,4990.7,0.806,1.16,1.2043,1434
sz301175,5.55,6838.5,0.671,-0.36,1.2041,1435
sz300318,5.17,3947.5,1.103,0.98,1.2039,1436
sz300389,13.08,5405.2,0.709,1.4,1.2033,1437
sz002197,6.5,11401.6,0.903,-7.28,1.203,1438
sh603045,48.57,42338.5,0.448,-14.08,1.2023,1439
sh605007,14.68,6292.7,0.821,-1.08,1.2019,1440
sh600791,6.92,14424.1,0.759,-8.1,1.2002,1441
sz300425,4.05,2972.0,1.978,-0.74,1.1996,1442
sz300135,3.46,10463.7,0.498,-1.98,1.1985,1443
sh600361,3.43,14072.2,0.705,-7.3,1.1981,1444
sh600446,10.37,14463.9,0.748,-7.99,1.1971,1445
sz002199,12.1,6424.0,1.006,-2.73,1.1969,1446
sz300508,39.05,8816.9,0.74,-3.34,1.1967,1447
sh603886,12.5,6225.7,0.944,-1.96,1.1961,1448
sz002852,8.09,15225.3,0.752,-8.48,1.1959,1449
sz001231,22.75,5106.0,0.461,5.23,1.1958,1450
sz301238,15.71,10951.2,0.683,-4.73,1.1956,1451
sz002187,5.44,8983.5,0.536,-1.09,1.1955,1452
sh600759,2.31,26443.0,0.475,-10.12,1.1954,1453
sz301565,19.95,8613.8,0.661,-2.25,1.1939,1454
sz300353,16.86,17365.2,0.837,-10.46,1.1935,1455
sh605287,35.42,14093.7,0.483,-4.43,1.1926,1456
sz301101,30.08,5585.0,0.704,1.28,1.1922,1457
sz301129,24.16,5374.4,0.704,1.64,1.1918,1458
sz000563,2.88,11933.8,0.752,-6.19,1.191,1459
sh600848,8.5,6212.1,0.987,-2.19,1.1887,1460
sh600101,7.8,12069.7,0.4,-1.52,1.1868,1461
sz301089,23.96,4659.8,1.29,-1.52,1.1861,1462
sh600816,2.33,15942.9,0.772,-8.98,1.1855,1463
sh600120,4.64,15455.8,0.558,-6.26,1.1852,1464
sz000045,11.09,5272.1,0.594,3.16,1.185,1465
sz001298,16.94,17011.6,0.495,-6.25,1.1849,1466
sz000989,8.52,12633.1,0.772,-6.78,1.1802,1467
sh600007,19.8,4496.5,0.575,4.93,1.1794,1468
sz001259,45.88,4810.5,1.181,-1.06,1.1779,1469
sh601116,10.02,22074.9,0.405,-7.05,1.1776,1470
sh600617,3.24,12201.3,0.591,-4.42,1.1771,1471
sz300267,3.19,9706.7,1.065,-6.73,1.1764,1472
sz002767,18.71,4390.3,0.803,2.69,1.176,1473
sh603363,2.8,16310.8,0.514,-6.04,1.1756,1474
sz000551,12.14,12234.9,0.578,-4.26,1.1746,1475
sh603887,8.65,21346.2,0.398,-6.59,1.1744,1476
sh603326,7.56,3070.2,0.71,6.93,1.1734,1477
sz000821,7.45,6015.8,0.608,1.92,1.1727,1478
sz002818,11.15,4903.0,0.532,4.79,1.1726,1479
sh600575,3.15,12282.4,0.624,-4.83,1.1724,1480
sz300492,21.96,8302.6,0.713,-2.23,1.1719,1481
sz000573,3.78,5199.1,0.787,1.34,1.1715,1482
sh600761,15.15,14039.2,0.752,-7.45,1.1712,1483
sz002133,2.83,7287.8,0.489,1.8,1.1709,1484
sz002992,33.53,5677.1,1.364,-3.57,1.1698,1485
sh600097,9.2,5852.3,0.489,3.84,1.1698,1486
sh603530,44.81,20973.6,0.36,-5.6,1.1687,1487
sh603028,7.25,2848.2,1.254,3.42,1.1683,1488
sz301105,49.9,3329.8,0.632,7.13,1.1676,1489
sh600717,4.22,8358.9,0.765,-2.76,1.1674,1490
sh600129,13.33,12629.3,0.912,-7.88,1.1672,1491
sz002067,4.0,11163.6,0.66,-4.31,1.1662,1492
sz002911,11.17,5581.5,0.717,1.45,1.1659,1493
sh601908,2.89,8788.3,0.964,-4.93,1.165,1494
sh603517,11.43,5594.1,0.773,0.88,1.1648,1495
sh605080,23.33,4258.7,0.729,3.83,1.1647,1496
sh600350,10.02,13432.4,0.454,-3.19,1.1647,1497
sz301538,40.95,7307.8,0.723,-1.06,1.1632,1498
sh600850,13.86,9905.1,0.896,-5.46,1.1628,1499
sz300393,5.98,9871.6,0.742,-4.01,1.1628,1500
sz300997,15.4,20557.9,0.477,-7.45,1.1627,1501
sz300106,10.5,12666.8,0.42,-2.05,1.1625,1502
sz000959,3.42,9760.5,0.801,-4.47,1.1616,1503
sz000619,5.23,3184.2,0.798,5.87,1.161,1504
sz301002,27.48,10223.5,0.623,-3.0,1.1602,1505
sz002931,40.48,19563.7,1.174,-13.71,1.1596,1506
sz300036,10.06,8123.8,0.837,-3.08,1.1593,1507
sz002326,16.57,28492.1,0.655,-12.79,1.1591,1508
sz002549,13.05,20822.3,0.502,-7.9,1.1585,1509
sh600529,18.2,8947.0,0.745,-3.09,1.1584,1510
sz002307,2.93,7149.5,0.928,-2.66,1.1572,1511
sh603565,11.69,25608.6,0.471,-9.31,1.1568,1512
sh601113,3.54,3510.9,1.24,1.72,1.1565,1513
sz002567,3.58,12724.6,0.697,-5.79,1.1543,1514
sz002933,27.73,4288.1,0.637,4.92,1.1526,1515
sz000537,7.3,14571.0,0.521,-4.82,1.152,1516
sz300213,6.45,6133.1,0.67,1.26,1.1511,1517
sz300165,5.07,6843.7,1.123,-3.61,1.151,1518
sz000561,7.68,8544.2,0.67,-1.79,1.1508,1519
sh603098,10.72,5500.7,0.447,5.3,1.1504,1520
sz301270,32.45,7964.1,0.463,1.63,1.1502,1521
sz301378,25.19,5687.6,0.571,3.2,1.1477,1522
sz301063,18.43,2672.9,1.572,2.56,1.1473,1523
sh603178,15.85,15499.5,0.426,-3.82,1.1461,1524
sz300040,5.63,18206.4,0.396,-4.74,1.1449,1525
sh603158,10.51,15459.1,0.467,-4.45,1.1439,1526
sh603739,12.85,5941.1,0.628,2.15,1.142,1527
sz002110,2.87,7208.2,1.452,-5.9,1.1411,1528
sh603616,5.6,6667.3,0.838,-1.06,1.1408,1529
sh603529,20.88,8926.1,0.741,-2.79,1.1382,1530
sz300026,3.18,14966.7,0.856,-8.62,1.1374,1531
sz002097,6.89,14187.5,0.581,-5.23,1.1373,1532
sz000862,5.23,10627.8,0.456,-0.76,1.1373,1533
sh600132,37.56,10501.3,0.913,-5.84,1.1371,1534
sh600651,5.22,8317.3,1.609,-7.94,1.1369,1535
sz002895,30.17,14721.4,0.787,-7.82,1.136,1536
sz300580,18.46,12706.2,1.029,-8.48,1.1358,1537
sz002833,18.32,6808.6,0.684,0.33,1.1354,1538
sz000061,5.95,19534.4,0.395,-5.25,1.1349,1539
sh600736,6.56,14502.6,0.642,-6.15,1.1347,1540
sh600735,6.57,3074.0,0.605,8.6,1.1322,1541
sz300403,8.93,5683.1,1.508,-3.88,1.1307,1542
sz300447,14.06,5266.8,0.871,0.93,1.1304,1543
sz301313,30.82,16280.8,0.534,-5.75,1.128,1544
sz300973,25.39,6388.5,0.652,1.36,1.1273,1545
sh601177,13.72,7820.1,0.616,-0.07,1.1272,1546
sh601279,3.51,5339.0,0.661,2.93,1.125,1547
sh600787,4.54,7674.0,0.791,-1.73,1.1236,1548
sh603170,12.32,2809.8,1.873,1.07,1.1234,1549
sh603880,9.12,11409.3,0.453,-1.19,1.1224,1550
sz000505,6.36,45164.0,0.345,-11.79,1.1216,1551
sz002404,5.88,4724.7,0.827,2.44,1.1205,1552
sz002425,3.04,14441.4,0.502,-4.1,1.1201,1553
sh600979,3.86,12938.4,0.466,-2.53,1.12,1554
sh603839,6.9,5304.0,0.428,6.32,1.1199,1555
sh601969,8.94,14465.3,0.645,-5.99,1.1199,1556
sh603037,10.22,3001.1,2.03,-0.1,1.1194,1557
sz002276,9.82,11014.1,0.747,-4.57,1.1192,1558
sh600963,3.35,9740.3,0.867,-4.56,1.119,1559
sh600234,21.39,7870.0,0.596,0.28,1.1127,1560
sh600708,3.03,5750.8,1.084,-1.3,1.1124,1561
sz002397,3.62,6626.6,0.71,0.56,1.1123,1562
sh600681,3.41,8945.1,0.642,-1.45,1.1119,1563
sh603816,22.55,15545.1,0.9,-9.04,1.1108,1564
sz002545,14.79,31160.0,1.4,-18.74,1.1104,1565
sz300733,13.39,6940.0,0.918,-1.76,1.1103,1566
sz300723,33.2,21633.0,0.849,-11.63,1.1095,1567
sz002910,9.98,9264.0,0.427,1.32,1.1094,1568
sz300996,12.44,33805.3,0.48,-11.46,1.1093,1569
sh605089,21.26,2999.3,1.224,3.81,1.1092,1570
sz002606,12.16,16553.7,0.615,-6.75,1.1088,1571
sh605369,17.75,3016.3,0.866,6.35,1.1087,1572
sz002306,2.15,3419.9,0.969,4.37,1.1078,1573
sh603058,8.88,13884.9,0.547,-4.21,1.1047,1574
sh600395,5.06,22824.2,0.714,-10.76,1.1041,1575
sz300533,13.92,12596.2,0.489,-2.45,1.1035,1576
sh603637,14.08,13437.8,0.623,-4.86,1.1033,1577
sz300219,6.75,8844.6,0.963,-4.26,1.102,1578
sh600582,4.83,12380.8,0.486,-2.23,1.1015,1579
sz000631,3.0,3687.6,1.218,2.04,1.1013,1580
sz000623,17.48,17625.1,0.552,-6.42,1.1013,1581
sz301211,12.23,12301.8,0.78,-5.71,1.1012,1582
sz300858,14.78,4864.0,1.06,0.54,1.1004,1583
sz002376,6.75,6096.6,0.916,-0.44,1.1001,1584
sh600481,3.98,13609.8,0.975,-8.29,1.1001,1585
sz300134,8.42,8308.9,0.62,-0.36,1.0994,1586
sh600916,7.24,30260.0,0.457,-9.95,1.0981,1587
sz002726,2.39,15077.2,0.727,-7.0,1.097,1588
sh603822,62.42,4793.1,0.381,8.39,1.0956,1589
sz002408,5.32,13022.3,0.472,-2.39,1.094,1590
sz300377,13.78,46713.5,0.34,-11.67,1.0931,1591
sz000957,9.68,15685.5,0.596,-5.84,1.0931,1592
sz002219,2.06,19642.6,0.753,-9.65,1.0931,1593
sz002723,7.38,6489.2,1.113,-2.38,1.0924,1594
sh600323,28.68,12561.1,0.645,-4.37,1.092,1595
sz002666,4.24,4390.6,1.119,1.19,1.0904,1596
sz000708,12.92,16870.5,0.559,-5.97,1.088,1597
sh601717,13.4,24842.7,0.696,-11.14,1.0854,1598
sz000925,7.93,30731.3,0.311,-7.03,1.0833,1599
sz301577,58.41,6245.8,0.671,1.88,1.081,1600
sz002209,13.34,6674.8,0.611,1.99,1.0804,1601
sz301368,38.95,5099.4,0.977,0.96,1.0794,1602
sz300436,84.68,23413.6,0.756,-11.14,1.0793,1603
sz300720,61.8,62508.9,0.934,-21.75,1.0791,1604
sh600461,8.76,9342.0,0.702,-2.12,1.0787,1605
sh603300,4.55,13757.7,0.676,-5.41,1.0786,1606
