sym,close,amt20_wan,volbr,ret20_pct,comp_prov,rank_prov
sh600299,8.08,29243.3,0.933,-6.26,0.34,2663
sz002813,23.1,2965.3,1.721,10.26,0.3352,2664
sz000661,70.85,36156.0,0.918,-8.03,0.3351,2665
sh600556,4.54,21307.5,0.716,-1.3,0.3345,2666
sz301509,31.19,10183.5,1.173,1.8,0.3341,2667
sz001223,43.05,11855.1,0.58,5.67,0.3335,2668
sz002855,12.91,38498.7,0.435,-3.01,0.3334,2669
sz002218,3.77,30092.6,0.798,-5.28,0.3329,2670
sz301028,13.86,5337.7,2.072,3.51,0.3312,2671
sz300025,5.85,8891.0,0.599,8.13,0.329,2672
sz002510,5.65,14445.0,0.98,0.0,0.3274,2673
sz002165,6.89,81306.7,0.415,-9.46,0.3273,2674
sh603928,12.32,12748.7,0.992,1.07,0.3265,2675
sz002003,11.58,17446.8,0.924,-1.28,0.3264,2676
sz000526,36.26,11177.6,0.89,3.13,0.3234,2677
sz000020,13.31,15499.3,0.761,1.29,0.3234,2678
sz001965,9.88,14151.9,0.686,2.92,0.3229,2679
sz002985,27.43,13753.3,0.582,4.42,0.3222,2680
sh600895,28.22,49084.2,0.642,-8.02,0.3221,2681
sz003039,12.62,18517.8,0.329,5.96,0.3214,2682
sh600864,5.7,32309.7,0.53,-2.73,0.321,2683
sz300652,28.65,7085.7,2.035,1.17,0.3205,2684
sh605208,14.73,10514.7,0.97,3.08,0.3203,2685
sh600623,8.62,12632.1,1.133,0.23,0.3202,2686
sz301408,14.85,15680.5,1.102,-1.53,0.3181,2687
sz000923,15.75,32625.6,0.518,-2.6,0.3171,2688
sh601866,2.42,17544.9,0.664,1.26,0.3162,2689
sz300576,29.11,33288.9,0.677,-4.71,0.3105,2690
sh601618,2.49,21683.7,1.188,-4.96,0.3091,2691
sz002314,2.27,6343.5,1.702,3.65,0.3087,2692
sz000912,3.93,41962.5,0.301,-0.76,0.3077,2693
sz001260,19.24,4751.0,1.848,5.71,0.3073,2694
sh600821,5.77,41529.7,0.481,-4.15,0.3066,2695
sh600171,22.88,19248.3,0.814,-1.0,0.3054,2696
sz300063,8.5,40445.6,0.42,-2.86,0.3032,2697
sh600388,17.46,18469.9,1.301,-4.07,0.3002,2698
sz301055,31.51,14479.1,0.4,6.99,0.2998,2699
sh601963,11.03,12583.3,1.17,0.27,0.299,2700
sh603366,7.3,28534.5,0.383,1.11,0.2986,2701
sh600199,6.94,16472.9,1.055,-1.42,0.2982,2702
sh600592,14.84,9938.2,1.793,-0.74,0.2975,2703
sz300879,17.71,10210.0,0.732,5.73,0.2962,2704
sz002100,7.58,22566.3,0.43,2.43,0.2958,2705
sz003021,69.87,21719.8,0.857,-2.35,0.293,2706
sz002962,13.42,9840.8,0.849,5.01,0.2926,2707
sh600218,7.87,7188.6,1.437,3.96,0.292,2708
sh603055,9.51,7646.6,1.678,2.26,0.29,2709
sh603323,4.41,17628.9,0.616,2.08,0.2889,2710
sz002402,18.37,29556.6,0.744,-4.07,0.2884,2711
sz300916,27.76,9375.4,0.782,6.12,0.2881,2712
sz002597,21.56,16870.0,0.378,6.15,0.288,2713
sz002555,17.38,45638.9,0.422,-3.82,0.2871,2714
sh600095,8.82,74779.8,0.38,-7.55,0.2855,2715
sh688351,17.5,177331.2,0.429,-16.39,0.2843,2716
sz301359,20.07,3361.2,1.154,12.69,0.2838,2717
sh600192,7.2,16926.4,0.757,0.98,0.2832,2718
sz000809,3.46,6289.9,2.597,0.87,0.2822,2719
sh600331,12.05,47824.9,0.66,-7.52,0.2818,2720
sh603123,9.37,59906.7,0.38,-5.45,0.2806,2721
sz000887,19.38,56206.0,0.57,-7.89,0.2793,2722
sz002126,36.11,58495.7,1.338,-14.63,0.279,2723
sz003016,7.7,3729.6,1.406,10.32,0.2788,2724
sh603721,18.19,22667.4,0.35,4.12,0.2788,2725
sz300183,11.12,7665.1,1.293,4.32,0.2788,2726
sz300855,34.37,18634.0,0.588,2.05,0.2787,2727
sh605296,30.3,13532.2,2.705,-6.42,0.2776,2728
sh600536,30.69,58551.0,0.472,-6.83,0.2774,2729
sz300988,16.36,5195.1,1.015,9.73,0.2771,2730
sh600096,27.56,97324.9,0.403,-10.32,0.2769,2731
sz301110,36.5,13708.9,0.53,5.71,0.2728,2732
sz000963,26.06,29603.6,0.815,-4.58,0.2718,2733
sz000166,4.39,27540.3,0.818,-3.94,0.2715,2734
sz301079,27.64,9285.9,2.267,-1.57,0.2714,2735
sh600590,8.38,20866.4,0.65,0.36,0.2694,2736
sh601933,3.0,63455.1,0.303,-4.15,0.2688,2737
sz002541,18.26,21298.6,1.955,-8.06,0.268,2738
sh603662,49.31,17184.6,0.954,-0.7,0.2677,2739
sh601021,39.85,19031.2,2.693,-9.41,0.2674,2740
sz300015,7.91,37327.6,0.871,-7.16,0.2674,2741
sz002266,4.59,32551.6,1.19,-8.2,0.2645,2742
sz002421,3.11,39675.1,0.513,-3.72,0.264,2743
sz300281,7.13,5503.6,0.909,10.2,0.2615,2744
sz002042,3.87,15811.9,1.155,-1.28,0.2594,2745
sz001222,15.62,10204.5,0.487,9.23,0.2582,2746
sz002998,8.26,13147.2,0.85,2.74,0.2577,2747
sz002826,17.68,6371.8,2.318,1.9,0.2566,2748
sz300587,4.79,13318.0,1.674,-2.44,0.2564,2749
sz300761,20.43,16227.2,0.487,4.98,0.2561,2750
sz300148,3.56,10918.5,0.823,4.71,0.2559,2751
sz301220,31.24,7743.8,0.968,6.66,0.2553,2752
sh603778,8.36,68458.1,0.729,-11.25,0.2539,2753
sz001331,40.89,27055.9,1.339,-7.26,0.2538,2754
sz000006,7.21,14224.8,1.418,-1.77,0.2532,2755
sh600580,26.77,63001.8,0.849,-11.59,0.251,2756
sz002622,2.72,7535.0,1.913,1.87,0.25,2757
sz300751,194.5,114152.2,0.54,-13.65,0.2493,2758
sz301330,25.93,9248.0,0.647,8.13,0.2473,2759
sz301059,13.21,3106.1,1.563,11.57,0.2469,2760
sz002271,10.4,51647.6,0.733,-8.61,0.2459,2761
sz002703,15.18,84549.0,0.485,-10.02,0.2433,2762
sh600803,18.54,17138.2,0.44,5.4,0.2429,2763
sh603387,9.82,8057.0,1.02,6.05,0.2428,2764
sh600721,12.92,150133.8,1.279,-22.54,0.2418,2765
sz002650,6.54,2937.3,2.815,7.74,0.2416,2766
sz300841,54.88,15809.2,1.086,-0.58,0.2387,2767
sz002905,8.78,8802.5,0.551,9.89,0.2384,2768
sz002494,5.0,5282.9,1.973,5.04,0.2382,2769
sz002958,2.89,23225.6,0.755,-1.37,0.2363,2770
sh600039,8.61,19694.3,0.89,-1.03,0.2323,2771
sz301197,27.56,7815.5,0.919,7.24,0.2315,2772
sz002357,11.72,12813.5,0.572,6.26,0.23,2773
sz002796,29.16,34287.4,0.619,-3.38,0.2292,2774
sz002613,3.41,17310.0,1.195,-2.01,0.2284,2775
sz001215,33.36,5862.8,1.372,6.92,0.2278,2776
sz002832,25.15,18041.4,0.466,4.66,0.2278,2777
sh600313,6.8,84407.4,0.29,-5.95,0.2246,2778
sz000035,4.79,14862.8,0.787,2.57,0.2237,2779
sz301087,54.21,14149.6,0.485,6.65,0.2237,2780
sz301222,25.13,5361.7,2.148,4.45,0.2228,2781
sz301319,95.33,76950.5,0.623,-10.77,0.2211,2782
sz300679,44.72,83065.6,0.996,-14.98,0.2207,2783
sh600822,9.08,8287.4,0.845,7.46,0.2201,2784
sz300540,26.49,23260.9,1.681,-7.18,0.2198,2785
sh601956,5.14,2818.7,5.159,3.84,0.2197,2786
sh600710,11.29,13465.7,0.509,6.81,0.2171,2787
sh601886,13.1,22149.7,0.674,0.15,0.2155,2788
sh600408,3.03,16469.8,1.038,-0.33,0.214,2789
sh603078,31.96,57088.3,0.71,-8.92,0.2137,2790
sz002352,30.54,54366.8,0.598,-7.17,0.2132,2791
sz301303,14.45,4219.4,3.192,3.81,0.2121,2792
sh600595,5.84,51661.0,0.576,-6.41,0.2121,2793
sz000536,3.49,30387.7,0.506,-0.57,0.212,2794
sh601108,8.36,45150.5,0.587,-5.32,0.2119,2795
sz002906,27.5,20118.7,0.533,2.84,0.2118,2796
sz300515,16.88,5817.0,1.781,5.24,0.2109,2797
sh600438,11.12,35410.3,0.937,-6.55,0.2097,2798
sz300738,19.31,53896.2,0.628,-7.43,0.2097,2799
sz002788,10.89,14374.2,1.558,-2.07,0.2095,2800
sh601199,6.61,11051.3,0.723,6.1,0.2094,2801
sz300002,7.98,25645.8,0.58,0.0,0.2094,2802
sz002460,43.68,135162.0,0.993,-19.31,0.2093,2803
sh603883,12.95,13891.6,0.835,2.94,0.2069,2804
sz300131,14.51,100347.4,0.713,-14.04,0.2055,2805
sh600141,27.95,72800.7,0.64,-10.27,0.205,2806
sz002929,51.4,37793.2,0.608,-3.85,0.2041,2807
sh603258,13.92,5891.5,1.243,7.91,0.2025,2808
sz300257,18.65,24665.2,0.581,0.43,0.2024,2809
sz002030,5.67,9788.1,1.701,0.89,0.2024,2810
sh601136,14.19,37026.5,0.418,-0.84,0.2022,2811
sh600712,5.57,26488.1,0.421,2.2,0.2006,2812
sz002653,61.31,32122.0,1.214,-7.49,0.2,2813
sz301066,12.66,6789.4,1.363,5.94,0.2,2814
sz000921,26.36,26242.7,0.509,0.88,0.1993,2815
sz002312,8.21,36003.2,0.551,-2.61,0.1991,2816
sh603917,14.3,5323.5,0.739,12.78,0.199,2817
sz002845,14.02,10115.7,0.87,5.65,0.1984,2818
sh605011,17.3,19806.3,0.519,3.35,0.1979,2819
sh601222,5.88,17516.6,0.416,6.14,0.1974,2820
sh600801,23.75,22131.0,0.789,-0.79,0.196,2821
sz000065,9.85,18373.5,1.021,-1.01,0.1957,2822
sz301458,38.79,25966.9,0.697,-1.32,0.1954,2823
sz300969,78.26,21337.7,0.642,1.1,0.1947,2824
sh600029,4.86,24631.7,0.98,-3.38,0.1943,2825
sh601126,38.39,84920.0,0.607,-11.18,0.1943,2826
sh600373,7.48,10918.8,0.991,4.03,0.1936,2827
sz300315,3.96,36988.4,0.379,0.0,0.1929,2828
sz300429,11.51,19989.5,0.678,1.32,0.1926,2829
sz002682,5.05,12459.3,1.266,1.0,0.192,2830
sz300808,20.84,11852.7,0.558,7.59,0.1919,2831
sz301381,24.2,14095.7,0.794,3.37,0.1908,2832
sz300215,6.45,11055.9,1.615,0.31,0.1892,2833
sz301479,51.8,12423.4,0.798,4.52,0.1887,2834
sz002317,23.35,44503.7,1.246,-10.54,0.1874,2835
sz301200,243.52,69329.9,1.12,-13.77,0.1836,2836
sh603929,154.2,56540.0,0.601,-7.24,0.1835,2837
sz001914,8.87,8640.1,1.744,2.07,0.1834,2838
sh603358,44.73,47381.2,0.65,-6.19,0.183,2839
sz300896,92.26,19268.4,0.933,-0.62,0.1827,2840
sh601901,6.74,26113.9,0.822,-2.46,0.1825,2841
sz002414,11.88,58204.3,0.606,-7.55,0.1825,2842
sh600789,7.54,18235.6,0.813,0.94,0.1816,2843
sh601898,14.01,57724.4,0.519,-6.29,0.1804,2844
sh600160,33.97,93192.5,0.817,-14.09,0.18,2845
sh605123,80.0,12509.8,0.755,4.97,0.1795,2846
sz300083,12.14,70025.3,0.638,-9.61,0.1792,2847
sh600733,4.68,40330.9,1.074,-8.41,0.1786,2848
sh603777,14.31,12021.2,0.943,3.7,0.1777,2849
sh601015,3.55,36204.9,0.71,-4.31,0.1774,2850
sz002023,9.77,12381.3,2.194,-2.88,0.1771,2851
sz300099,6.37,11022.8,0.793,5.81,0.176,2852
sz001268,25.99,12210.5,1.492,0.15,0.1748,2853
sz002840,7.75,18511.1,2.095,-6.17,0.1716,2854
sh601519,8.52,32913.4,0.714,-3.4,0.1709,2855
sz301248,58.91,18934.6,1.113,-1.64,0.1704,2856
sh600711,10.43,95304.4,0.64,-12.35,0.1699,2857
sh601952,9.11,44705.6,0.345,-0.76,0.1696,2858
sz301606,52.51,29497.8,0.547,-0.38,0.1688,2859
sz301051,18.4,14586.1,0.571,5.81,0.1663,2860
sz002104,10.54,105045.8,0.466,-10.83,0.1663,2861
sz300020,3.79,7244.7,0.442,14.16,0.1662,2862
sh603129,290.75,35458.4,0.75,-4.4,0.1655,2863
sz001380,19.13,3593.0,2.158,8.75,0.1652,2864
sz000603,32.12,139151.0,0.611,-15.43,0.1651,2865
sz300339,33.9,54102.9,0.507,-5.33,0.164,2866
sz002979,53.99,34162.8,0.741,-3.93,0.1633,2867
sz300991,28.91,17266.9,0.692,2.85,0.1633,2868
sh600021,13.08,37469.0,0.759,-4.94,0.1613,2869
sz301216,17.05,55671.0,0.424,-4.21,0.1605,2870
sz301190,20.79,14023.0,0.839,3.38,0.1586,2871
sz300149,9.65,20690.8,1.195,-2.82,0.1561,2872
sz301235,46.2,36308.2,0.499,-1.45,0.1554,2873
sz002850,169.27,50257.1,0.674,-6.67,0.154,2874
sz300124,51.88,138782.6,0.72,-16.48,0.1518,2875
sh601233,23.26,107082.2,0.449,-10.54,0.1501,2876
sz002375,3.85,7494.5,1.562,4.62,0.1471,2877
sh600905,3.61,23538.8,1.054,-2.96,0.1468,2878
sz000032,14.17,38304.8,0.703,-4.39,0.1454,2879
sh603171,40.02,34811.3,0.484,-0.72,0.1452,2880
sz002771,13.55,14532.0,0.435,8.14,0.1432,2881
sh603108,9.98,13195.8,1.035,2.57,0.1408,2882
sz300068,4.12,18769.3,0.634,3.0,0.1402,2883
sh603693,11.49,16325.4,0.933,1.41,0.139,2884
sz300350,4.62,6585.9,1.938,4.29,0.139,2885
sz301056,13.42,8018.3,0.548,11.93,0.1389,2886
sz300459,3.49,33924.7,0.642,-2.51,0.1388,2887
sz001360,19.79,12444.2,0.714,5.94,0.1358,2888
sz300915,23.07,4025.9,1.093,13.14,0.1356,2889
sz002841,44.94,33076.7,0.743,-3.33,0.1349,2890
sh605277,17.24,32356.3,0.406,1.41,0.1328,2891
sh603192,21.08,6622.8,1.602,5.77,0.1295,2892
sz301611,94.53,66648.2,0.612,-8.26,0.1294,2893
sh600622,2.43,10243.7,0.791,7.05,0.1292,2894
sz300863,41.25,27000.8,0.919,-2.99,0.1286,2895
sh600562,26.88,33516.0,0.582,-1.54,0.1273,2896
sz002755,12.6,17639.6,0.97,0.56,0.126,2897
sz301372,34.48,4857.9,0.741,14.44,0.1256,2898
sz000301,13.36,46801.8,0.411,-1.98,0.125,2899
sz300301,3.6,3242.4,2.28,9.76,0.1245,2900
sh601996,2.9,8226.9,0.644,10.69,0.1218,2901
sz300900,22.65,24914.5,0.984,-2.66,0.1206,2902
sz300041,11.12,19562.5,0.765,1.46,0.1189,2903
sz300706,50.36,31887.0,0.928,-4.48,0.1186,2904
sz301516,19.35,24739.0,0.413,3.92,0.1181,2905
sz002223,26.38,16825.2,0.908,1.58,0.1181,2906
sz002470,2.02,58300.9,0.358,-2.88,0.1176,2907
sz300331,47.31,45866.8,0.643,-5.02,0.1141,2908
sz300012,14.38,31742.8,0.939,-4.45,0.1127,2909
sz002446,8.15,19237.2,1.498,-3.32,0.111,2910
sh600015,6.23,61584.0,0.506,-5.89,0.1096,2911
sz301498,39.67,15510.0,0.802,3.36,0.1086,2912
sz300528,13.59,25016.0,0.331,5.59,0.1084,2913
sh601997,5.5,26928.0,0.687,-0.54,0.1077,2914
sz300468,21.22,124427.6,0.4,-10.58,0.1073,2915
sh600986,6.88,38322.8,0.764,-4.58,0.1073,2916
sz002195,6.01,50583.2,0.678,-6.24,0.1072,2917
sh600855,12.85,15740.4,0.608,5.33,0.1065,2918
sh601881,11.86,28915.0,0.956,-3.66,0.1061,2919
sz002365,13.48,46676.5,1.202,-9.77,0.106,2920
sz002044,4.48,29995.7,1.024,-4.48,0.1041,2921
sz002213,29.2,32933.1,1.131,-6.08,0.1039,2922
sh603767,14.74,4974.2,3.441,3.0,0.1013,2923
sz300042,39.44,31938.5,0.802,-3.19,0.101,2924
sz002928,6.2,14380.0,1.803,-1.9,0.0993,2925
sh601298,9.75,9418.7,0.748,8.57,0.0993,2926
sh603288,33.93,43813.9,0.382,-0.5,0.0972,2927
sz300314,12.85,8964.9,1.367,4.56,0.0963,2928
sz002434,6.17,9296.3,1.003,6.56,0.0943,2929
sh601162,3.6,57348.8,0.594,-6.25,0.0943,2930
sz000571,6.69,13156.9,0.859,4.53,0.0935,2931
sz000876,6.92,46095.4,0.448,-2.12,0.0927,2932
sh600649,4.0,12436.9,1.007,3.9,0.0908,2933
sh600875,23.5,87651.4,0.543,-9.44,0.0907,2934
sz002232,14.8,14601.6,0.8,4.15,0.0896,2935
sz301015,25.23,16199.6,0.872,2.56,0.0888,2936
sz000426,32.77,187649.4,0.817,-19.46,0.0876,2937
sh603658,33.65,10875.5,1.908,0.39,0.0872,2938
sz001282,16.74,4673.2,1.848,8.42,0.085,2939
sz001339,76.18,41695.9,0.794,-5.38,0.084,2940
sz002493,13.11,68775.8,0.675,-8.77,0.084,2941
sh600962,26.15,13735.3,0.989,3.2,0.0839,2942
sh600066,26.01,54993.6,1.574,-13.04,0.0836,2943
sz002173,17.66,43365.1,0.859,-6.31,0.0826,2944
sz301363,16.55,14672.4,1.458,-0.3,0.0825,2945
sz000565,6.43,16850.8,0.476,6.81,0.0824,2946
sz002762,10.25,7720.3,0.652,11.66,0.0804,2947
sz002478,6.72,17087.7,1.537,-2.04,0.0778,2948
sz300226,17.33,14321.0,0.886,3.71,0.077,2949
sz002120,6.83,20487.4,0.709,2.09,0.0764,2950
sz000738,18.81,29425.3,0.565,0.48,0.0749,2951
sz002920,82.88,49892.3,0.527,-3.85,0.0742,2952
sz000815,15.27,72292.4,0.597,-8.18,0.0736,2953
sz300619,26.69,15943.7,1.009,1.79,0.0735,2954
sz301291,35.11,19518.6,0.958,0.37,0.0689,2955
sz301091,19.63,12041.4,0.681,7.39,0.0672,2956
sz000681,15.96,51036.3,0.458,-2.92,0.067,2957
sz002315,24.76,18877.8,1.091,-0.24,0.0644,2958
sh600079,18.82,13313.0,1.244,2.01,0.0633,2959
sz001209,19.0,9084.5,0.857,8.32,0.0619,2960
sh600585,16.93,39544.1,0.962,-6.05,0.0602,2961
sh601390,4.25,35260.4,0.803,-3.63,0.059,2962
sh600719,7.39,13336.4,0.948,4.08,0.0578,2963
sh600691,2.74,37302.7,0.326,2.62,0.0576,2964
sz002028,125.22,186615.3,0.751,-18.39,0.0535,2965
sz300235,11.95,7264.8,0.972,9.53,0.0532,2966
sz300185,2.75,18547.7,0.949,1.1,0.0527,2967
sz300957,32.94,19309.8,1.015,0.24,0.0511,2968
sz300932,11.06,11368.8,0.886,6.14,0.0507,2969
sh600642,8.78,15282.2,0.791,4.28,0.0504,2970
sz001299,10.16,20197.5,0.382,7.17,0.0489,2971
sz301160,45.11,19833.6,1.71,-3.88,0.0487,2972
sz002457,11.09,38824.4,0.425,0.36,0.0485,2973
sz300100,21.14,10636.4,3.188,-2.8,0.0483,2974
sz002807,4.16,19122.2,0.822,1.96,0.0468,2975
sh600992,10.27,6227.7,2.089,5.33,0.0441,2976
sz300259,4.33,15676.4,1.973,-2.7,0.0411,2977
sh600660,52.47,50366.6,0.911,-7.62,0.0392,2978
sh603163,82.0,23799.3,0.601,2.4,0.0381,2979
sz002862,15.35,13008.8,0.409,10.83,0.0378,2980
sh601669,4.54,34291.3,0.706,-2.16,0.0371,2981
sh603970,12.17,5607.2,1.54,8.66,0.0369,2982
sz301057,24.48,7123.9,1.781,5.38,0.0359,2983
sz000665,4.08,7978.2,1.912,3.82,0.0353,2984
sz002709,31.76,121220.7,0.785,-14.53,0.034,2985
sz300166,12.2,41226.5,1.134,-7.37,0.0339,2986
sh600776,12.91,39434.4,0.497,-0.77,0.0332,2987
sh600162,4.35,81746.4,0.762,-10.68,0.033,2988
sh605365,14.81,15356.4,0.855,3.86,0.032,2989
sz002718,85.96,7318.6,2.919,1.49,0.0315,2990
sh605077,11.46,17601.0,0.712,3.99,0.0301,2991
sz300860,29.3,11177.9,0.807,7.33,0.022,2992
sz300558,48.23,46854.2,0.856,-6.29,0.0218,2993
sz300897,17.51,3558.7,3.972,5.93,0.0215,2994
sh600415,10.84,60768.6,1.287,-11.73,0.0207,2995
sz002442,5.42,14652.4,0.926,3.83,0.0198,2996
sz002432,61.68,106912.7,0.595,-11.14,0.0196,2997
sz300865,32.8,14813.0,0.783,4.99,0.0193,2998
sz000901,14.06,16994.7,1.055,1.52,0.0173,2999
sh600352,12.14,64708.6,0.503,-5.23,0.017,3000
sz002947,63.41,62069.6,0.49,-4.65,0.0164,3001
sz301031,99.48,20731.9,0.859,1.24,0.0162,3002
sh600377,12.77,13145.2,0.932,4.84,0.0145,3003
sz300007,31.36,25174.9,0.883,-0.73,0.0145,3004
sz002130,16.09,65496.8,0.599,-6.62,0.0141,3005
sh601636,5.45,35628.8,1.304,-6.84,0.0141,3006
sh600908,5.83,12667.1,0.927,5.23,0.0131,3007
sh601133,25.05,28622.7,1.85,-7.43,0.0128,3008
sh603790,25.47,6945.6,1.113,9.41,0.0125,3009
sz000612,10.71,45878.9,0.747,-4.97,0.0122,3010
sz001400,80.21,17780.4,1.421,-1.06,0.0118,3011
sz002489,3.04,8908.5,0.968,8.19,0.0102,3012
sz301520,74.19,90690.6,1.082,-13.98,0.0097,3013
sz301093,67.75,40226.4,1.629,-9.57,0.0096,3014
sz300770,35.22,8899.3,1.383,5.54,0.0085,3015
sz002059,4.39,55104.4,0.569,-4.57,0.0077,3016
sz301348,22.56,14074.5,0.937,4.25,0.0076,3017
sz002364,34.92,91528.1,0.599,-9.6,0.0068,3018
sz300986,11.59,32479.1,0.65,-0.69,0.0062,3019
sz000158,12.55,52676.3,0.389,-1.26,0.0039,3020
sz301010,19.38,4349.2,1.873,9.93,0.0028,3021
sz000877,3.77,7194.5,3.675,0.27,0.0015,3022
sz000555,9.99,17905.4,3.473,-7.67,-0.0008,3023
sz301555,36.7,6551.1,1.438,8.2,-0.0026,3024
sh603755,25.22,4188.5,2.547,8.05,-0.0046,3025
sz300650,12.68,8736.7,0.821,9.78,-0.0059,3026
sh601916,2.84,39240.1,0.611,-1.73,-0.0138,3027
sz001896,10.79,92578.7,0.838,-11.99,-0.0142,3028
sh600862,17.88,24831.0,0.69,1.59,-0.0157,3029
sz300439,10.33,3688.1,2.375,9.89,-0.0171,3030
sz301052,24.31,14282.4,0.785,5.74,-0.0184,3031
sz300673,14.82,5951.2,0.61,15.69,-0.0191,3032
sz301376,22.85,11512.0,0.484,11.35,-0.0192,3033
sh603881,23.95,55113.7,0.642,-5.15,-0.0201,3034
sh605188,12.71,35771.6,0.298,4.61,-0.0229,3035
sz002466,40.9,155290.3,0.691,-15.2,-0.0235,3036
sz000975,23.17,103314.4,1.183,-15.44,-0.0263,3037
sh600769,15.72,17255.6,0.78,4.17,-0.029,3038
sz000863,4.52,10565.5,1.346,4.63,-0.0314,3039
sh600732,11.02,23821.6,1.437,-3.33,-0.0322,3040
sz300649,27.63,14953.5,0.616,7.3,-0.0328,3041
sh603215,15.53,3224.3,3.435,8.6,-0.0375,3042
sz000534,22.64,38256.8,0.995,-4.87,-0.0378,3043
sz300480,32.15,34898.0,0.575,0.09,-0.0392,3044
sz300812,20.04,11294.5,1.427,3.67,-0.0399,3045
sz301505,18.28,6622.0,0.552,15.7,-0.04,3046
sz301060,11.86,18187.4,1.16,0.85,-0.0405,3047
sh688659,9.3,87933.9,0.955,-12.18,-0.0414,3048
sz002204,5.41,22089.1,0.614,3.84,-0.0417,3049
sh603341,37.33,31218.9,0.878,-2.02,-0.042,3050
sh600744,6.08,71153.4,0.558,-6.17,-0.0443,3051
sh601868,2.4,47697.6,0.718,-4.38,-0.0444,3052
sh600170,2.2,30091.5,1.064,-3.08,-0.0451,3053
sz002268,14.74,21194.1,0.597,4.46,-0.0455,3054
sh600520,25.79,21061.2,0.604,4.46,-0.0462,3055
sh603065,16.27,37503.6,1.784,-8.95,-0.047,3056
sz000792,23.7,129130.0,1.001,-15.99,-0.0483,3057
sh603345,76.93,46125.9,0.461,-0.71,-0.0484,3058
sh601179,11.75,70736.0,0.834,-9.06,-0.0507,3059
sz000408,71.46,73394.9,0.708,-8.16,-0.0513,3060
sz300563,25.77,29366.4,0.502,2.83,-0.0517,3061
sz300496,55.04,52332.5,0.543,-3.06,-0.0519,3062
sz000031,2.28,12702.6,1.348,3.17,-0.0529,3063
sh600497,9.26,105261.0,0.767,-12.06,-0.053,3064
sz301072,47.47,12102.7,1.271,4.08,-0.0548,3065
sz002279,6.57,31706.4,0.482,2.5,-0.0566,3066
sz300724,54.35,37134.8,0.856,-3.26,-0.0568,3067
sh600359,7.62,43208.1,0.352,2.01,-0.0574,3068
sh603297,113.32,15098.5,0.79,5.63,-0.0577,3069
sh600396,12.75,193671.0,0.435,-13.32,-0.061,3070
sh600892,4.12,34754.2,0.392,3.26,-0.0626,3071
sh603308,38.95,112171.2,0.879,-13.54,-0.0636,3072
sh600226,5.78,50680.8,0.947,-6.77,-0.0649,3073
sz002498,6.3,64145.9,0.376,-2.02,-0.0653,3074
sh600644,8.82,36780.2,0.682,-1.34,-0.0674,3075
sz002948,6.04,23430.9,0.792,1.68,-0.0677,3076
sh600337,3.43,5780.0,2.031,7.52,-0.0686,3077
sh600679,10.63,5267.5,2.006,8.47,-0.0686,3078
sh601991,5.36,116482.9,0.524,-9.92,-0.0723,3079
sz300279,6.11,8547.9,1.354,7.01,-0.0727,3080
sz301356,21.75,3935.2,3.507,7.04,-0.0743,3081
sz002903,29.99,36368.8,0.411,2.64,-0.0751,3082
sz300162,7.68,16637.6,1.696,-0.78,-0.0752,3083
sz002343,5.72,15552.0,0.413,10.42,-0.0754,3084
sh600229,5.82,7882.3,0.617,13.67,-0.0756,3085
sh603688,48.19,77381.0,0.555,-6.54,-0.0772,3086
sz003029,17.59,12527.1,1.291,3.9,-0.0772,3087
sh600835,18.77,10252.7,1.752,3.47,-0.0784,3088
sz002492,6.32,5044.9,1.199,12.86,-0.0804,3089
sz300667,15.15,8887.5,2.015,3.77,-0.081,3090
sz002885,28.04,54978.5,0.484,-2.3,-0.0824,3091
sh600563,120.31,38742.5,1.428,-7.17,-0.0836,3092
sz300845,14.2,8319.0,0.852,10.85,-0.0838,3093
sz300590,11.62,14990.1,1.029,4.03,-0.0844,3094
sz301198,14.71,5527.3,1.597,9.94,-0.0866,3095
sz000712,9.98,121233.1,0.346,-6.99,-0.0883,3096
sz300321,34.43,11167.1,0.925,7.59,-0.0895,3097
sz300866,122.6,51271.4,0.574,-2.85,-0.0901,3098
sz003041,41.31,9501.3,1.112,7.72,-0.0911,3099
sz000509,3.69,12330.4,1.193,4.83,-0.0939,3100
sz300607,32.22,115092.4,0.55,-9.9,-0.0953,3101
sh605008,14.7,5324.1,1.168,12.73,-0.0955,3102
sz300224,12.07,17700.7,0.763,4.87,-0.0956,3103
sz002654,13.21,54408.1,0.676,-4.55,-0.0956,3104
sz300537,21.24,18850.2,0.745,4.48,-0.096,3105
sz002735,11.38,37966.4,0.837,-2.82,-0.0977,3106
sz300184,11.81,45170.1,0.837,-4.37,-0.1015,3107
sh600863,4.64,43961.1,0.605,-1.69,-0.1018,3108
sh601609,11.86,59780.4,1.472,-11.16,-0.103,3109
sz002149,32.93,47377.8,1.562,-9.46,-0.1037,3110
sz300901,17.75,18023.9,0.368,10.25,-0.104,3111
sz300164,8.95,110470.8,0.517,-8.95,-0.1046,3112
sh600379,14.62,20111.8,0.846,3.03,-0.1054,3113
sh600259,80.37,56143.6,0.741,-5.4,-0.1064,3114
sh603039,35.68,64279.9,1.144,-9.9,-0.1067,3115
sz301266,25.35,15931.0,0.485,9.36,-0.1075,3116
sh600392,21.35,80654.1,0.683,-8.09,-0.1097,3117
sz300044,6.14,11772.2,0.419,13.28,-0.1113,3118
